ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Husak2002_1305ii	Journal Article	2002	"Husak, A. L.; Grado, S. C."	Monetary benefits in a southern silvopastoral system	Southern Journal of Applied Forestry	0148-4419	10.1093/sjaf/26.3.159	<Go to ISI>://WOS:000180859200007	"In many regions of the United States, agroforestry has become an important land use alternative. In the South, silvopasture, which combines spatial and temporal growth of timber and livestock, is the most common form of agroforestry. An economic analysis was undertaken to demonstrate the monetary and wildlife benefits that can be accrued from a silvopastoral system in the southern United States. Wildlife-related activities as well as annual and periodic cash flows from timber and livestock sales were included in the analysis. Land expectation value (LEV), equivalent annual income (EAI), and rate of return (ROR) were compared for a silvopastoral system and four traditional southern monocultural systems. The profitability of silvopastoral systems is comparable to other land use systems. Silvopasture further provides opportunities for incorporating wildlife-related activities through hunting leases and possesses both quality and quantity of wildlife habitat not available in other systems. On average, the inclusion of hunting leases increases LEVs from 3.1 to 30.6% per acre over a range of lease and interest rates. Finally, results of this and other studies suggest that silvopasture is an environmentally and economically feasible alternative to traditional land uses."	26	3	365-376		USA	Southern USA	31.38	-83.22	Cattle		Silvopasture		No comparator		Livestock growth	Multiple	Positive								Positive
Huntsinger1996_1308	Journal Article	1996	"Huntsinger, L."	"Grazing in a California silvopastoral system: Effects of defoliation season, intensity, and frequency on deerbrush, Ceanothus integerrimus Hook & Arn"	Agroforestry Systems	0167-4366	10.1007/bf00129633	<Go to ISI>://WOS:A1996VL15200006	"When understory species that suppress tree growth are preferred by livestock to tree species, selective herbivory has practical application for forest or woodland management as part of a silvopastoral agroforestry system. Results of two studies of the prescriptive application of selective grazing designed to suppress growth of a common understory shrub, deerbrush (Ceanothus integerrimus Hook. & Am.), to favor growth of conifer species are presented. Grazing for vegetation manipulation requires the same information needed to apply any chemical or mechanical method: knowledge of the effective timing, frequency, and intensity of application, and the selectivity of impact. The first study, a two-year series of grazing trials, examined the degree of cattle preference for deerbrush as compared to conifers, and response of deerbrush to grazing on a forest site. The second, a three-year study based on grazing trial results, used clipping to examine the specifics of deerbrush response to patterns of herbivory. Deerbrush was highly preferred by cattle in the grazing trials. Even at 90% utilization of the shrubs, no conifers were browsed. High degrees of utilization did not suppress shrub growth in the grazing trials. The clipping study found deerbrush significantly responsive to frequency and intensity of defoliation (P < 0.01), but not to season of use (P > 0.1). High intensity, frequent grazing is required to suppress the shrub. Intermediate prescriptions can be used to manage for various combinations of wildlife, timber, or forage-related objectives. These results and methods are applicable to any silvopastoral system where prescriptive grazing is used in conjunction with tree crops."	34	1	179-186		USA	California	38.31	-119.66	Cattle		Silvopasture		Forest without grazing		Understory/pasture production		Positive								
Holechek1981_1342	Journal Article	1981	"Holechek, J. L.; Vavra, M.; Skovlin, J."	Diet quality and performance of cattle on forest and grassland range	Journal of Animal Science	0021-8812			"The productivity of forest and grassland cattle range at 1080 to 1525 m altitude in Oregon, USA, was investigated in 1976, 1977 and 1978. Grassland was predominantly of Agropyron spicatum/Poa sandbergii and forest was of Pinus ponderosa/Festuca idahoensis, Pseudotsuga menziesii/Symphoricarpos albus and P. menziesii/Physocarpus malvaceus habitat types. At a stocking rate of 3.2 ha/AUM [not defined] gain/pasture with 18 pregnant yearling heifers was similar for both types in late spring but greater for forest cattle in early and late summer. If late summer rain was sufficient, grassland cattle gained more in autumn. Each pasture was also grazed by 4 cows with oesophageal fistulae from which 2 samples were collected fortnightly, and by 4 bullocks from which total faeces were collected. Crude protein of forages did not vary seasonally. Usually the forest diet had more protein, that of grassland being dependent on rainfall. Digestibility in vitro of organic matter was lower in grassland, except in autumn after rain."	53	2	71-75	cattle feeding; digestibility; grazing; nutritive value; pastures; pines; rangelands; trees; woody plants	USA	Oregon	45.23	-118.55	Cattle		Forest grazing		Pasture without trees		Livestock growth		Positive								
Helling2015_1376i	Journal Article	2015	"Helling, Alexander P.; Conner, David S.; Heiss, Sarah N.; Berlin, Linda S."	Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture	Agriculture-Basel	2077-0472	10.3390/agriculture5030879	<Go to ISI>://WOS:000364374500002	"Climate change impacts local agricultural systems in detectable and distinguishable ways from large-scale shifts in water, land, and weather patterns to regionally specific distributions of weeds, pests, and diseases. Best management practices for adapting to and mitigating the effects of climate change include modifications to farm production through adjusted intensity and product types and changing land use through crop siting and tillage practices. Farmer perceptions of risk and profitability of best management practices are key determinants of adoption, which traditional incentive programs like the Environmental Quality Incentive Program attempt to address by providing financial and technical support. To ensure that payments offered through these programs that maximize adoption, regional incentive payments must be based upon locally established costs. This paper focuses on the cost of implementing and maintaining climate change specific best management practices (CCBMPs) for twelve diverse farms in Vermont. Specifically, three CCBMPs for Vermont are examined: cover cropping, management intensive rotational grazing (MIRG), and riparian buffer strips. Results show the average cost for cover cropping is $129.24/acre, MIRG is $79.82/acre, and a tree based riparian buffer strip cost $807.33/acre. We conclude that existing incentive payments for cover cropping and MIRG are below costs, likely resulting in under-adoption."	5	3	68-pp		USA	Vermont	44.14	-72.6	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Total productivity (pasture + trees)	Multiple	Positive								Positive
Helling2015_1376ii	Journal Article	2015	"Helling, Alexander P.; Conner, David S.; Heiss, Sarah N.; Berlin, Linda S."	Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture	Agriculture-Basel	2077-0472	10.3390/agriculture5030879	<Go to ISI>://WOS:000364374500002	"Climate change impacts local agricultural systems in detectable and distinguishable ways from large-scale shifts in water, land, and weather patterns to regionally specific distributions of weeds, pests, and diseases. Best management practices for adapting to and mitigating the effects of climate change include modifications to farm production through adjusted intensity and product types and changing land use through crop siting and tillage practices. Farmer perceptions of risk and profitability of best management practices are key determinants of adoption, which traditional incentive programs like the Environmental Quality Incentive Program attempt to address by providing financial and technical support. To ensure that payments offered through these programs that maximize adoption, regional incentive payments must be based upon locally established costs. This paper focuses on the cost of implementing and maintaining climate change specific best management practices (CCBMPs) for twelve diverse farms in Vermont. Specifically, three CCBMPs for Vermont are examined: cover cropping, management intensive rotational grazing (MIRG), and riparian buffer strips. Results show the average cost for cover cropping is $129.24/acre, MIRG is $79.82/acre, and a tree based riparian buffer strip cost $807.33/acre. We conclude that existing incentive payments for cover cropping and MIRG are below costs, likely resulting in under-adoption."	5	3	68-pp		USA	Vermont	44.14	-72.6	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Livestock growth	Multiple	Positive								Positive
Hedrick1969_1380	Journal Article	1969	"Hedrick, D. W.; Eller, B. R.; McArthur, J. A. B.; Pettit, R. D."	Steer grazing on mixed coniferous forest ranges in northeastern Oregon	Journal of Range Management	0022-409X	http://dx.doi.org/10.2307/3895874		"This study was undertaken to measure animal performance on pinegrass (Calamagrostis rubescens) range in early summer, using yearling steers. Daily liveweight gains averaged 1 Ib/animal for steers wintered at intermediate levels of nutrition. Early grazing was essential to obtain full utilization. -A.G.G.H."	22	5	185-206	animal production; coniferous forests; domestic animals; forests; grasses; grazing; livestock; liveweight; liveweight gain; nutrition; utilization	USA	Oregon	45.19	-117.32	Cattle		Forest grazing		Forest without grazing	Winter vs. Summer	Livestock growth		Positive								
Hawke1993_1392	Journal Article	1993	"Hawke, M. F.; Tombleson, J. D."	Production and interaction of pastures and shelterbelts in the central North Island	Proceedings of the New Zealand Grassland Association	0369-3902			"Many New Zealand farms contain shelterbelts which have generally been unmanaged, resulting in dubious shelter benefits and poor log values at harvest. The effect of a 6- and 7-row Pinus radiata shelterbelt on adjacent pasture production was monitored at Matea, Taupo, during 1992-93. Pasture production was measured at a range of distances parallel to the shelterbelts on both sides and on open pasture. A 15% increase in pasture production was recorded at 0.7 tree height distance on both sides of the shelterbelts. There was also a gradual trend of increasing dry matter production as distance from the shelterbelts increased. However, on average, the sheltered zone produced slightly less dry matter than the open pasture. Increases in soil and herbage nutrient levels close to the shelterbelt suggest that nutrient transfer by animals to the sheltered zones may have occurred. Shelterbelt tree growth was assessed and projected forward to maturity. Merchantable log volume at age 28 years was predicted to be 2300 msuperscript 3/km of shelterbelt. Based on current log prices the 7-row shelterbelt was estimated at age 28 years to have a net value of $130 000/km."	55		4-76	agroforestry systems; biomass production; forage; merchantable volume; nutrients; pastures; pines; plant composition; production; shelterbelts; silvopastoral systems; soil chemistry; trees; wood; woody plants; yield forecasting	New Zealand		-38.72	176.09	Mixture of sheep and cattle		Shelterbelt/Windbreak		Pasture without trees		Understory/pasture production		Mixed results (positive and negative)								
Hawke1993_1393	Journal Article	1993	"Hawke, M. F.; Rattray, P. V.; Percival, N. S."	Liveweight changes in sheep grazing a range of herbage allowances under Pinus radiata agroforestry regimes	Agroforestry Systems	0167-4366	http://dx.doi.org/10.1007/BF00704848		"Several improved pasture herbage feed allowances (1 to 5 kg dry matter/head/day) were offered to young sheep grazing under Pinus radiata grown at 0, 50, 100 and 200 stems per hectare at the Tikitere Forest Farming Research Area near Rotorua, New Zealand. Six trials were conducted, each for 30 d duration between spring 1986 and autumn 1988, at tree age 13-15 years and with livestock age 7-15 months. Mean liveweight gain over all trials for 0 (open pasture), 50, 100 and 200 stems per hectare was 170, 155, 136 and 94 g/sheep/day, respectively. Liveweight gain increased curvilinearly with increasing pasture allowance at all tree stockings and tended to level off above 3 kg green dry matter/head daily. Green matter pasture in vitro digestibility of the 'green' pasture fraction changed little with increasing tree stocking despite changes in pasture composition. Pine needle accumulation under the higher tree stockings depressed the quality of the total feed on offer. Details are given of differences in data between seasons. It is concluded that livestock performance under low tree stocking agroforestry regimes (i.e. less than the traditional 200 stems per hectare stocking) can be satisfactory, provided that pasture management encourages fresh nutritious feed."	23	1	29-91	agroforestry; grasses; grasslands; liveweight gain; management; pines; silvopastoral systems; stocking rate; trees; woodland grasslands; woody plants	New Zealand		-38.14	176.24	Sheep		Silvopasture		Pasture without trees		Livestock growth		Negative								
Hawke1999_1398	Journal Article	1999	"Hawke, M. F.; Gillingham, A. G.; Gray, M.; Dean, M."	The impact of shelterbelts in North Island East Coast dryland regions	Proceedings of the New Zealand Grassland Association	0369-3902			"Shelterbelts are a feature of the New Zealand landscape and in the dryland East Coast regions of the North Island, are seen in a diversity of planting patterns, species and silvicultural practices. To date, their economic benefits have not been assessed, partly because of the difficulty in evaluating the many interrelated pasture, soil, animal and forestry factors. Recent shelterbelt research in New Zealand has been conducted as a collaborative approach by AgResearch, Forest Research and Hort Research. Results of pasture, soil and tree measurements in the East Coast region indicate that shelterbelts, however managed, do not significantly increase pasture production in the sheltered zone. The competitive effects of trees reduce soil moisture in zones close to the shelter, which also encourages the accumulation of dung and urine nutrients in this zone by animals seeking protection. The modification in resting patterns as a result of shelter may be reflected in improved animal welfare and production but this was not measured. The value of timber from shelterbelts on the East Coast indicates that they have a role in diversifying farming income and offering a modified land use, which will help to sustain productive farming practices."	61		143-152	agroforestry systems; animal welfare; economic evaluation; farming systems; grassland management; grasslands; income; land use; livestock farming; nutrients; pastures; shelter; shelterbelts; silvopastoral systems; soil fertility; soil water content	New Zealand		-39.76	176.7	Mixture of sheep and cattle		Shelterbelt/Windbreak		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Hawke1991_1400	Journal Article	1991	"Hawke, M. F."	Pasture production and animal performance under pine agroforestry in New Zealand	Forest Ecology and Management	03781127 (ISSN)	10.1016/0378-1127(91)90210-M	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026270529&doi=10.1016%2f0378-1127%2891%2990210-M&partnerID=40&md5=16a19990db756974acf820cc6130a7ae	"Interactions between trees (Pinus radiata), pastures and animals on farmland have been measured in New Zealand for 17 years. P. radiata is grown across a wide range of sites in New Zealand and under several management regimes. For agroforestry, P. radiata is usually grown under a direct sawlog regime with final tree stockings of around 200 stems/ha. Lower tree stockings allow pasture production well into the rotation (tree age 15) to the extent that at 100 stems/ha, pasture growth is 32% that of open pasture (no trees). Pasture growth declines with increasing tree stocking and age. Pasture botanical composition changes from high producing temperature pasture species to low fertility grasses and legumes. Under closely spaced pines, high levels of accumulated decaying needles smother the remaining pasture. Sheep performance generally declines with time in a totally planted agroforestry site. Feed quality (in vitro digestibility) of pasture decreases with increasing tree stocking. Factors affecting livestock performance in temperate agroforestry include class and species of stock, livestock shelter, pasture management, gastrointestinal parasite populations and ingestion of decaying pine needles. The significance of these factors and the benefits of agroforestry to the New Zealand scene are discussed. Â© 1991."	45	01-Apr	159-164	agroforestry; livestock; pine; sheep; shelter; New Zealand; Ovis aries; Pinus radiata	New Zealand		-38.07	176.34	Mixture of sheep and cattle		Silvopasture		Pasture without trees		Total productivity (pasture + trees)		Negative								
Hardaker2018_1420i	Journal Article	2018	"Hardaker, Ashley"	Is forestry really more profitable than upland farming? A historic and present day farm level economic comparison of upland sheep farming and forestry in the UK	Land Use Policy	0264-8377	10.1016/j.landusepol.2017.11.032	<Go to ISI>://WOS:000423643400009	"There are currently 3.16 million hectares of woodland cover in the United Kingdom. At a European scale, the UK is one of the countries with the lowest woodland cover, currently extending to only 13% of the total land area of the UK, this is less than half of the European Union (EU) average of 37 per cent. A significant study carried out by Read et al. (2009) identified that UK wide there is a need to increase significantly levels of new planting and forest creation by more than 23,000 ha each year over the next 40 years if a substantial influence on reversing climate change is to be realised. It is clear that expansion of the total forested area in the UK necessitates the establishment of new woodland and forest cover on farmland which is either owner occupied or rented out. The main barriers to woodland establishment on farmland cited in the literature, include cultural resistance notably a dichotomous view of farming and forestry as being competing land uses; and lack of awareness of the potential economic benefits of woodland. This study intended to provide information that will improve farmers and landowners understanding of the potential economic differences between business as usual (sheep farming) and woodland creation in the uplands of the UK. The aim of this study was to evaluate the bio-economic potentials of temperate upland clear fell forestry systems in the UK over the last 60 years and determine if afforestation of upland farms has historically produced, and will in the future produce better financial outcomes than conventional upland sheep farming. The study used a bio-economic model based on discounted cash flow analysis to compare and evaluate a conventional upland sheep grazing system against a temperate upland forestry system. Historic investments to cease upland sheep grazing and afforest upland farms in the UK based on historic financial budgeting information available to farmers and landowners in 1956, 1976 would not have been an economically viable and profitable land use change compared to continuation of upland sheep grazing in the UK. Historic markets in 1956 and 1976 were not strong enough to render potential forestry investments profitable without a need for grant assistance. Investments to cease upland sheep grazing and afforest upland farms in the UK in 1996 would have been economically viable and profitable land use investment as timber markets alone were strong enough to render potential forestry investment profitable without a need for grant assistance. Without subsidy, investments to switch from upland sheep grazing and afforest upland farms in 2016 would not be an economically viable and profitable land use change. Current day timber markets alone are not strong enough to influence new woodland establishment."	71		32-pp		UK		53.25	-1.26	Sheep		Farm woodland		Pasture without trees		Total productivity (pasture + trees)	Multiple	Positive								Positive
Hardaker2018_1420ii	Journal Article	2018	"Hardaker, Ashley"	Is forestry really more profitable than upland farming? A historic and present day farm level economic comparison of upland sheep farming and forestry in the UK	Land Use Policy	0264-8377	10.1016/j.landusepol.2017.11.032	<Go to ISI>://WOS:000423643400009	"There are currently 3.16 million hectares of woodland cover in the United Kingdom. At a European scale, the UK is one of the countries with the lowest woodland cover, currently extending to only 13% of the total land area of the UK, this is less than half of the European Union (EU) average of 37 per cent. A significant study carried out by Read et al. (2009) identified that UK wide there is a need to increase significantly levels of new planting and forest creation by more than 23,000 ha each year over the next 40 years if a substantial influence on reversing climate change is to be realised. It is clear that expansion of the total forested area in the UK necessitates the establishment of new woodland and forest cover on farmland which is either owner occupied or rented out. The main barriers to woodland establishment on farmland cited in the literature, include cultural resistance notably a dichotomous view of farming and forestry as being competing land uses; and lack of awareness of the potential economic benefits of woodland. This study intended to provide information that will improve farmers and landowners understanding of the potential economic differences between business as usual (sheep farming) and woodland creation in the uplands of the UK. The aim of this study was to evaluate the bio-economic potentials of temperate upland clear fell forestry systems in the UK over the last 60 years and determine if afforestation of upland farms has historically produced, and will in the future produce better financial outcomes than conventional upland sheep farming. The study used a bio-economic model based on discounted cash flow analysis to compare and evaluate a conventional upland sheep grazing system against a temperate upland forestry system. Historic investments to cease upland sheep grazing and afforest upland farms in the UK based on historic financial budgeting information available to farmers and landowners in 1956, 1976 would not have been an economically viable and profitable land use change compared to continuation of upland sheep grazing in the UK. Historic markets in 1956 and 1976 were not strong enough to render potential forestry investments profitable without a need for grant assistance. Investments to cease upland sheep grazing and afforest upland farms in the UK in 1996 would have been economically viable and profitable land use investment as timber markets alone were strong enough to render potential forestry investment profitable without a need for grant assistance. Without subsidy, investments to switch from upland sheep grazing and afforest upland farms in 2016 would not be an economically viable and profitable land use change. Current day timber markets alone are not strong enough to influence new woodland establishment."	71		32-pp		UK		53.25	-1.26	Sheep		Farm woodland		Pasture without trees		Livestock growth	Multiple	Negative								Positive
Guevara-Escobar2007_1450	Journal Article	2007	"Guevara-Escobar, Aurelio; Kemp, Peter D.; Mackay, Alec D.; Hodgson, John"	Pasture production and composition under poplar in a hill environment in New Zealand	Agroforestry Systems	0167-4366	10.1007/s10457-007-9038-9	<Go to ISI>://WOS:000244683900004	"Traditionally, poplar (Populus spp.) have been planted to control erosion on New Zealand's hill-slopes because of their capacity to dry out and bind together the soil. Two systems: (1) widely spaced, planted poplar for soil conservation, and (2) non-eroded open pasture were compared to determine the relative effect of the poplar-pasture system on the production, nutritive value and species composition of the pasture, and on the water balance. Measurements were made at three sites with mature poplar (> 29 years and 37-40 stems ha(-1)) and at a replicated experiment with young poplar (5 years, 50-100 stems ha(-1)). Soil water relations did not suggest strong competition for water between poplar and pasture. Pasture accumulation under mature poplar was 40% less than in the open pasture, but under young poplar was similar to that in the open pasture. Chemical composition of pasture suggested that feed quality of pasture in the open was better than under the poplar canopy, except during spring, when most chemical components were similar. At the most, in vitro digestibility of pasture dry matter was 8.9% lower and metabolisable energy of pasture dry matter was 1.5 MJ kg lower under the poplar canopy than in the open pasture. Shade tolerant species were not dominant in the plant community under the poplar canopy with grasses such as browntop (Agrostis capillaris, L.) and ryegrass (Lolium perenne, L.) being a high proportion of the plant community. Differences in chemical composition were related to differences in the botanical composition between the open pasture and the poplar understorey. It was concluded that the greatest effect of poplar was on pasture production due to shading, and that management of this silvopastoral system needs to focus on control of the tree canopy to lessen the decrease in pasture production."	69	3	145-148		New Zealand		-40.09	175.89	Mixture of sheep and cattle		Silvopasture		Pasture without trees		Understory/pasture production		Negative								
Guevara-Escobar1997_1453	Journal Article	1997	"Guevara-Escobar, A.; Kemp, P. D.; Hodgson, J.; Mackay, A. D.; Edwards, W. R. N."	Case study of a mature Populus deltoides-pasture system in a hill environment	Proceedings of the New Zealand Grassland Association	0369-3902			"Pasture characteristics, soil moisture relations and water balance were measured in open pasture and in a mature poplar understorey in February 1996 to January 1997 in New Zealand, to assess how land conservation practices modify a pastoral system. Mature poplars changed the environment of the understorey pasture, with light intensity decreased from September to April, and the soil generally colder and drier in autumn and early winter. Soil moisture relations did not suggest strong competition for water between trees and pasture in spring. Pasture under the poplars accumulated 40% less herbage mass and was of lower feed quality than pasture in the open. The case study highlights the complexity of silvipastoral systems in hill country and the need for a more complete understanding of the interactions if the potential of a multipurpose tree and livestock farming systems is to be realised."	59		41-55	agroforestry systems; case studies; herbage; light intensity; multipurpose trees; pastures; plant competition; poplars; sap flow; silvopastoral systems; soil water; soil water balance; trees; understorey; woody plants	New Zealand		-40.09	175.89	Mixture of sheep and cattle		Silvopasture		Pasture without trees		Understory/pasture production		Negative								
Galleguillos2018_1578	Journal Article	2018	"Galleguillos, Nicolas; Keeley, Keefe; Ventura, Stephen"	Assessment of woodland grazing in southwest wisconsin	Agriculture Ecosystems & Environment	0167-8809	10.1016/j.agee.2018.03.012	<Go to ISI>://WOS:000432104400001	"Grazing of farm woodlots in the upper Midwest is generally thought to degrade timber value and damage soil health. Nonetheless, Wisconsin property tax law creates an incentive for this practice. Therefore, this project sought to determine the effects of cattle grazing on vegetation and soil conditions in woodlands under different grazing management. We compared eleven grazed woodlots under various livestock management regimes with five woodlots that have not been grazed for at least 30 years in the Kickapoo Watershed in Crawford County, WI. We conducted vegetation surveys in all the woodlands and measured soil properties in a subset. We talked to farmers about their cattle management practices and beliefs about farm woodlots. Grazed woodlands had higher frequencies of introduced shrubs, less litter depth, fewer seedlings and saplings, more grass cover, and higher soil bulk density compared with un-grazed woodlands. Grazing negatively impacted regeneration and condition of seedlings, saplings, and saplings of commercial value. In grazed woods, we noted a relation between the cattle stocking rate and edaphic variables including amount of bare soil, litter depth, and canopy cover, and a difference between dairy and beef cattle in shrub density. We validated a set of simple indicators and metrics for on-going comparison of grazed and un-grazed farm woodlots in this area. Introduced shrub species was the clearest indicator of change, followed by litter depth, regeneration status of trees, and soil bulk density. The study points to potential opportunities for silvopasture techniques that could mitigate vegetation and soil degradation such as careful management of livestock stocking rate and timing of grazing."	260		80-92		USA	Wisconsin	43.22	-90.69	Cattle		Farm woodland		Forest without grazing		Total productivity (pasture + trees)		Positive								
Ford2019_1607i	Journal Article	2019	"Ford, Madeline M.; Zamora, Diomy S.; Current, Dean; Magner, Joe; Wyatt, Gary; Walter, W. D.; Vaughan, Sophia"	"Impact of managed woodland grazing on forage quantity, quality and livestock performance: the potential for silvopasture in Central Minnesota, USA"	Agroforestry Systems	0167-4366	10.1007/s10457-017-0098-1	<Go to ISI>://WOS:000459755100006	"Over 177,000ha of woodlands in Minnesota, USA are grazed. In general, these woodlands are not managed specifically for timber or cattle benefits. This lack of management often leads to decreased timber value and reduced forage yields. Silvopasture is a potential alternative to overcome this lack of land management on Minnesota woodlots. However, very limited information are available about silvopasture use in Minnesota. This three-year study evaluated the potential for silvopasture in Minnesota by comparing the production of unmanaged woodland grazing, silvopastoral, and open pasture systems. Three farmers from Central Minnesota collaborated in this study to assess these grazing systems. Silvopasture paddocks were established when thinning and seeding were performed on woodland areas. We assessed forage production, forage quality, and livestock performance. Forage production was generally greater in silvopastoral systems compared with unmanaged woodland grazing systems, while forage quality was lower in open pasture systems, at least during the first year. Livestock performance was similar between the grazing systems. Results indicate that silvopasture has potential in Minnesota, but more research is required to develop specific management guidelines as well as to monitor silvopasture production systems for longer periods of time."	93	1	57-66		USA	Minnesota	46.05	-94.9	Cattle		Silvopasture		Forest without grazing		Total productivity (pasture + trees)	Multiple	Positive								Positive
Ford2019_1607ii	Journal Article	2019	"Ford, Madeline M.; Zamora, Diomy S.; Current, Dean; Magner, Joe; Wyatt, Gary; Walter, W. D.; Vaughan, Sophia"	"Impact of managed woodland grazing on forage quantity, quality and livestock performance: the potential for silvopasture in Central Minnesota, USA"	Agroforestry Systems	0167-4366	10.1007/s10457-017-0098-1	<Go to ISI>://WOS:000459755100006	"Over 177,000ha of woodlands in Minnesota, USA are grazed. In general, these woodlands are not managed specifically for timber or cattle benefits. This lack of management often leads to decreased timber value and reduced forage yields. Silvopasture is a potential alternative to overcome this lack of land management on Minnesota woodlots. However, very limited information are available about silvopasture use in Minnesota. This three-year study evaluated the potential for silvopasture in Minnesota by comparing the production of unmanaged woodland grazing, silvopastoral, and open pasture systems. Three farmers from Central Minnesota collaborated in this study to assess these grazing systems. Silvopasture paddocks were established when thinning and seeding were performed on woodland areas. We assessed forage production, forage quality, and livestock performance. Forage production was generally greater in silvopastoral systems compared with unmanaged woodland grazing systems, while forage quality was lower in open pasture systems, at least during the first year. Livestock performance was similar between the grazing systems. Results indicate that silvopasture has potential in Minnesota, but more research is required to develop specific management guidelines as well as to monitor silvopasture production systems for longer periods of time."	93	1	57-66		USA	Minnesota	46.05	-94.9	Cattle		Silvopasture		Forest without grazing		Livestock growth	Multiple	No effect								Positive
Fonseca2016_1613	Journal Article	2016	"Fonseca, Ana Margarida P.; Marques, Carlos A. F.; Pinto-Correia, Teresa; Campbell, Daniel E."	"Emergy analysis of a silvo-pastoral system, a case study in southern Portugal"	Agroforestry Systems	0167-4366	10.1007/s10457-015-9888-5	<Go to ISI>://WOS:000370710300012	"The Mediterranean silvo-pastoral system known as Montado, in Portugal, is a complex land use system composed of an open tree stratum in various densities and an herbaceous layer, used for livestock grazing. Livestock also profit from the acorns, and the grazing contributes to avoid shrub encroachment. In the last 20 years, subsidies from the European Union have greatly promoted cattle rearing in this system and the introduction of heavy breeds, at the expense of sheep, goats or the native cattle breeds. The balance of the traditional system is thus threatened, and a precise assessment of the balance between the different components of the system, therefore is highly needed. The goal of this study was to gain a better understanding of a Montado farm system with cattle rearing as the major economic activity by applying the emergy evaluation method to calculate indices of yield, investment, environmental loading and sustainability. By integrating different ecosystem components, the emergy evaluation method allows a comprehensive evaluation of this complex and multifunctional system at the scale of an individual farm. This method provides a set of indices that can help us understand the system and design management strategies that maximize emergy flow in the farm. In this paper, we apply the emergy evaluation method to a Montado farm with cattle rearing, as a way to gain a better understanding of this system at the farm scale. The value for the transformity of veal (2.66E+06 sej J(-1)) is slightly higher, when compared to other systems producing protein. That means that the investment of nature and man in this product was higher and it requires a premium price on the market. The renewability for Holm Oaks Farm (49 %), lower than for other similar systems, supports the assumption that this is a farm in which, comparing with others, the number of purchased inputs in relation to renewable inputs provided by nature, is higher. The Emergy Investment Ratio is 0.91 for cattle rearing compared to a value of 0.49 for cork and 0.43 for firewood harvesting, making it clear that cattle rearing is a more labor demanding activity comparing with extractive activities as cork and firewood harvesting."	90	1	215-6		Portugal	Montemor-o-Novo	38.64	-8.2	Cattle		Dehesa/Montado		No comparator		Livestock growth		Positive								
Ffolliott1989_1628	Journal Article	1989	"Ffolliott, P. F.; Gottfried, G. J."	Production and utilization of herbaceous plants in small clearcuts in an Arizona mixed conifer forest	"Research Note - Rocky Mountain Forest and Range Experiment Station, USDA Forest Service"	0277-5794			"Clear felling of small patches has been recommended for managing a variety of resources, including wildlife and water, from southwestern mixed conifer forests. In this study within the Apache-Sitgreaves National Forests, herbage production and utilization by cattle and wildlife were greater in small clear fellings (0.3-1.6 acres) than in adjacent, partially logged forests. Annual herbage production was 208-355 lb/acre in the openings and 39-92 lb/acre in the forest."		RM-494	89-98	agroforestry; Forest management; forests; Grasslands; Grazing; management; multiple use; wild animals	USA	Arizona	33.69	-109.26	Cattle		Forest grazing		Other	Small forest clearcuts	Understory/pasture production		Negative								
Feldhake2005_1660	Journal Article	2005	"Feldhake, C. M.; Neel, J. P. S.; Belesky, D. P.; Mathias, E. L."	Light measurement methods related to forage yield in a grazed northern conifer silvopasture in the Appalachian region of eastern USA	Agroforestry Systems	0167-4366	10.1007/s10457-005-1667-2	<Go to ISI>://WOS:000233243300008	"The Appalachian region is characterized by hilly topography and a humid temperate climate. In most areas agriculture is limited to pasture although the native climax vegetation is a species-diverse forest. Silvopasture systems can help diversify and increase farm income. Information is needed on the yield response of forage grown as an understory crop among trees. The light environment of a conifer silvopasture was characterized by three methods, a hand-held photosynthetically active radiation (PAR) meter for quick measurements over a large area, fixed PAR meters recorded using data loggers for a large number of measurements over time, and hemispherical photography with software to calculate seasonal direct beam radiation. Light data were considered in terms of forage yield. Plots were harvested when forage reached 20-25 cm in height after which the entire area was grazed by sheep. There were limitations to all methods of quantifying radiation environment for predicting yield. Yield decreased linearly with decreased PAR; however, data variability was high and correlations, while statistically significant, were weak. Grazed silvopastures are dynamic with shifting yield patterns in response to the interactions between the spatially variable soil, changing seasonal environment, and spatially variable animal impacts for each grazing event."	65	3	179-188		USA	Virginia	37.79	-81.17	Sheep		Silvopasture		No comparator		Understory/pasture production		Negative								
