UID	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract	Volume	Issue	Pages	Publisher	Index Terms	State Code	LatDD	LonDD	Forest Type	Dominant Forest Tree Species	Age of Forest Area	Historical Forest Management	Forest Management Notes	Study Design	Multiple Studies?	Year of Study Start	Time Since Intervention	Study Duration	Replications	Controls	Management Intervention (High Level)	Managed for Wood Pellet Industry	Deadwood Extraction	Slash Extraction	Method of Sampling (High Level)	Type of Data Collected	Biodiversity Indicator	Negative Impact	Negative Impact by Species	Negative by Class
695a	Thesis	2000	"Wender, B. W.; Hood, S. M.; Smith, D. W.; Zedaker, S. M.; Loftis, D. L."	"Impacts of Seven Silvicultural Alternatives on Vascular Plant Community Composition, Structure, and Diversity in the Southern Appalachians"	"Thesis, Virginia Polytechnic Institute and State University, USA"					"The effects of seven silvicultural prescriptions were examined one full growing season post-treatment on five sites in the Ridge and Valley, Cumberland Plateau, and Allegheny Plateau of Virginia and West Virginia. ¬¨‚Ä†Prescriptions were (1) control, (2) understory control with herbicide, (3) group selection, (4) high-leave shelterwood, (5) low-leave shelterwood, (6) leave tree, and (7) clearcut. The effects of each treatment on the vascular plant community were characterized by changes in species diversity, species composition, exotic species richness, Raunkiaer‚Äö√Ñ√¥s life-forms, and growth-forms. Pre-treatment, baseline data, and a randomized block design ensured the precision of post-treatment comparisons. High-disturbance treatments (i.e., low-leave shelterwood, leave tree, clearcut) exhibited lower tree-stratum species richness than unharvested treatments. Prescriptions had no effect on shrub-stratum richness. Compared to the control, woody, herb-stratum richness was higher in harvested treatments. Non-woody herb-stratum richness was unaffected. No differences in herb-stratum species diversity were detected using Shannon‚Äö√Ñ√¥s (exp H‚Äö√Ñ√¥) or Simpson‚Äö√Ñ√¥s (1/D) indices. Non-woody species richness per 2-ha treatment plot was significantly higher than the control for high-disturbance treatments. ¬¨‚Ä†Pre- vs. post-treatment species composition was least similar for high-disturbance treatments, as measured by qualitative and quantitative community similarity indices. Exotic woody species richness was unaffected by treatment; however,non-woody exotic species were more prevalent in high-disturbance treatments. ¬¨‚Ä†Hemicrytophytes replaced phanerophytes as the most important life-form for harvested treatments. Therophytes were more important in harvested treatments, while the proportion of cryptophtes and chamaephytes did not change in response to treatments. Tree and shrub growth-forms were less dominant in harvested treatments, while graminoids and annual/biennial forbs were more important for high-disturbance treatments. These data represent only the initial results of a long-term study designed to examine plant-community response to silviculture for one harvest rotation length. Long-term results will aid in devising management strategies that address concerns for biodiversity without devaluing traditional resource demands."			ix+168pp	Virginia Polytechnic Institute and State University		VA; WV	37.3177481	-80.452952	Mixed	"Quercus alba, Quercus prinus, Quercus velutina, Acer rubrum, Liriodendron tulipifera, Quercus rubra, Oxydendrum arboreum, Quercus coccinea, Nyssa sylvatica, Quercus rubra, Acer rubrum, Liriodendron tulipifera, Fagus grandifolia, Magnolia fraseri"	100			BACI	N	1995	2	5	5	5	Selection system;Clearcutting;Shelterwood;Understorey removal;Herbicide use	N	N	N	Field observation	RA	Vascular plants	Y	"mixed, invasive increase"	Trees;Vascular plants
695a	Thesis	2000	"Wender, B. W.; Hood, S. M.; Smith, D. W.; Zedaker, S. M.; Loftis, D. L."	"Impacts of Seven Silvicultural Alternatives on Vascular Plant Community Composition, Structure, and Diversity in the Southern Appalachians"	"Thesis, Virginia Polytechnic Institute and State University, USA"					"The effects of seven silvicultural prescriptions were examined one full growing season post-treatment on five sites in the Ridge and Valley, Cumberland Plateau, and Allegheny Plateau of Virginia and West Virginia. ¬¨‚Ä†Prescriptions were (1) control, (2) understory control with herbicide, (3) group selection, (4) high-leave shelterwood, (5) low-leave shelterwood, (6) leave tree, and (7) clearcut. The effects of each treatment on the vascular plant community were characterized by changes in species diversity, species composition, exotic species richness, Raunkiaer‚Äö√Ñ√¥s life-forms, and growth-forms. Pre-treatment, baseline data, and a randomized block design ensured the precision of post-treatment comparisons. High-disturbance treatments (i.e., low-leave shelterwood, leave tree, clearcut) exhibited lower tree-stratum species richness than unharvested treatments. Prescriptions had no effect on shrub-stratum richness. Compared to the control, woody, herb-stratum richness was higher in harvested treatments. Non-woody herb-stratum richness was unaffected. No differences in herb-stratum species diversity were detected using Shannon‚Äö√Ñ√¥s (exp H‚Äö√Ñ√¥) or Simpson‚Äö√Ñ√¥s (1/D) indices. Non-woody species richness per 2-ha treatment plot was significantly higher than the control for high-disturbance treatments. ¬¨‚Ä†Pre- vs. post-treatment species composition was least similar for high-disturbance treatments, as measured by qualitative and quantitative community similarity indices. Exotic woody species richness was unaffected by treatment; however,non-woody exotic species were more prevalent in high-disturbance treatments. ¬¨‚Ä†Hemicrytophytes replaced phanerophytes as the most important life-form for harvested treatments. Therophytes were more important in harvested treatments, while the proportion of cryptophtes and chamaephytes did not change in response to treatments. Tree and shrub growth-forms were less dominant in harvested treatments, while graminoids and annual/biennial forbs were more important for high-disturbance treatments. These data represent only the initial results of a long-term study designed to examine plant-community response to silviculture for one harvest rotation length. Long-term results will aid in devising management strategies that address concerns for biodiversity without devaluing traditional resource demands."			ix+168pp	Virginia Polytechnic Institute and State University		VA; WV	37.3408704	-80.4807917	Mixed	"Quercus alba, Quercus prinus, Quercus velutina, Acer rubrum, Liriodendron tulipifera, Quercus rubra, Oxydendrum arboreum, Quercus coccinea, Nyssa sylvatica, Quercus rubra, Acer rubrum, Liriodendron tulipifera, Fagus grandifolia, Magnolia fraseri"	100			BACI	N	1995	2	5	5	5	Selection system;Clearcutting;Shelterwood;Understorey removal;Herbicide use	N	N	N	Field observation	RA	Trees	Y	"mixed, invasive increase"	Trees;Vascular plants
695a	Thesis	2000	"Wender, B. W.; Hood, S. M.; Smith, D. W.; Zedaker, S. M.; Loftis, D. L."	"Impacts of Seven Silvicultural Alternatives on Vascular Plant Community Composition, Structure, and Diversity in the Southern Appalachians"	"Thesis, Virginia Polytechnic Institute and State University, USA"					"The effects of seven silvicultural prescriptions were examined one full growing season post-treatment on five sites in the Ridge and Valley, Cumberland Plateau, and Allegheny Plateau of Virginia and West Virginia. ¬¨‚Ä†Prescriptions were (1) control, (2) understory control with herbicide, (3) group selection, (4) high-leave shelterwood, (5) low-leave shelterwood, (6) leave tree, and (7) clearcut. The effects of each treatment on the vascular plant community were characterized by changes in species diversity, species composition, exotic species richness, Raunkiaer‚Äö√Ñ√¥s life-forms, and growth-forms. Pre-treatment, baseline data, and a randomized block design ensured the precision of post-treatment comparisons. High-disturbance treatments (i.e., low-leave shelterwood, leave tree, clearcut) exhibited lower tree-stratum species richness than unharvested treatments. Prescriptions had no effect on shrub-stratum richness. Compared to the control, woody, herb-stratum richness was higher in harvested treatments. Non-woody herb-stratum richness was unaffected. No differences in herb-stratum species diversity were detected using Shannon‚Äö√Ñ√¥s (exp H‚Äö√Ñ√¥) or Simpson‚Äö√Ñ√¥s (1/D) indices. Non-woody species richness per 2-ha treatment plot was significantly higher than the control for high-disturbance treatments. ¬¨‚Ä†Pre- vs. post-treatment species composition was least similar for high-disturbance treatments, as measured by qualitative and quantitative community similarity indices. Exotic woody species richness was unaffected by treatment; however,non-woody exotic species were more prevalent in high-disturbance treatments. ¬¨‚Ä†Hemicrytophytes replaced phanerophytes as the most important life-form for harvested treatments. Therophytes were more important in harvested treatments, while the proportion of cryptophtes and chamaephytes did not change in response to treatments. Tree and shrub growth-forms were less dominant in harvested treatments, while graminoids and annual/biennial forbs were more important for high-disturbance treatments. These data represent only the initial results of a long-term study designed to examine plant-community response to silviculture for one harvest rotation length. Long-term results will aid in devising management strategies that address concerns for biodiversity without devaluing traditional resource demands."			ix+168pp	Virginia Polytechnic Institute and State University		VA; WV	37.3408704	-80.4807917	Mixed	"Quercus alba, Quercus prinus, Quercus velutina, Acer rubrum, Liriodendron tulipifera, Quercus rubra, Oxydendrum arboreum, Quercus coccinea, Nyssa sylvatica, Quercus rubra, Acer rubrum, Liriodendron tulipifera, Fagus grandifolia, Magnolia fraseri"	100			BACI	N	1995	2	5	5	5	Selection system;Clearcutting;Shelterwood;Understorey removal;Herbicide use	N	N	N	Field observation	RA	Vascular plants	Y	"mixed, invasive increase"	Trees;Vascular plants
695a	Thesis	2000	"Wender, B. W.; Hood, S. M.; Smith, D. W.; Zedaker, S. M.; Loftis, D. L."	"Impacts of Seven Silvicultural Alternatives on Vascular Plant Community Composition, Structure, and Diversity in the Southern Appalachians"	"Thesis, Virginia Polytechnic Institute and State University, USA"					"The effects of seven silvicultural prescriptions were examined one full growing season post-treatment on five sites in the Ridge and Valley, Cumberland Plateau, and Allegheny Plateau of Virginia and West Virginia. ¬¨‚Ä†Prescriptions were (1) control, (2) understory control with herbicide, (3) group selection, (4) high-leave shelterwood, (5) low-leave shelterwood, (6) leave tree, and (7) clearcut. The effects of each treatment on the vascular plant community were characterized by changes in species diversity, species composition, exotic species richness, Raunkiaer‚Äö√Ñ√¥s life-forms, and growth-forms. Pre-treatment, baseline data, and a randomized block design ensured the precision of post-treatment comparisons. High-disturbance treatments (i.e., low-leave shelterwood, leave tree, clearcut) exhibited lower tree-stratum species richness than unharvested treatments. Prescriptions had no effect on shrub-stratum richness. Compared to the control, woody, herb-stratum richness was higher in harvested treatments. Non-woody herb-stratum richness was unaffected. No differences in herb-stratum species diversity were detected using Shannon‚Äö√Ñ√¥s (exp H‚Äö√Ñ√¥) or Simpson‚Äö√Ñ√¥s (1/D) indices. Non-woody species richness per 2-ha treatment plot was significantly higher than the control for high-disturbance treatments. ¬¨‚Ä†Pre- vs. post-treatment species composition was least similar for high-disturbance treatments, as measured by qualitative and quantitative community similarity indices. Exotic woody species richness was unaffected by treatment; however,non-woody exotic species were more prevalent in high-disturbance treatments. ¬¨‚Ä†Hemicrytophytes replaced phanerophytes as the most important life-form for harvested treatments. Therophytes were more important in harvested treatments, while the proportion of cryptophtes and chamaephytes did not change in response to treatments. Tree and shrub growth-forms were less dominant in harvested treatments, while graminoids and annual/biennial forbs were more important for high-disturbance treatments. These data represent only the initial results of a long-term study designed to examine plant-community response to silviculture for one harvest rotation length. Long-term results will aid in devising management strategies that address concerns for biodiversity without devaluing traditional resource demands."			ix+168pp	Virginia Polytechnic Institute and State University		VA; WV	38.7051734	-80.1092015	Mixed	"Quercus alba, Quercus prinus, Quercus velutina, Acer rubrum, Liriodendron tulipifera, Quercus rubra, Oxydendrum arboreum, Quercus coccinea, Nyssa sylvatica, Quercus rubra, Acer rubrum, Liriodendron tulipifera, Fagus grandifolia, Magnolia fraseri"	100			BACI	N	1995	2	5	5	5	Selection system;Clearcutting;Shelterwood;Understorey removal;Herbicide use	N	N	N	Field observation	RA	Trees	Y	"mixed, invasive increase"	Trees;Vascular plants
695a	Thesis	2000	"Wender, B. W.; Hood, S. M.; Smith, D. W.; Zedaker, S. M.; Loftis, D. L."	"Impacts of Seven Silvicultural Alternatives on Vascular Plant Community Composition, Structure, and Diversity in the Southern Appalachians"	"Thesis, Virginia Polytechnic Institute and State University, USA"					"The effects of seven silvicultural prescriptions were examined one full growing season post-treatment on five sites in the Ridge and Valley, Cumberland Plateau, and Allegheny Plateau of Virginia and West Virginia. ¬¨‚Ä†Prescriptions were (1) control, (2) understory control with herbicide, (3) group selection, (4) high-leave shelterwood, (5) low-leave shelterwood, (6) leave tree, and (7) clearcut. The effects of each treatment on the vascular plant community were characterized by changes in species diversity, species composition, exotic species richness, Raunkiaer‚Äö√Ñ√¥s life-forms, and growth-forms. Pre-treatment, baseline data, and a randomized block design ensured the precision of post-treatment comparisons. High-disturbance treatments (i.e., low-leave shelterwood, leave tree, clearcut) exhibited lower tree-stratum species richness than unharvested treatments. Prescriptions had no effect on shrub-stratum richness. Compared to the control, woody, herb-stratum richness was higher in harvested treatments. Non-woody herb-stratum richness was unaffected. No differences in herb-stratum species diversity were detected using Shannon‚Äö√Ñ√¥s (exp H‚Äö√Ñ√¥) or Simpson‚Äö√Ñ√¥s (1/D) indices. Non-woody species richness per 2-ha treatment plot was significantly higher than the control for high-disturbance treatments. ¬¨‚Ä†Pre- vs. post-treatment species composition was least similar for high-disturbance treatments, as measured by qualitative and quantitative community similarity indices. Exotic woody species richness was unaffected by treatment; however,non-woody exotic species were more prevalent in high-disturbance treatments. ¬¨‚Ä†Hemicrytophytes replaced phanerophytes as the most important life-form for harvested treatments. Therophytes were more important in harvested treatments, while the proportion of cryptophtes and chamaephytes did not change in response to treatments. Tree and shrub growth-forms were less dominant in harvested treatments, while graminoids and annual/biennial forbs were more important for high-disturbance treatments. These data represent only the initial results of a long-term study designed to examine plant-community response to silviculture for one harvest rotation length. Long-term results will aid in devising management strategies that address concerns for biodiversity without devaluing traditional resource demands."			ix+168pp	Virginia Polytechnic Institute and State University		VA; WV	38.7051734	-80.1092015	Mixed	"Quercus alba, Quercus prinus, Quercus velutina, Acer rubrum, Liriodendron tulipifera, Quercus rubra, Oxydendrum arboreum, Quercus coccinea, Nyssa sylvatica, Quercus rubra, Acer rubrum, Liriodendron tulipifera, Fagus grandifolia, Magnolia fraseri"	100			BACI	N	1995	2	5	5	5	Selection system;Clearcutting;Shelterwood;Understorey removal;Herbicide use	N	N	N	Field observation	RA	Vascular plants	Y	"mixed, invasive increase"	Trees;Vascular plants
646	Report article	2006	"Thompson, L. C.; Lockhart, B. R."	Effects of silvicultural operations in a Mississippi River bottomland hardwood forest on ground beetles in the genus Brachinus	"General Technical Report Southern Research Station, USDA Forest Service"				http://www.srs.fs.usda.gov/pubs/gtr/gtr_srs092/gtr_srs092.pdf http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=caba6&AN=20073031307 http://oxfordsfx.hosted.exlibrisgroup.com/oxford?sid=OVID:cabadb&id=pmid:&id=doi:&issn=&isbn=&volume=&i	"Little information is available on how insects are affected by anthropogenic influences in the bottomland forests of the West Gulf Coastal Plain. This study investigates one genus of ground beetles that lives in managed forested landscapes to discover which species are positively and negatively influenced by human disturbances. Ground beetles (Carabidae) were collected from a bottomland hardwood forest in the Mississippi River floodplain that received three harvesting treatments in 1995 (three replicates each of clearcut, selection, and control). Beetles were analyzed to assess the effects of forest disturbance over time. Four species in the genus Brachinus accounted for about 66 percent of all specimens collected. Brachinus larvae are ectoparasites on the pupae of water beetles, and the adults prefer moist habitats. In 1996, the year after applying treatments, the selection cuts yielded almost three times as many Brachinus (63 percent of 3,696 total) as the control (19 percent) and clearcut (19 percent) treatments. One year later, in 1997, both the control (45 percent of 2,572 total) and selection cuts (40 percent) yielded almost three times the number of Brachinus than the clearcuts (14 percent). In 2000 (an exceptionally dry summer), both the control (44 percent of 465 total) and selection cuts (45 percent) yielded four times the number of Brachinus than the clearcuts (11 percent). The steady loss of beetles during the study is believed to be due to several summer floods followed by several summer droughts. Nonetheless, this study demonstrates that the selection cuts continued to provide the habitat needs of these beetles, and the clearcuts continued to provide less suitable habitat, despite a lush growth of plants in 2000."	92		459-463		Soil Biology [JJ100] Silviculture and Forest Manag	MS	32.9209771	-91.1785862	Broadleaf	"Fraxinus pennsylvanica, Carya illinoinensis, Quercus texana"				BA	N	1995	1; 5	6	3	3	Selection system;Clearcutting	N	N	N	Trapping	A	Invertebrates (land)	Y	clearcuts worse than selection cuts	Invertebrates (land)
512	Journal article	2008	"Owens, A. K.; Moseley, K. R.; McCay, T. S.; Castleberry, S. B.; Kilgo, J. C.; Ford, W. M."	Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests	Forest Ecology and Management			10.1016/j.foreco.2008.07.030	https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549110047&doi=10.1016%2Fj.foreco.2008.07.030&partnerID=40&md5=2b54c28dcf036b3b562004e86781aa7d	"Coarse woody debris (CWD) has been identified as a key microhabitat component for groups that are moisture and temperature sensitive such as amphibians and reptiles. However, few experimental manipulations have quantitatively assessed amphibian and reptile response to varying CWD volumes within forested environments. We assessed amphibian and reptile response to large-scale, CWD manipulation within managed loblolly pine stands in the southeastern Coastal Plain of the United States from 1998 to 2005. Our study consisted of two treatment phases: Phase I treatments included downed CWD removal (removal of all downed CWD), all CWD removal (removal of all downed and standing CWD), pre-treatment snag, and control; Phase II treatments included downed CWD addition (downed CWD volume increased 5-fold), snag addition (standing CWD volume increased 10-fold), all CWD removal (all CWD removed), and control. Amphibian and anuran capture rates were greater in control than all CWD removal plots during study Phase I. In Phase II, reptile diversity and richness were greater in downed CWD addition and all CWD removal than snag addition treatments. Capture rate of Rana sphenocephala was greater in all CWD removal treatment than downed CWD addition treatment. The dominant amphibian and snake species captured are adapted to burrowing in sandy soil or taking refuge under leaf litter. Amphibian and reptile species endemic to upland southeastern Coastal Plain pine forests may not have evolved to rely on CWD because the humid climate and short fire return interval have resulted in historically low volumes of CWD. ¬¨¬© 2008 Elsevier B.V."	256	12	2078-2083		North America; Anura; Amphibia; Pinus taeda; coarse woody debris; United States; amphibian; coastal plain; Environments; Debris; Forestry; Biodiversity; Coarse woody debris; Forest Management; Landforms; Amphibian; co; Coastal plain; De; Fo; Rana sphenocephala	SC	33.2092687	-81.1264999	Conifer	"Pinus palustris, Pinus taeda, Pinus elliottii)"	50			CI	N	1998	2	6	9 (18)	3(6)	Woody residues removal	N	Y	Y	Trapping	R	Amphibians	N		
512	Journal article	2008	"Owens, A. K.; Moseley, K. R.; McCay, T. S.; Castleberry, S. B.; Kilgo, J. C.; Ford, W. M."	Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests	Forest Ecology and Management			10.1016/j.foreco.2008.07.030	https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549110047&doi=10.1016%2Fj.foreco.2008.07.030&partnerID=40&md5=2b54c28dcf036b3b562004e86781aa7d	"Coarse woody debris (CWD) has been identified as a key microhabitat component for groups that are moisture and temperature sensitive such as amphibians and reptiles. However, few experimental manipulations have quantitatively assessed amphibian and reptile response to varying CWD volumes within forested environments. We assessed amphibian and reptile response to large-scale, CWD manipulation within managed loblolly pine stands in the southeastern Coastal Plain of the United States from 1998 to 2005. Our study consisted of two treatment phases: Phase I treatments included downed CWD removal (removal of all downed CWD), all CWD removal (removal of all downed and standing CWD), pre-treatment snag, and control; Phase II treatments included downed CWD addition (downed CWD volume increased 5-fold), snag addition (standing CWD volume increased 10-fold), all CWD removal (all CWD removed), and control. Amphibian and anuran capture rates were greater in control than all CWD removal plots during study Phase I. In Phase II, reptile diversity and richness were greater in downed CWD addition and all CWD removal than snag addition treatments. Capture rate of Rana sphenocephala was greater in all CWD removal treatment than downed CWD addition treatment. The dominant amphibian and snake species captured are adapted to burrowing in sandy soil or taking refuge under leaf litter. Amphibian and reptile species endemic to upland southeastern Coastal Plain pine forests may not have evolved to rely on CWD because the humid climate and short fire return interval have resulted in historically low volumes of CWD. ¬¨¬© 2008 Elsevier B.V."	256	12	2078-2083		North America; Anura; Amphibia; Pinus taeda; coarse woody debris; United States; amphibian; coastal plain; Environments; Debris; Forestry; Biodiversity; Coarse woody debris; Forest Management; Landforms; Amphibian; co; Coastal plain; De; Fo; Rana sphenocephala	SC	33.2092687	-81.1264999	Conifer	"Pinus palustris, Pinus taeda, Pinus elliottii)"	50			CI	N	1998	2	6	9 (18)	3(6)	Woody residues removal	N	Y	Y	Trapping	R	Reptiles	N		
526	Journal article	2011	"Peterman, W. E.; Crawford, J. A.; Semlitsch, R. D."	Effects of even-aged timber harvest on stream salamanders: Support for the evacuation hypothesis	Forest Ecology and Management			10.1016/j.foreco.2011.08.030		"Habitats worldwide are increasingly threatened by degradation and conversion. Critical to the process of habitat loss is the organismal response, which can have effects on immediate conservation measures or future restoration. Among the most threatened and underappreciated habitats are headwater streams, which are small but abundant features of montane forests. These habitats comprise a significant proportion of the total stream length, can harbor remarkable biodiversity, and are critical for numerous ecosystem processes. One of the most abundant organisms in montane headwater ecosystems are salamanders, and therefore what happens to salamanders when the forest habitats surrounding headwater streams are altered? Three main hypotheses exist: (1) mortality hypothesis; (2) retreat hypothesis; and (3) evacuation hypothesis. To examine these hypotheses we evaluated the impacts of even-aged riparian timber harvest on stream-breeding salamanders. Riparian forests along headwater streams were logged, leaving riparian buffers of 0 m, 9 m, and 30 m. Responses to each riparian alteration were measured in terms of salamander terrestrial habitat use and growth in the riparian habitat, as well as changes in population density within headwater streams. Adult and juvenile salamander densities measured in headwater streams were significantly greater in logged riparian treatments than in unaltered riparian treatments. In addition, salamanders significantly reduced their terrestrial habitat use following riparian logging with both the average distance from the stream and the relative abundance of salamanders decreasing. It is unlikely that salamanders will persist in highly modified riparian habitats, as we measured significantly reduced body conditions over short periods of time at these sites. We present corroborative evidence that salamanders evacuate the riparian habitat following intensive riparian logging, emigrating to adjacent headwater streams. Our results underscore the sensitivity of stream salamanders to riparian habitat alteration as well as the importance of riparian buffers in preserving amphibian assemblages. (C) 2011 Elsevier B.V. All rights reserved."	262		2344-2353		Appalachian Desmognathus Eurycea Forest management	NC	35.1618074	-83.7035639	Broadleaf	"Quercas spp., Tsuga canadensis, Liriodendron tulipifera, Carya spp., Rhododenron spp."	80	"2-age shelter harvest, tower logging"	"All sites had forest of similar stand age (70‚Äö√Ñ√¨80 yr; O‚Äö√Ñ√¥Keefe, 2009). Sites were logged using a 2-age shelter wood harvest (hereon even-aged timber harvest), where a few mature trees were left for regeneration purposes, but all other harvestable timber was felled and removed. Tower logging was utilized to minimize on-the- ground impacts of machinery on steep mountain slopes; no logs or machinery ever entered or cross the study streams during timber harvesting."	CI	N	2007	2	2	3	2	Riparian zone management	N	N	N	Field observation;Transect	A	Amphibians	Y	"Desmognathus monticola, Desmognathus quadramaculatus, Desmognathus ocoee"	Amphibians
527	Journal article	2009	"Peterman, W. E.; Semlitsch, R. D."	Efficacy of riparian buffers in mitigating local population declines and the effects of even-aged timber harvest on larval salamanders	Forest Ecology and Management			10.1016/j.foreco.2008.08.011	https://www.scopus.com/inward/record.uri?eid=2-s2.0-56749104328&doi=10.1016%2Fj.foreco.2008.08.011&partnerID=40&md5=b325027ea10e1a43695502d8ffb2f198	"Headwater streams are an important and prevalent feature of the eastern North American landscape. These streams provide a wealth of ecosystem services and support tremendous biological diversity, which is predominated by salamanders in the Appalachian region. Salamanders are ubiquitous throughout the region, contributing a significant biomass that supports ecological and ecosystem processes. One of the greatest threats to salamanders is loss of headwater-riparian habitat through timber harvest. In this study, we measured larval salamander abundance at five headwater streams with different riparian buffer widths retained following logging. By sampling larval salamanders using leaf litter bags, we assessed the impacts of even-aged timber harvest on aquatic larval salamander abundances, where it was found that larvae are negatively impacted by increased stream sedimentation and a decrease in riparian buffer width. We found that retention of a 9-m buffer was effectively no different than complete removal of all riparian forest, and as such, current regulations to protect headwater streams are ineffectual. Furthermore, no significant differences were observed between the 30 m buffer treatment and uncut control treatments suggesting that a 30 m or larger riparian buffer may assuage the in-stream effects of riparian timber harvest. Management guidelines for Appalachian forests should be revised to accommodate the biology of plethodontid salamanders. ¬¨¬© 2008 Elsevier B.V. All rights reserved."	257	1	Aug-14		landscape; North America; biodiversity; harvesting; amphibian; Appalachians; S; Ecosystems; Biodiversity; Biomass; Ecology; Rivers; Desmognathus; Desmognathus quadramculatus; Eurycea wilderae; Fores; Harves; He; l; Plethodontidae	NC	35.1618074	-83.7035639	Broadleaf	"Quercas spp., Tsuga canadensis, Liriodendron tulipifera, Carya spp., Rhododenron spp."	81	"2-age shelter harvest, tower logging"	"All sites had forest of similar stand age (70‚Äö√Ñ√¨80 yr; O‚Äö√Ñ√¥Keefe, 2009). Sites were logged using a 2-age shelter wood harvest (hereon even-aged timber harvest), where a few mature trees were left for regeneration purposes, but all other harvestable timber was felled and removed. Tower logging was utilized to minimize on-the- ground impacts of machinery on steep mountain slopes; no logs or machinery ever entered or cross the study streams during timber harvesting."	CI	N	2007	2	2	3	2	Riparian zone management	N	N	N	Field observation;Transect	A	Amphibians	Y	"Eurycea bislineata, Desmognathus quadramaculatus"	Amphibians
634	Journal article	2013	"Sutton, W. B.; Wang, Y.; Schweitzer, C. J."	"Amphibian and reptile responses to thinning and prescribed burning in mixed pine-hardwood forests of northwestern Alabama, USA"	Forest Ecology and Management			10.1016/j.foreco.2012.12.047	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874388474&doi=10.1016%2Fj.foreco.2012.12.047&partnerID=40&md5=82c45a64b54209bbb3899137d12b2664	"We evaluated the response of amphibians and reptiles to two levels of prescribed burning and three levels of thinning using a field experiment consisting of a before-after, control-impact, and factorial complete block design over a 4 year period in the William B. Bankhead National Forest located in northwestern Alabama. We captured 2643 individuals representing 47 species (20 amphibians and 27 reptiles) during 3132 trap nights. Pre-treatment captures varied widely for both amphibians and reptiles among the stands designated for management, which was likely due to forest structural changes caused by tree mortality resulting from Southern Pine Beetle (Dendroctonus frontalis) infestations. Within each amphibian and reptile species assemblage, we observed species-specific associations with specific treatments and environmental characteristics. In regards to individual species responses, Eastern Fence Lizards (Sceloporus undulatus) increased in thin-with-burn treatments and Green Anoles (Anolis carolinensis) tended to increase in all thinned stands. North American Racers (Coluber constrictor) increased in thin-only plots primarily during the second post-treatment year. Mississippi Slimy Salamander (Plethodon mississippi) captures tended to decrease in all treatment stands throughout the study period, which may been due to either drier environmental conditions during post-treatment sampling or natural population cycling. Pool-breeding amphibian captures were more likely related to the hydroperiod of aquatic breeding environments within 290. m of survey locations rather than forest treatments. Our results illustrate that forest restoration through tree thinning can positively influence certain reptile species with limited impacts on amphibians in upland, pine-dominated forests of northern Alabama. However, as our forest stands are scheduled to be burned every 3-5. years, continued monitoring is necessary to understand the impacts of repeated disturbances. ¬¨¬© 2013 Elsevier B.V."	295		213-227		Alabama; canonical analysis; United States; amphibian; beetle; Insects; Southern Pines; Forestry; Conservation; Disturbance; He; Bankhead National Forest; Canonical Correspondence Analysis; capture me	AL	34.4428309	-88.1318372	Mixed	Pinus taeda				BACI	N	2005	1	4	12	6	Controlled burn;Thinning	N	N	N	Trapping	A	Amphibians	Y	Plethodon mississippi	Amphibians
