Comparison Arm ID	UID	LatDD	LonDD	Intervention (Study) Housing Type (HT1)	HT1 - Outdoor Access	Comparison Housing Type (HT2)	HT2 - Grazing Period	HT2 - Outdoor Access	Citation	Year of Publication	Author	Title	Journal/Main Resource Title/Academic Institution 	DOI	ISSN/ISBN	URL	Abstract	Volume	Issue	Pages	Language	Scale of Study	Number of Study Sites	Super National Area	Country	Sub National Region	Study Type	Study Data Type	Study BACI	Study Aim/Objective(s)	Study Duration (Years)	Study Date(s)	Number of Farms	Number of Herds	Number of Cattle	Breed(s) of Dairy Cattle	Data Suitable for Meta-Analysis (Number in sample, Mean, and Standard Error/Standard Deviation) 	HWB Measures	Presentation of Data	Risk of Bias Score
446_Husfeldt_2012|DB_M	446_Husfeldt_2012	44.5822295	-90.24144021	Cubicle	No	Open Lounging	Zero grazing	No	Husfeldtand, A.W. and Endres, M.I., 2012. Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding. Journal of Dairy Science. 95(10). pp.5626-5634. http://dx.doi.org/ 10.3168/jds.2011-5075	2012	Husfeldtand, A.W. and Endres, M.I.	Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding	Journal of Dairy Science	http://dx.doi.org/ 10.3168/jds.2011-5075			The objective of this cross-sectional study was to investigate the association between stall surface and some animal welfare measurements in upper Midwest US dairy operations using recycled manure solids as bedding material. The study included 34 dairy operations with herd sizes ranging from 130 to 3,700 lactating cows. Forty-five percent of the herds had mattresses and 55% had deep-bedded stalls. Farms were visited once between July and October 2009. At the time of visit, at least 50% of the cows in each lactating pen were scored for locomotion, hygiene, and hock lesions. On-farm herd records were collected for the entire year and used to investigate mortality, culling, milk production, and mastitis incidence. Stall surface was associated with lameness and hock lesion prevalence. Lameness prevalence (locomotion score ≥ 3 on a 1 to 5 scale) was lower in deep-bedded freestalls (14.4%) than freestalls with mattresses (19.8%). Severe lameness prevalence (locomotion score ≥ 4) was also lower for cows housed in deep-bedded freestalls (3.6%) than for cows housed in freestalls with mattresses (5.9%). In addition, the prevalence of hock lesions (hock lesion scores ≥ 2 on a 1 to 3 scale, with 1=no lesion, 2=hair loss or mild lesion, and 3=swelling or severe lesion) and severe hock lesions (hock lesion score=3) was lower in herds with deep-bedded freestalls (49.4%; 6.4%) than in herds with mattresses (67.3%; 13.2%). Herd turnover rates were not associated with stall surface; however, the percentage of removals due to voluntary (low milk production, disposition, and dairy) and involuntary (death, illness, injury, and reproductive) reasons was different between deep-bedded and mattress-based freestalls. Voluntary removals averaged 16% of all herd removals in deep-bedded herds, whereas in mattress herds, these removals were 8%. Other welfare measurements such as cow hygiene, mortality rate, mastitis incidence, and milk production were not associated with stall surface.	95	10	5626-5634	English	Sub National	34		United States of America	Upper Midwest US	Empirical	Quantitative	CI	the objective of this study was to investigate the association between stall surface and some animal welfare measurements (locomotion, hock lesions, hygiene, mortality, herd turnover rates, milk production, and clinical mastitis incidence) in herds using RMS as bedding for dairy cows.	6 months	Jul 2009-Jan 2010	34	NR	103-3673	Holstein;Jersey	N	Heel Horn erosion;Interdigital hyperplasia;Sole haemorrhages;Sole ulcer;White Line disease;Double Sole;Concave Dorsal Wall;Horn Fissure;CCS (Cow Claw Score);Lameness (Unspecified)	%;Cow Claw Score	7
446_Husfeldt_2012|DB_M	446_Husfeldt_2012	46.53568907	-94.33375592	Cubicle	No	Cubicle	Specified duration	Yes	Husfeldtand, A.W. and Endres, M.I., 2012. Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding. Journal of Dairy Science. 95(10). pp.5626-5634. http://dx.doi.org/ 10.3168/jds.2011-5075	2012	Husfeldtand, A.W. and Endres, M.I.	Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding	Journal of Dairy Science	http://dx.doi.org/ 10.3168/jds.2011-5075			The objective of this cross-sectional study was to investigate the association between stall surface and some animal welfare measurements in upper Midwest US dairy operations using recycled manure solids as bedding material. The study included 34 dairy operations with herd sizes ranging from 130 to 3,700 lactating cows. Forty-five percent of the herds had mattresses and 55% had deep-bedded stalls. Farms were visited once between July and October 2009. At the time of visit, at least 50% of the cows in each lactating pen were scored for locomotion, hygiene, and hock lesions. On-farm herd records were collected for the entire year and used to investigate mortality, culling, milk production, and mastitis incidence. Stall surface was associated with lameness and hock lesion prevalence. Lameness prevalence (locomotion score ≥ 3 on a 1 to 5 scale) was lower in deep-bedded freestalls (14.4%) than freestalls with mattresses (19.8%). Severe lameness prevalence (locomotion score ≥ 4) was also lower for cows housed in deep-bedded freestalls (3.6%) than for cows housed in freestalls with mattresses (5.9%). In addition, the prevalence of hock lesions (hock lesion scores ≥ 2 on a 1 to 3 scale, with 1=no lesion, 2=hair loss or mild lesion, and 3=swelling or severe lesion) and severe hock lesions (hock lesion score=3) was lower in herds with deep-bedded freestalls (49.4%; 6.4%) than in herds with mattresses (67.3%; 13.2%). Herd turnover rates were not associated with stall surface; however, the percentage of removals due to voluntary (low milk production, disposition, and dairy) and involuntary (death, illness, injury, and reproductive) reasons was different between deep-bedded and mattress-based freestalls. Voluntary removals averaged 16% of all herd removals in deep-bedded herds, whereas in mattress herds, these removals were 8%. Other welfare measurements such as cow hygiene, mortality rate, mastitis incidence, and milk production were not associated with stall surface.	95	10	5626-5634	English	Sub National	34		United States of America	Upper Midwest US	Empirical	Quantitative	CI	the objective of this study was to investigate the association between stall surface and some animal welfare measurements (locomotion, hock lesions, hygiene, mortality, herd turnover rates, milk production, and clinical mastitis incidence) in herds using RMS as bedding for dairy cows.	6 months	Jul 2009-Jan 2010	34	NR	103-3673	Holstein;Jersey	N	SCC/SCS	#;SCS	7
446_Husfeldt_2012|DB_M	446_Husfeldt_2012	44.48640134	-99.50636186	Cubicle	No	Cubicle	Specified duration	Yes	Husfeldtand, A.W. and Endres, M.I., 2012. Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding. Journal of Dairy Science. 95(10). pp.5626-5634. http://dx.doi.org/ 10.3168/jds.2011-5075	2012	Husfeldtand, A.W. and Endres, M.I.	Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding	Journal of Dairy Science	http://dx.doi.org/ 10.3168/jds.2011-5075			The objective of this cross-sectional study was to investigate the association between stall surface and some animal welfare measurements in upper Midwest US dairy operations using recycled manure solids as bedding material. The study included 34 dairy operations with herd sizes ranging from 130 to 3,700 lactating cows. Forty-five percent of the herds had mattresses and 55% had deep-bedded stalls. Farms were visited once between July and October 2009. At the time of visit, at least 50% of the cows in each lactating pen were scored for locomotion, hygiene, and hock lesions. On-farm herd records were collected for the entire year and used to investigate mortality, culling, milk production, and mastitis incidence. Stall surface was associated with lameness and hock lesion prevalence. Lameness prevalence (locomotion score ≥ 3 on a 1 to 5 scale) was lower in deep-bedded freestalls (14.4%) than freestalls with mattresses (19.8%). Severe lameness prevalence (locomotion score ≥ 4) was also lower for cows housed in deep-bedded freestalls (3.6%) than for cows housed in freestalls with mattresses (5.9%). In addition, the prevalence of hock lesions (hock lesion scores ≥ 2 on a 1 to 3 scale, with 1=no lesion, 2=hair loss or mild lesion, and 3=swelling or severe lesion) and severe hock lesions (hock lesion score=3) was lower in herds with deep-bedded freestalls (49.4%; 6.4%) than in herds with mattresses (67.3%; 13.2%). Herd turnover rates were not associated with stall surface; however, the percentage of removals due to voluntary (low milk production, disposition, and dairy) and involuntary (death, illness, injury, and reproductive) reasons was different between deep-bedded and mattress-based freestalls. Voluntary removals averaged 16% of all herd removals in deep-bedded herds, whereas in mattress herds, these removals were 8%. Other welfare measurements such as cow hygiene, mortality rate, mastitis incidence, and milk production were not associated with stall surface.	95	10	5626-5634	English	Sub National	34		United States of America	Upper Midwest US	Empirical	Quantitative	CI	the objective of this study was to investigate the association between stall surface and some animal welfare measurements (locomotion, hock lesions, hygiene, mortality, herd turnover rates, milk production, and clinical mastitis incidence) in herds using RMS as bedding for dairy cows.	6 months	Jul 2009-Jan 2010	34	NR	103-3673	Holstein;Jersey	N	SCC/SCS	#;SCS	7
446_Husfeldt_2012|DB_M	446_Husfeldt_2012	42.11238716	-94.23770577	Cubicle	No	Cubicle	Zero grazing	No	Husfeldtand, A.W. and Endres, M.I., 2012. Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding. Journal of Dairy Science. 95(10). pp.5626-5634. http://dx.doi.org/ 10.3168/jds.2011-5075	2012	Husfeldtand, A.W. and Endres, M.I.	Association between stall surface and some animal welfare measurements in freestall dairy herds using recycled manure solids for bedding	Journal of Dairy Science	http://dx.doi.org/ 10.3168/jds.2011-5075			The objective of this cross-sectional study was to investigate the association between stall surface and some animal welfare measurements in upper Midwest US dairy operations using recycled manure solids as bedding material. The study included 34 dairy operations with herd sizes ranging from 130 to 3,700 lactating cows. Forty-five percent of the herds had mattresses and 55% had deep-bedded stalls. Farms were visited once between July and October 2009. At the time of visit, at least 50% of the cows in each lactating pen were scored for locomotion, hygiene, and hock lesions. On-farm herd records were collected for the entire year and used to investigate mortality, culling, milk production, and mastitis incidence. Stall surface was associated with lameness and hock lesion prevalence. Lameness prevalence (locomotion score ≥ 3 on a 1 to 5 scale) was lower in deep-bedded freestalls (14.4%) than freestalls with mattresses (19.8%). Severe lameness prevalence (locomotion score ≥ 4) was also lower for cows housed in deep-bedded freestalls (3.6%) than for cows housed in freestalls with mattresses (5.9%). In addition, the prevalence of hock lesions (hock lesion scores ≥ 2 on a 1 to 3 scale, with 1=no lesion, 2=hair loss or mild lesion, and 3=swelling or severe lesion) and severe hock lesions (hock lesion score=3) was lower in herds with deep-bedded freestalls (49.4%; 6.4%) than in herds with mattresses (67.3%; 13.2%). Herd turnover rates were not associated with stall surface; however, the percentage of removals due to voluntary (low milk production, disposition, and dairy) and involuntary (death, illness, injury, and reproductive) reasons was different between deep-bedded and mattress-based freestalls. Voluntary removals averaged 16% of all herd removals in deep-bedded herds, whereas in mattress herds, these removals were 8%. Other welfare measurements such as cow hygiene, mortality rate, mastitis incidence, and milk production were not associated with stall surface.	95	10	5626-5634	English	Sub National	34		United States of America	Upper Midwest US	Empirical	Quantitative	CI	the objective of this study was to investigate the association between stall surface and some animal welfare measurements (locomotion, hock lesions, hygiene, mortality, herd turnover rates, milk production, and clinical mastitis incidence) in herds using RMS as bedding for dairy cows.	6 months	Jul 2009-Jan 2010	34	NR	103-3673	Holstein;Jersey	N	SCC/SCS	#;SCS	7
517_Pavlenko_2018|CH_TH	517_Pavlenko_2018	58.73230001	25.67278476	Cubicle	No	Cubicle	Specified duration	Yes	Pavlenko, A., Lidfors, L., Arney, D.R., Kaart, T. and Aland, A., 2017. Behavior and performance of dairy cows after transfer from tied to cubicle housing. Journal of Applied Animal Welfare Science. 21(1). 82-92. http://dx.doi.org/10.1080/10888705.2017.1376204	2017	Pavlenko, A., Lidfors, L., Arney, D.R., Kaart, T. and Aland, A.	Behavior and performance of dairy cows after transfer from tied to cubicle housing	Journal of Applied Animal Welfare Science	http://dx.doi.org/10.1080/10888705.2017.1376204	1088-8705	http://www.tandfonline.com/loi/haaw20	Behavior and performance changes when tied dairy cows were moved to a loose housing system in a cubicle system were investigated. Behavioral observations were made for 3 consecutive days in 3 periods after transition. The cows (n=105) were observed on 18 sampling occasions for 1 month. Recordings were made of body positions and general and social behaviors. Monthly milk records were collected 1 year before and 1 year after transition. Cows walked more during the 1st observation period than during the other periods (p<.05). Walking activity also differed between days when nested to period (p<.05). During the 1st period, cows ruminated while standing more than during the 3rd period (p<.05). Cows ate and groomed less and vocalized more during the 1st period (p<.05). It was concluded that after transition from a tied to a cubicle system, several behaviors were affected during the 1st days, and milk production of multiparous cows was negatively affected, although this effect was not long-term.	21	1	82-92	English	Sub National	11		Estonia	Central Estonia	Empirical	Quantitative	BA	The aim of this case study was to investigate if and for how long behavior and milk production changed when dairy cows were moved from tied housing to cubicle housing.	2	Jan 2005-Dec 2006	11	11	960	Holstein cross	N	SCC/SCS	#;SCS	7
729_Burgstaller_2016|1_fcb_cbb	729_Burgstaller_2016	48.19077671	16.28540608	Cubicle	No	Cubicle	Specified duration	Yes	Burgstaller, J., Raith, J., Kuchling, S., Mandl, V., Hund, A. and Kofler, J., 2016. Claw health and prevalence of lameness in cows from compost bedded and cubicle freestall dairy barns in Austria. Veterinary Journal. 216(). 81-86. 	2016	Burgstaller, J., Raith, J., Kuchling, S., Mandl, V., Hund, A. and Kofler, J.	Claw health and prevalence of lameness in cows from compost bedded and cubicle freestall dairy barns in Austria	Veterinary Journal	https://doi.org/10.1016/j.tvjl.2016.07.006	1090-0233	http://www.sciencedirect.com/science/journal/10900233	Claw health and lameness data from five dairies with compost bedded barns (n=201 data sets) were evaluated and compared with data from five dairy herds housed in freestall cubicle barns (n=297 data sets). They were matched for having the same cow numbers, flooring type and similar milk yield. The prevalence of lameness, claw lesions and their severity grades were analysed. Two claw health indicators, the cow claw score (CCS) and the farm claw score (FCS), were calculated using a computerised claw trimming database programme; there was no significant difference in overall lameness prevalence in cows from five compost bedded barns (18.7%) compared to cows from five freestall cubicle herds (14.9%). A cumulative link mixed model (CLMM) did not show significant differences in locomotion between different types of bedding material, flooring system, breed, visit number, observer and time since last trimming, but locomotion was significantly influenced by CCS. Another CLMM tested the impact of parameters mentioned on CCS and showed significant influence of flooring type, visit number and cattle breed. Statistically significant differences in the prevalence of claw disorders between compost bedded and freestall cubicle barns were found for white line disease (WLD; 20.4% and 46.6%, respectively), heel horn erosion (HHE; 26.9% and 59.9%, respectively), concave dorsal wall as a result of chronic laminitis (6.5% and 15.9%, respectively) and for interdigital hyperplasia (0.2% and 3.1%, respectively). The results of this study indicate that compost dairy barns are a good alternative to common cubicle housing systems in terms of lameness, claw health and animal welfare.	216		81-86	English	National	16		Austria		Empirical	Quantitative	CI	The aim of this study was to evaluate the prevalence of lameness and the prevalence and type of claw lesions in cows kept in compost dairy barns (CBB) and to compare these results with the data from cows kept in conventional loose housing systems with freestall cubicles (FCB), hypothesising that CBB are associated with lower prevalences of lameness and claw lesions.	1.33	Mar 2014-Jul 2015	16	16	NR	Fleckvieh;Holstein cross	N	SCC/SCS	#;SCS	8
738_Lambertz_2014|1_WNP_WP	738_Lambertz_2014	52.89765652	9.224688566	Cubicle	No	Cubicle	NR	Yes	Lambertz, C., Sanker, C. and Gauly, M., 2014. Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems. Journal of dairy science. 97(1). 319-329. https://dx.doi.org/10.3168/jds.2013-7217	2014	Lambertz, C., Sanker, C. and Gauly, M.	Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems	Journal of Dairy Science	https://dx.doi.org/10.3168/jds.2013-7217		http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med11&NEWS=N&AN=24239072	The objective of this study was to compare the effect of the temperature-humidity index (THI) on milk production traits and somatic cell score (SCS) of dairy cows raised in 4 different housing systems: (1) warm loose housing with access to grazing (WG), (2) warm loose housing without access to grazing (WI), (3) cold loose housing with access to grazing (CG), and (4) cold loose housing without access to grazing (CI). For each of the 4 housing systems, 5 farms with a herd size of 70 to 200 lactating cows in Lower Saxony, Germany, were studied. Ambient temperature and relative humidity were recorded hourly in each barn to calculate THI. Milk production data included 21,546 test-day records for milk, fat, and protein yield, and SCS. These data were associated with the average THI of the 3 d preceding the respective measurement, which was divided into 6 classes (<45, >=45 to <50, >=50 to <55, >=55 to <60, >=60 to <65, and >=65). Furthermore, bulk milk samples including the fat and protein percentage, and SCS taken 4 to 6 times per month were associated with the average and maximum THI of the 3 d before sampling. Data were recorded from April 2010 to March 2011. In each of the housing systems, monthly THI values above 60, indicating heat stress, were recorded between June and September, with higher values in WI and WG. In all systems, fat-corrected milk, fat, and protein yields of the test-day records decreased in tendency from 60 <= THI<65 to THI >65. In WI and CI, values for SCS were greater in the class THI > 65 than in 60 <= THI<65, whereas no difference between any of the THI classes was found in WG and CG. The fat and protein percentage of the bulk milk samples decreased with increasing 3-d maximum THI in all 4 systems, whereas the SCS increased with increasing 3-d average THI. In conclusion, negative effects of heat stress conditions under a temperate climate on milk production traits and SCS were found, although a housing system being superior to the other systems in altering heat stress effects was not identified. Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.	97	1	319-329	English	Sub National	20		Germany	Lower Saxony	Empirical	Quantitative	CI	The aim of this study was to evaluate heat stress effects on milk production traits and SCS in different housing systems in Lower Saxony, Germany.	1	Apr 2010-Mar 2011	20	20	1400 - 4000	Holstein cross	N	Locomotion;Stockmanship;Social Interaction	ANI%	6
738_Lambertz_2014|2_WNP_CP	738_Lambertz_2014	52.89765652	9.224688566	Cubicle	No	Cubicle	NR	Yes	Lambertz, C., Sanker, C. and Gauly, M., 2014. Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems. Journal of dairy science. 97(1). 319-329. https://dx.doi.org/10.3168/jds.2013-7217	2014	Lambertz, C., Sanker, C. and Gauly, M.	Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems	Journal of Dairy Science	https://dx.doi.org/10.3168/jds.2013-7217		http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med11&NEWS=N&AN=24239072	The objective of this study was to compare the effect of the temperature-humidity index (THI) on milk production traits and somatic cell score (SCS) of dairy cows raised in 4 different housing systems: (1) warm loose housing with access to grazing (WG), (2) warm loose housing without access to grazing (WI), (3) cold loose housing with access to grazing (CG), and (4) cold loose housing without access to grazing (CI). For each of the 4 housing systems, 5 farms with a herd size of 70 to 200 lactating cows in Lower Saxony, Germany, were studied. Ambient temperature and relative humidity were recorded hourly in each barn to calculate THI. Milk production data included 21,546 test-day records for milk, fat, and protein yield, and SCS. These data were associated with the average THI of the 3 d preceding the respective measurement, which was divided into 6 classes (<45, >=45 to <50, >=50 to <55, >=55 to <60, >=60 to <65, and >=65). Furthermore, bulk milk samples including the fat and protein percentage, and SCS taken 4 to 6 times per month were associated with the average and maximum THI of the 3 d before sampling. Data were recorded from April 2010 to March 2011. In each of the housing systems, monthly THI values above 60, indicating heat stress, were recorded between June and September, with higher values in WI and WG. In all systems, fat-corrected milk, fat, and protein yields of the test-day records decreased in tendency from 60 <= THI<65 to THI >65. In WI and CI, values for SCS were greater in the class THI > 65 than in 60 <= THI<65, whereas no difference between any of the THI classes was found in WG and CG. The fat and protein percentage of the bulk milk samples decreased with increasing 3-d maximum THI in all 4 systems, whereas the SCS increased with increasing 3-d average THI. In conclusion, negative effects of heat stress conditions under a temperate climate on milk production traits and SCS were found, although a housing system being superior to the other systems in altering heat stress effects was not identified. Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.	97	1	319-329	English	Sub National	20		Germany	Lower Saxony	Empirical	Quantitative	CI	The aim of this study was to evaluate heat stress effects on milk production traits and SCS in different housing systems in Lower Saxony, Germany.	1	Apr 2010-Mar 2011	20	20	1400 - 4000	Holstein cross	N	Locomotion;Stockmanship;Social Interaction	ANI%	6
738_Lambertz_2014|3_WNP_CNP	738_Lambertz_2014	52.89765652	9.224688566	Cubicle	No	Cubicle	NR	Yes	Lambertz, C., Sanker, C. and Gauly, M., 2014. Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems. Journal of dairy science. 97(1). 319-329. https://dx.doi.org/10.3168/jds.2013-7217	2014	Lambertz, C., Sanker, C. and Gauly, M.	Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems	Journal of Dairy Science	https://dx.doi.org/10.3168/jds.2013-7217		http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med11&NEWS=N&AN=24239072	The objective of this study was to compare the effect of the temperature-humidity index (THI) on milk production traits and somatic cell score (SCS) of dairy cows raised in 4 different housing systems: (1) warm loose housing with access to grazing (WG), (2) warm loose housing without access to grazing (WI), (3) cold loose housing with access to grazing (CG), and (4) cold loose housing without access to grazing (CI). For each of the 4 housing systems, 5 farms with a herd size of 70 to 200 lactating cows in Lower Saxony, Germany, were studied. Ambient temperature and relative humidity were recorded hourly in each barn to calculate THI. Milk production data included 21,546 test-day records for milk, fat, and protein yield, and SCS. These data were associated with the average THI of the 3 d preceding the respective measurement, which was divided into 6 classes (<45, >=45 to <50, >=50 to <55, >=55 to <60, >=60 to <65, and >=65). Furthermore, bulk milk samples including the fat and protein percentage, and SCS taken 4 to 6 times per month were associated with the average and maximum THI of the 3 d before sampling. Data were recorded from April 2010 to March 2011. In each of the housing systems, monthly THI values above 60, indicating heat stress, were recorded between June and September, with higher values in WI and WG. In all systems, fat-corrected milk, fat, and protein yields of the test-day records decreased in tendency from 60 <= THI<65 to THI >65. In WI and CI, values for SCS were greater in the class THI > 65 than in 60 <= THI<65, whereas no difference between any of the THI classes was found in WG and CG. The fat and protein percentage of the bulk milk samples decreased with increasing 3-d maximum THI in all 4 systems, whereas the SCS increased with increasing 3-d average THI. In conclusion, negative effects of heat stress conditions under a temperate climate on milk production traits and SCS were found, although a housing system being superior to the other systems in altering heat stress effects was not identified. Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.	97	1	319-329	English	Sub National	20		Germany	Lower Saxony	Empirical	Quantitative	CI	The aim of this study was to evaluate heat stress effects on milk production traits and SCS in different housing systems in Lower Saxony, Germany.	1	Apr 2010-Mar 2011	20	20	1400 - 4000	Holstein cross	N	Locomotion;Stockmanship;Social Interaction	ANI%	6
738_Lambertz_2014|4_CNP_CP	738_Lambertz_2014	52.89765652	9.224688566	Cubicle	No	Cubicle	NR	Yes	Lambertz, C., Sanker, C. and Gauly, M., 2014. Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems. Journal of dairy science. 97(1). 319-329. https://dx.doi.org/10.3168/jds.2013-7217	2014	Lambertz, C., Sanker, C. and Gauly, M.	Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems	Journal of Dairy Science	https://dx.doi.org/10.3168/jds.2013-7217		http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med11&NEWS=N&AN=24239072	The objective of this study was to compare the effect of the temperature-humidity index (THI) on milk production traits and somatic cell score (SCS) of dairy cows raised in 4 different housing systems: (1) warm loose housing with access to grazing (WG), (2) warm loose housing without access to grazing (WI), (3) cold loose housing with access to grazing (CG), and (4) cold loose housing without access to grazing (CI). For each of the 4 housing systems, 5 farms with a herd size of 70 to 200 lactating cows in Lower Saxony, Germany, were studied. Ambient temperature and relative humidity were recorded hourly in each barn to calculate THI. Milk production data included 21,546 test-day records for milk, fat, and protein yield, and SCS. These data were associated with the average THI of the 3 d preceding the respective measurement, which was divided into 6 classes (<45, >=45 to <50, >=50 to <55, >=55 to <60, >=60 to <65, and >=65). Furthermore, bulk milk samples including the fat and protein percentage, and SCS taken 4 to 6 times per month were associated with the average and maximum THI of the 3 d before sampling. Data were recorded from April 2010 to March 2011. In each of the housing systems, monthly THI values above 60, indicating heat stress, were recorded between June and September, with higher values in WI and WG. In all systems, fat-corrected milk, fat, and protein yields of the test-day records decreased in tendency from 60 <= THI<65 to THI >65. In WI and CI, values for SCS were greater in the class THI > 65 than in 60 <= THI<65, whereas no difference between any of the THI classes was found in WG and CG. The fat and protein percentage of the bulk milk samples decreased with increasing 3-d maximum THI in all 4 systems, whereas the SCS increased with increasing 3-d average THI. In conclusion, negative effects of heat stress conditions under a temperate climate on milk production traits and SCS were found, although a housing system being superior to the other systems in altering heat stress effects was not identified. Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.	97	1	319-329	English	Sub National	20		Germany	Lower Saxony	Empirical	Quantitative	CI	The aim of this study was to evaluate heat stress effects on milk production traits and SCS in different housing systems in Lower Saxony, Germany.	1	Apr 2010-Mar 2011	20	20	1400 - 4000	Holstein cross	N	Locomotion;Stockmanship;Social Interaction	ANI%	6
738_Lambertz_2014|5_CNP_WP	738_Lambertz_2014	52.89765652	9.224688566	Cubicle	No	Cubicle	NR	Yes	Lambertz, C., Sanker, C. and Gauly, M., 2014. Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems. Journal of dairy science. 97(1). 319-329. https://dx.doi.org/10.3168/jds.2013-7217	2014	Lambertz, C., Sanker, C. and Gauly, M.	Climatic effects on milk production traits and somatic cell score in lactating Holstein-Friesian cows in different housing systems	Journal of Dairy Science	https://dx.doi.org/10.3168/jds.2013-7217		http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med11&NEWS=N&AN=24239072	The objective of this study was to compare the effect of the temperature-humidity index (THI) on milk production traits and somatic cell score (SCS) of dairy cows raised in 4 different housing systems: (1) warm loose housing with access to grazing (WG), (2) warm loose housing without access to grazing (WI), (3) cold loose housing with access to grazing (CG), and (4) cold loose housing without access to grazing (CI). For each of the 4 housing systems, 5 farms with a herd size of 70 to 200 lactating cows in Lower Saxony, Germany, were studied. Ambient temperature and relative humidity were recorded hourly in each barn to calculate THI. Milk production data included 21,546 test-day records for milk, fat, and protein yield, and SCS. These data were associated with the average THI of the 3 d preceding the respective measurement, which was divided into 6 classes (<45, >=45 to <50, >=50 to <55, >=55 to <60, >=60 to <65, and >=65). Furthermore, bulk milk samples including the fat and protein percentage, and SCS taken 4 to 6 times per month were associated with the average and maximum THI of the 3 d before sampling. Data were recorded from April 2010 to March 2011. In each of the housing systems, monthly THI values above 60, indicating heat stress, were recorded between June and September, with higher values in WI and WG. In all systems, fat-corrected milk, fat, and protein yields of the test-day records decreased in tendency from 60 <= THI<65 to THI >65. In WI and CI, values for SCS were greater in the class THI > 65 than in 60 <= THI<65, whereas no difference between any of the THI classes was found in WG and CG. The fat and protein percentage of the bulk milk samples decreased with increasing 3-d maximum THI in all 4 systems, whereas the SCS increased with increasing 3-d average THI. In conclusion, negative effects of heat stress conditions under a temperate climate on milk production traits and SCS were found, although a housing system being superior to the other systems in altering heat stress effects was not identified. Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.	97	1	319-329	English	Sub National	20		Germany	Lower Saxony	Empirical	Quantitative	CI	The aim of this study was to evaluate heat stress effects on milk production traits and SCS in different housing systems in Lower Saxony, Germany.	1	Apr 2010-Mar 2011	20	20	1400 - 4000	Holstein cross	N	Locomotion;Stockmanship;Social Interaction	ANI%	6
