ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Martins2011_958	Journal Article	2011	"Martins, A.; Marques, G.; Borges, O.; Portela, E.; Lousada, J.; Raimundo, F.; Madeira, M."	Management of chestnut plantations for a multifunctional land use under Mediterranean conditions: effects on productivity and sustainability	Agroforestry Systems	0167-4366	10.1007/s10457-010-9355-2	<Go to ISI>://WOS:000287508800007	"Chestnut plantations for fruit production in Northern Portugal have been subjected to intensive management system, including soil tillage, mineral fertilization and pruning. Some of these practices have no positive effect on productivity and soil-plant-water relations. Other systems (e. g., no tillage with maintenance of grass cover) have been adopted, aiming a multifunctional land use, exploiting nuts, pasture and edible mushrooms. Thus, an experimental trial was installed to assess the effects of such systems on productivity, sustainability and annual net income, as compared with the conventional system, over a six-year period. The treatments were: conventional soil tillage (CT); no tillage with permanent spontaneous herbaceous vegetation cover (NV); no tillage with permanent rainfed seeded pasture cover (NP); and as NP but with irrigation (NIP). Production of nuts, forage and edible mushrooms were measured and sustainability was assessed by production and diversity of fungal sporocarps. Annual net income was estimated by the difference between the annual gross outputs (market values for nuts, forage and edible commercial mushrooms) and the annual input costs. The greatest nut and edible mushroom production and sporocarp biodiversity were achieved in the NIP and NV and the smallest in the CT treatment. The highest annual gross output was estimated for the NV and NIP treatments, whereas the highest annual net income was obtained for the NV. No tillage with maintenance of spontaneous grass cover showed to be the most favourable management system, as it has increased productivity and biodiversity."	81	2	73-120		Portugal		41.54	-6.97	Sheep		Orchard		Other	Orchard without grazing											Positive
Malajczuk1996_999	Journal Article	1996	"Malajczuk, G.; Moore, R.; Anderson, G."	The economics of agroforestry with pine and pasture in the 500 to 700 mm annual rainfall zone of Western Australia	Agroforestry Systems	0167-4366	10.1007/bf00122889	<Go to ISI>://WOS:A1996UZ68900005	"This study mainly compares the economics of one form of agroforestry (involving the simultaneous use of land for pine sawlog, sheep, wool and hay production) with conventional agriculture (sheep and wool production) in the 500 and 700 mm annual rainfall zone of western Australia. The region is marked by environmental problems, particularly soil and water salinity, owing to past extensive clearly of indigenous deep-rooted vegetation for agriculture. Agroforestry can be a way to control and ameliorate the problems. The major conclusion is that pine agroforestry can be more profitable in the long term than conventional agriculture. It would be a profitable way to control and ameliorate the environmental problems in the region. It would also generate other benefits. A number of measures can be adopted to reduce or avert any problems arising from agroforestry's annual net returns (which fluctuate and are negative for most years before log sales) and annual labour requirements (which vary over time and are generally higher than those for agriculture for about the first half of the agroforestry rotation). These measures include using a low tree density and converting only part of a farm to agroforestry so that the activity is practised in combination with conventional agriculture. The study concerns a region with a Mediterranean climate so that the principles and findings of the study could be of particular relevance to other similar regions of the world."	33	1	203-207		Australia	Western Australia	-33.83	116.38	Sheep		Silvopasture		Pasture without trees		Multiple	"Total productivity, livestock growth"	Positive								Positive
Loewe2019_1060	Journal Article	2019	"Loewe, Veronica; Delard, Claudia"	Stone pine (Pinus pinea L.): an interesting species for agroforestry in Chile	Agroforestry Systems	0167-4366	10.1007/s10457-017-0166-6	<Go to ISI>://WOS:000461545400027	"Pinus pinea is native to the Mediterranean basin, being an interesting species due to its high-value edible pine nuts (prices between Euro20 and Euro45kg(-1)), its ability to adapt to differing environmental conditions and its relative fast growth in Chile. The species was introduced to Chile more than one century ago by European migrants, who used it for dune stabilization, soil improvement and livestock shading. Agroforestry systems including stone pine and agricultural crops (forage oat and potatoes) and sheep grazing for mutton production were tested in two experimental plots located in El Carmen, Biobio region. The plots were evaluated during 5years after planting. Crop yields were lower than the region average, reaching nearly 60% of national average yields of forage oat and 66-86% of potato. Forage production in these plots was not enough to sustain permanent grazing; however, sheep grazing in regulated periods contributes to mutton production. Grazing reduces weed and shrub growth, fire risk and the cost of periodic mechanical cleaning. Stone pine annual growth in height and diameter at collar height (ground level) were on average 50 and 2.5cm, respectively, and was found to be a suitable species for agroforestry systems. Net present value was almost seven times higher in the agroforestry system than in pure stone pine plantations; therefore, this system can contribute to the local and national economy."	93	2	67-77		Chile	El Carmen	-36.89	-72.03	Sheep		Forest grazing		Forest without grazing		Multiple	"Total productivity, livestock growth"	Positive								Positive
Knowles1992_1198	Journal Article	1992	"Knowles, R. L.; Brann, G. M.; Brann, G. J."	An evaluation of agroforestry on a Bay of Plenty hill country farm	Proceedings of the New Zealand Grassland Association	0369-3902			"Between 1970 and 1991, 53 ha of Pinus radiata plantations (150 stems/ha) were established and managed (using family labour) in an agroforestry (silvopastoral) system on a 245 ha farm in the eastern Bay of Plenty, New Zealand. A further 30 ha of plantations are planned. Sheep are grazed among the trees within 18 months of planting, and older (beef) cattle are grazed within 5 years. Some care is taken to avoid browsing and debarking. About 135 stems/ha are pruned to height 6 m. A recently developed model (PC-STANDPAK) was used to evaluate current and projected yields, cash flow and profitability of 3 agroforestry options in comparison with conventional farming with no trees: (1) 135 stems/ha on 83 ha; (2) 225 stems/ha on 83 ha; and (3) 225 stems/ha on 70 ha. The results indicated that for farming to provide equivalent returns from the same land, gross margins would have to increase from NZ$29 to 60/livestock unit (LSU), or livestock carrying capacity would have to increase from 8 to 16 LSU/ha. Economic returns from option 1 were similar to returns from option 2, but option 2 is likely to produce logs of a superior quality and is, therefore, recommended. A method of financing initial costs based on sharing final revenues with investors is presented."	53		233-240	agroforestry; beef cattle; economics; farming systems; pines; profitability; silvopastoral systems; simulation; trees; woody plants	New Zealand	Paengaroa	-37.83	176.41	Mixture of sheep and cattle	Beef cattle 	Silvopasture		Baseline from implementation		Multiple	"Total productivity, livestock growth"	Positive								Positive
Kallenbach2010_1248	Journal Article	2010	"Kallenbach, R. L.; Venable, E. B.; Kerley, M. S.; Bailey, N. J."	Stockpiled tall fescue and livestock performance in an early stage midwest silvopasture system	Agroforestry Systems	0167-4366	10.1007/s10457-010-9322-y	<Go to ISI>://WOS:000283706800005	"Using stockpiled forage can substantially reduce livestock feed costs over the winter. However, little is known about utilizing stockpiled forage in an early-stage silvopasture system. This study was conducted to determine if silvopasture production practices utilizing stockpiled forage influence stocker steer performance. The treatments were: (I) stockpiled forage in a non-forested pasture (OPEN) and (2) stockpiled forage in a silvopasture (TREE). Grazing began early December and ended in late February in each of 2 years. Each treatment was replicated-three times in a completely randomized design. Forage nutritive value, production, and steer average daily gain (ADG) for the OPEN and TREE treatments were not significantly different as long as the areas occupied by trees was excluded from analyses. When the area occupied by trees was included, the OPEN treatment produced more (P < 0.01) forage than the TREE treatment, with the OPEN producing 3510 kg ha(-1) and the TREE producing 2812 kg ha(-1). Average daily gain (P = 0.21) was 0.41 kg for the steers in the OPEN treatment and 0.37 kg for steers in the TREE treatment. Gain per ha was significantly different (P < 0.01); the OPEN treatment produced 193 kg of animal gain and the TREE treatment produced 125 kg of animal gain. Exclusion of the area under the tree row from the analysis changed the total gain per ha for the TREE treatment to 148 kg, but was still less (P = 0.01) than the OPEN treatment."	80	3	51-62		USA	Missouri	39.02	-92.74	Cattle		Silvopasture		Pasture without trees		Livestock growth		Decrease with increased tree density/cover/proximity								Mixed results (positive and negative)
Kallenbach2006_1249	Journal Article	2006	"Kallenbach, R. L.; Kerley, M. S.; Bishop-Hurley, G. J."	"Cumulative forage production, forage quality and livestock performance from an annual ryegrass and cereal rye mixture in a pine walnut silvopasture"	Agroforestry Systems	0167-4366	10.1007/s10457-005-6640-6	<Go to ISI>://WOS:000232840500004; https://link.springer.com/content/pdf/10.1007%2Fs10457-005-6640-6.pdf	"Annual ryegrass (Lolium multiflorum Lam.) and cereal rye (Secale cereale L.) pastures can extend the grazing season in the lower Midwest. There is little data from this region on the productivity of these forages in a silvopasture system. Our objective was to determine the forage and livestock production from annual ryegrass/cereal rye in a silvopasture versus an open (non-forested) system. This study was conducted near New Franklin, MO, USA. The treatments were (1) annual ryegrass/cereal rye planted into a 6- to 7-year-old stand of pitch pine (Pinus rigida Mill.) x loblolly pine (Pinus taeda L.) hybrids and black walnut (Juglans nigra L.) (TREE treatment) and (2) the same forages planted into pastures without trees (OPEN treatment). Marshall annual ryegrass and cereal rye were no-till seeded at 22 and 67 kg ha(-1)of pure live seed, respectively, on 18 September 2000 and 30 August 2001. Treatments were replicated three times in a randomized complete block. In March 2001 and 2002, three beef heifers were assigned to each pasture and rotationally grazed until early June. Cumulative forage production and quality were measured for each treatment. Cumulative forage production in the TREE treatment was reduced by approximately 20% compared to the OPEN treatment. However, beef heifer average daily gain and gain ha(-1) were equal for both treatments. Beef producers using a annual ryegrass/cereal rye in a silvopasture system likely would not sacrifice livestock production when hybrid pine and black walnut trees are 6- to 7-year-old when compared to an open pasture."	66	1	85-96		USA	Missouri	39.02	-92.74	Cattle		Silvopasture		Pasture without trees		Livestock growth		Mixed results (positive and negative)								Mixed results (positive and negative)
Husak2002_1305	Journal Article	2002	"Husak, A. L.; Grado, S. C."	Monetary benefits in a southern silvopastoral system	Southern Journal of Applied Forestry	0148-4419	10.1093/sjaf/26.3.159	<Go to ISI>://WOS:000180859200007	"In many regions of the United States, agroforestry has become an important land use alternative. In the South, silvopasture, which combines spatial and temporal growth of timber and livestock, is the most common form of agroforestry. An economic analysis was undertaken to demonstrate the monetary and wildlife benefits that can be accrued from a silvopastoral system in the southern United States. Wildlife-related activities as well as annual and periodic cash flows from timber and livestock sales were included in the analysis. Land expectation value (LEV), equivalent annual income (EAI), and rate of return (ROR) were compared for a silvopastoral system and four traditional southern monocultural systems. The profitability of silvopastoral systems is comparable to other land use systems. Silvopasture further provides opportunities for incorporating wildlife-related activities through hunting leases and possesses both quality and quantity of wildlife habitat not available in other systems. On average, the inclusion of hunting leases increases LEVs from 3.1 to 30.6% per acre over a range of lease and interest rates. Finally, results of this and other studies suggest that silvopasture is an environmentally and economically feasible alternative to traditional land uses."	26	3	365-376		USA	Southern USA	31.38	-83.22	Cattle		Silvopasture		No comparator		Multiple	"Total productivity, livestock growth"	Positive								Positive
Holmstrom2018_1341	Journal Article	2018	"Holmstrom, Kristina; Hessle, Anna; Andersson, Hans; Kumm, Karl-Ivar"	Merging Small Scattered Pastures into Large Pasture-Forest Mosaics Can Improve Profitability in Swedish Suckler-Based Beef Production	Land	2073-445X	10.3390/land7020058	<Go to ISI>://WOS:000436556500019	"A scattered structure of small pastures has negative effects on profitability in beef enterprises because small enclosures result in high labor costs per livestock unit. Moreover, larger enterprises distribute the costs across more livestock units and hence achieve lower operating costs. Creating larger coherent pastures makes it easier to increase herd size and yields positive effects due to economies of scale. This study on five Swedish organic cow-calf enterprises examined how profitability is affected by creating larger pastures from small scattered pastures and adjacent forest land. Additional income, additional costs, reduced income and reduced costs were taken into account using a partial budgeting technique. A change to larger coherent pastures was found to be profitable for all enterprises examined. Agri-environmental payments and supports were the most important benefit from creating larger pastures, followed by income increases and cost reductions resulting from economies of scale and improved consolidation. Income reductions due to premature final felling (clearcutting of forest land) and the opportunity cost of forest land did not have a major influence. To conclude, creating large coherent pasture-forest mosaics by merging small scattered enclosures is profitable for Swedish organic cow-calf enterprises."	7	2	939-944		Sweden	Gštaland	57.47	18.48	Cattle		Wood pasture		Other	Small pastures vs. large forest pastures											Positive
Helling2015_1376	Journal Article	2015	"Helling, Alexander P.; Conner, David S.; Heiss, Sarah N.; Berlin, Linda S."	Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture	Agriculture-Basel	2077-0472	10.3390/agriculture5030879	<Go to ISI>://WOS:000364374500002	"Climate change impacts local agricultural systems in detectable and distinguishable ways from large-scale shifts in water, land, and weather patterns to regionally specific distributions of weeds, pests, and diseases. Best management practices for adapting to and mitigating the effects of climate change include modifications to farm production through adjusted intensity and product types and changing land use through crop siting and tillage practices. Farmer perceptions of risk and profitability of best management practices are key determinants of adoption, which traditional incentive programs like the Environmental Quality Incentive Program attempt to address by providing financial and technical support. To ensure that payments offered through these programs that maximize adoption, regional incentive payments must be based upon locally established costs. This paper focuses on the cost of implementing and maintaining climate change specific best management practices (CCBMPs) for twelve diverse farms in Vermont. Specifically, three CCBMPs for Vermont are examined: cover cropping, management intensive rotational grazing (MIRG), and riparian buffer strips. Results show the average cost for cover cropping is $129.24/acre, MIRG is $79.82/acre, and a tree based riparian buffer strip cost $807.33/acre. We conclude that existing incentive payments for cover cropping and MIRG are below costs, likely resulting in under-adoption."	5	3	68-pp		USA	Vermont	44.14	-72.6	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Multiple	"Total productivity, livestock growth"	Positive								Positive
Hawke1999_1398	Journal Article	1999	"Hawke, M. F.; Gillingham, A. G.; Gray, M.; Dean, M."	The impact of shelterbelts in North Island East Coast dryland regions	Proceedings of the New Zealand Grassland Association	0369-3902			"Shelterbelts are a feature of the New Zealand landscape and in the dryland East Coast regions of the North Island, are seen in a diversity of planting patterns, species and silvicultural practices. To date, their economic benefits have not been assessed, partly because of the difficulty in evaluating the many interrelated pasture, soil, animal and forestry factors. Recent shelterbelt research in New Zealand has been conducted as a collaborative approach by AgResearch, Forest Research and Hort Research. Results of pasture, soil and tree measurements in the East Coast region indicate that shelterbelts, however managed, do not significantly increase pasture production in the sheltered zone. The competitive effects of trees reduce soil moisture in zones close to the shelter, which also encourages the accumulation of dung and urine nutrients in this zone by animals seeking protection. The modification in resting patterns as a result of shelter may be reflected in improved animal welfare and production but this was not measured. The value of timber from shelterbelts on the East Coast indicates that they have a role in diversifying farming income and offering a modified land use, which will help to sustain productive farming practices."	61		143-152	agroforestry systems; animal welfare; economic evaluation; farming systems; grassland management; grasslands; income; land use; livestock farming; nutrients; pastures; shelter; shelterbelts; silvopastoral systems; soil fertility; soil water content	New Zealand		-39.76	176.7	Mixture of sheep and cattle		Shelterbelt/Windbreak		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Hardaker2018_1420	Journal Article	2018	"Hardaker, Ashley"	Is forestry really more profitable than upland farming? A historic and present day farm level economic comparison of upland sheep farming and forestry in the UK	Land Use Policy	0264-8377	10.1016/j.landusepol.2017.11.032	<Go to ISI>://WOS:000423643400009	"There are currently 3.16 million hectares of woodland cover in the United Kingdom. At a European scale, the UK is one of the countries with the lowest woodland cover, currently extending to only 13% of the total land area of the UK, this is less than half of the European Union (EU) average of 37 per cent. A significant study carried out by Read et al. (2009) identified that UK wide there is a need to increase significantly levels of new planting and forest creation by more than 23,000 ha each year over the next 40 years if a substantial influence on reversing climate change is to be realised. It is clear that expansion of the total forested area in the UK necessitates the establishment of new woodland and forest cover on farmland which is either owner occupied or rented out. The main barriers to woodland establishment on farmland cited in the literature, include cultural resistance notably a dichotomous view of farming and forestry as being competing land uses; and lack of awareness of the potential economic benefits of woodland. This study intended to provide information that will improve farmers and landowners understanding of the potential economic differences between business as usual (sheep farming) and woodland creation in the uplands of the UK. The aim of this study was to evaluate the bio-economic potentials of temperate upland clear fell forestry systems in the UK over the last 60 years and determine if afforestation of upland farms has historically produced, and will in the future produce better financial outcomes than conventional upland sheep farming. The study used a bio-economic model based on discounted cash flow analysis to compare and evaluate a conventional upland sheep grazing system against a temperate upland forestry system. Historic investments to cease upland sheep grazing and afforest upland farms in the UK based on historic financial budgeting information available to farmers and landowners in 1956, 1976 would not have been an economically viable and profitable land use change compared to continuation of upland sheep grazing in the UK. Historic markets in 1956 and 1976 were not strong enough to render potential forestry investments profitable without a need for grant assistance. Investments to cease upland sheep grazing and afforest upland farms in the UK in 1996 would have been economically viable and profitable land use investment as timber markets alone were strong enough to render potential forestry investment profitable without a need for grant assistance. Without subsidy, investments to switch from upland sheep grazing and afforest upland farms in 2016 would not be an economically viable and profitable land use change. Current day timber markets alone are not strong enough to influence new woodland establishment."	71		32-pp		UK		53.25	-1.26	Sheep		Farm woodland		Pasture without trees		Multiple	"Total productivity, livestock growth"	Mixed results (positive and negative)								Positive
Garrett1983_1559	Journal Article	1983	"Garrett, H. E.; Kurtz, W. B."	Silvicultural and economic relationships of integrated forestry-farming with black walnut	Agroforestry Systems	0167-4366	http://dx.doi.org/10.1007/BF00130610		"Nine different management options (based on land quality, rotation, growth rate and thinning regime) were developed for each of four multicropping regimes (combinations of black walnut wood/nuts with grazing, soybeans/winter wheat, and fescue hay/seed) in Missouri. Estimates of internal rate of return and present net worth showed that the more intensive regimes gave the highest returns, land quality and growth rate had the greatest influence on returns, and rotation and thinning regime had little influence."	1	3	46-56	Agroforestry; Agroforestry systems; broadleaves; Economics; grazing; multiple cropping; multiple use; profitability; rotations; soyabeans; trees; walnuts; wheat; woody plants	USA	Missouri	38.45	-92.68	Unclear		Silvopasture		Pasture without trees												Positive
Frey2012_1589	Journal Article	2012	"Frey, Gregory E.; Fassola, Hugo E.; Pachas, A. Nahuel; Colcombet, Luis; Lacorte, Santiago M.; Renkow, Mitch; Perez, Oscar; Cubbage, Frederick W."	A Within-Farm Efficiency Comparison of Silvopasture Systems with Conventional Pasture and Forestry in Northeast Argentina	Land Economics	0023-7639	10.3368/le.88.4.639	<Go to ISI>://WOS:000326478800002	"Agroforestry, which has multiple inputs and outputs, would benefit from scrutiny of economic efficiency because levels of adoption have not met expectations. Previous literature estimated the efficiency of agricultural systems using data envelopment analysis; however; the vast variability between farms makes comparing systems difficult. This study uses paired, within-farm comparisons of silvopasture, a combination of planted trees and pasture, to conventional cattle-ranching and plantation forestry, to evaluate the relative technical efficiency. Silvopasture proves to be more efficient than conventional cattle-ranching. Forestry demonstrated increasing returns to scale, cattle-raising demonstrated decreasing returns to scale for large-scale farmers, and silvopasture was intermediate."	88	4	167-169		Argentina	Misiones	-26.98	-54.47	Cattle		Silvopasture		Other	Traditional cattle ranching and plantation forestry											Positive
Ford2019_1607	Journal Article	2019	"Ford, Madeline M.; Zamora, Diomy S.; Current, Dean; Magner, Joe; Wyatt, Gary; Walter, W. D.; Vaughan, Sophia"	"Impact of managed woodland grazing on forage quantity, quality and livestock performance: the potential for silvopasture in Central Minnesota, USA"	Agroforestry Systems	0167-4366	10.1007/s10457-017-0098-1	<Go to ISI>://WOS:000459755100006	"Over 177,000ha of woodlands in Minnesota, USA are grazed. In general, these woodlands are not managed specifically for timber or cattle benefits. This lack of management often leads to decreased timber value and reduced forage yields. Silvopasture is a potential alternative to overcome this lack of land management on Minnesota woodlots. However, very limited information are available about silvopasture use in Minnesota. This three-year study evaluated the potential for silvopasture in Minnesota by comparing the production of unmanaged woodland grazing, silvopastoral, and open pasture systems. Three farmers from Central Minnesota collaborated in this study to assess these grazing systems. Silvopasture paddocks were established when thinning and seeding were performed on woodland areas. We assessed forage production, forage quality, and livestock performance. Forage production was generally greater in silvopastoral systems compared with unmanaged woodland grazing systems, while forage quality was lower in open pasture systems, at least during the first year. Livestock performance was similar between the grazing systems. Results indicate that silvopasture has potential in Minnesota, but more research is required to develop specific management guidelines as well as to monitor silvopasture production systems for longer periods of time."	93	1	57-66		USA	Minnesota	46.05	-94.9	Cattle		Silvopasture		Forest without grazing		Multiple	"Total productivity, livestock growth"	Mixed results (positive and negative)								Positive
Eckersley1994_1728	Journal Article	1994	"Eckersley, P."	Bluegum timberbelts for profitable landcare	"Journal of Agriculture, Western Australia"	0021-8618			"A preliminary account is given of a timberbelt planting of Tasmanian bluegum (Eucalyptus globulus) on saline farmland at Chowerup, near Boyup Brook, in SW Western Australia. Trees were planted as 2-row belts in August 1994, with 40-m alleys between the belts, which are mostly orientated N.-S., thus providing sunshine and protection for pasture, crops and sheep. Canola [rape] has been sown in the alleys. Details are given of calculated rates of return from the project; expected returns are 19%, although there is an initial negative cash flow. A spreadsheet model of the system includes an estimate of the area protected by trees from salinity and waterlogging. More favourable returns could be expected from timberbelt plantings on the S. coast of Western Australia, used for pasture for beef cattle; projections of returns from various spacings are given."	35	4	508-511	agroforestry; agroforestry systems; beef cattle; control; economics; models; rape; returns; saline soils; salinity; salt land; silvopastoral systems; soil types; swede rape; waterlogging	Australia		-33.84	116.39	Sheep		Shelterbelt/Windbreak		Baseline from implementation												Positive
Doyle1986_1772	Journal Article	1986	"Doyle, C. J.; Evans, J.; Rossiter, J."	Agroforestry: an economic appraisal of the benefits of intercropping trees with grassland in lowland Britain	Agricultural Systems	0308-521X	http://dx.doi.org/10.1016/0308-521X(86)90027-2	https://pdf.sciencedirectassets.com/271139/1-s2.0-S0308521X00X02247/1-s2.0-0308521X86900272/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAIaCXVzLWVhc3QtMSJIMEYCIQDS37HBcHLrqaLDYN8Siv2A97XOXeUcdoLLMmZ2GQBBagIhAL3AKxA2j8gGs3aLWGb88Lzqsbb4a9Q0rPO2SsEJuS9KKr0DCLr%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDU5MDAzNTQ2ODY1IgzSDJFl%2F3JxMgbscJcqkQMm741RbWTKRTdqzz2dlNwC0In7Ilr6rv%2Fp2XI2uoC47jy2EuKxirDTQ28xMfo9rCcYnvZb1dO9iYZH6rf1pYK8I%2Fxo1%2FNvQs1g3Y%2FXpIbxaMdcIWbM3Z24GBnfikL%2BMEsQRayf61PLU7BHtD7Pg6RCuTQUeyLakwYl7VbjhjeVwjNHRCFBjft6%2BMCRXWOYQdnuUMSnNS7CoJ1Put9kcsd04EsbHCGCLsXbX3D8Sbni7VrLLKNs3N61XDEl37VfsQvbcOjGKJyZGF6nenbIX0Akl%2BCFibDjsQGTD31EoW8NJ9wkBf3WGaYRjTJadpLSkrfOSHbN81OBl9JJZ3eGIoVBMxOe8Ky05%2BRkS%2FY1H8vGL%2Bao5%2FRTdz5EeutIXSExvb12OH%2BaZrila4%2FI7P2mIBuj%2FWhxCoCfdJkUkvOJoUMC%2Bq%2FFvF7L6y8gcCrX7ZeaQgmOl1ZOV5fK9P0eo3bRaYxVccMjA3uu%2BuyYofJBbG7ipskWaTAR6JHW%2FJ9%2Ff444XtiEkN4v0wdIUZ%2BlavhuC%2F6fwjD%2Bs6nyBTrqAUB8JubTF6NjLTiAhLRBF5khc%2F7fUWc2BEIIuT9zX4xAcjh7IFlGt9xTKrtyzcuxSObnsO25S0elmUXEiv9gSiSgJcUQEjDtJLFHQm%2FWzAGIIbcY9MMtwrOVqPrjDLkoXgsfTmXz2vm1OaiLuvjhf6C2LN6g9TA%2FhbrFf2Gfah51x9X99dTaQ8Mroye3QXYdY%2Bf22B8ZNCEXmHPYAk5ZO8x3X7%2FVx4WlUaLBA0LRgTUqHnesS%2B4vMzNaWAvKmDYhNd%2BVj%2FMm5cmErEyJGosLrtVmzlEoLSF2EjZLaXy3BzTMsH%2F3qOInKgeqVA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200217T101812Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYQPJX6CI6%2F20200217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=058c0555b584c18268f848de673224887bfaf35d571625fed8c98e2dc5789ffd&hash=b71226978560bf6a7e91a14844a89ae665b2a53d5a41440ee7421fc5368bb36f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=0308521X86900272&tid=spdf-d4dc7d42-3edd-4581-81b3-6ddfef878a3d&sid=6600d5da1884e6475a2a85b800c96bdc5469gxrqb&type=client	"A mathematical model simulating the effect of intercropping ash trees with grassland on wood production, grass yields and output of sheepmeat is described. Using the model, an assessment has been made of the implications of varying the density and the planting pattern of the trees on the combined income from the sale of wood and livestock over a number of years. The resultant incomes have been compared with that from an equivalent unafforested area to assess the likely economic implications of intercropping trees with grass. At a discount rate of 5%, the indications are that combining wood and sheep meat production on the same area could be financially attractive. At higher discount rates, the economic attraction of growing trees is more dependent on an increase in timber prices relative to those prevailing at present. However, given the large number of assumptions necessitated by the limited availability of data and in the absence of any means of validating the model, extreme care is needed in interpreting the results. Confident economic projections of the value of intercropping trees with grass await further experimental work on appropriate growth models for open-grown trees, light interception, tree rooting patterns and water uptake of tree roots."	21	1	65-68	Agroforestry; broadleaves; economics; Farm forestry; grasslands; intercropping; models; Silvopastoral systems; simulation; simulation models; trees; woody plants	UK		51.46	-0.97	Sheep		Silvopasture		Pasture without trees		Multiple	"Total productivity, livestock growth"	Mixed results (positive and negative)								Mixed results (positive and negative)
