Paper ID	Publication Year	Author	Title	Journal / Secondary Title	DOI	Abstract	Volume	Issue	Pages	Multiple Studies? (LocatioNos/Proxies)	Study ID	Language	Country	Name of Site	LatDD	LonDD	Type of Archive	Proxy	Proxy interpretation	Cross Cutting Lens	Preparation of sample method	Unit of Proxy	Evidence of Agriculture	Stratigraphic	Radiocarbon	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_Dated	Oldest Date (C.E)	Newest Date (C.E)	Top and bottom of sequence dated?	Is the record continuous?	Calibration data set	Hard Water Error?	Other Chronology Notes	Depositional archive plotted against depth or time?	Raw data available	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xi	English	Guatemala	Sipacate	13.941022	-90.629732	Salt Playa	Pollen	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa;Decrease in Arboreal Taxa		6							Not Reported	-3600	1805	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1707	1707	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xii	English	Guatemala	Sipacate	13.941022	-90.629732	Salt Playa	Pollen	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa;Decrease in Arboreal Taxa		5							Not Reported	-1998	-1000	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1707	1707	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xiii	English	Guatemala	Manchon	14.517108	-92.118835	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		4							Not Reported	-4800	1950	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1385	1385	691	1	11	9569	9	Southern Mesoamerican Pacific mangroves	Mangroves
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xiv	English	Guatemala	Lower Rio Naranjo	14.540503	-92.188883	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		7							Not Reported	-3367	1950	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1381	1381	693	1	10	9500	4	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
Mueller2010_132	2010	"Mueller, A. D.; Islebe, G. A.; Anselmetti, F. S.; Ariztegui, D.; Brenner, M.; Hodell, D. A.; Hajdas, I.; Hamann, Y.; Haug, G. H.; Kennett, D. J."	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	Geology	10.1130/G30797.1	"We employed paleolimnological methods to investigate tropical forest recovery and soil stabilization that followed abandonment of agricultural systems associated with disintegration of Classic Maya polities ca. A.D. 800-1000. We used lithological, geochemical, magnetic, and palynological data from sediment cores of Lake Pet \' e n Itz \' a in the Maya Lowlands of northern Guatemala. Sediment core chronology was developed using radiocarbon dates on terrestrial wood and charcoal fragments. Our results indicate that in the absence of large human populations and extensive farming activities, Pet \' e n forests recovered under humid climate conditions within a span of 80-260 yr. Soil stabilization postdates pollen evidence of forest regrowth stratigraphically, and required between 120 and 280 yr. We conclude that the tropical forest ecosystem in the watershed of Lake Pet \' e n Itz \' a had been reestablished by the early Postclassic Period (A.D. 1000-1200). \textcopyright 2010 Geological Society of America."	38	6	523-526	Yes	Mueller2010_132.i	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Lake Sediment Core	Inorganic Carbon	Not Reported	None	"NR, LOI"	%	No		4							Terestrial wood and charcoal	880	1999	Neither	Not Reported	Not Reported	No		Depth	No	1738	1738	690	36	144	5677	131	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xv	English	Guatemala	Lower Rio Naranjo	14.538711	-92.202276	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		6							Not Reported	-1030	1950	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1385	1385	680	2	11	9489	2	Southern Mesoamerican Pacific mangroves	Mangroves
Mueller2010_132	2010	"Mueller, A. D.; Islebe, G. A.; Anselmetti, F. S.; Ariztegui, D.; Brenner, M.; Hodell, D. A.; Hajdas, I.; Hamann, Y.; Haug, G. H.; Kennett, D. J."	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	Geology	10.1130/G30797.1	"We employed paleolimnological methods to investigate tropical forest recovery and soil stabilization that followed abandonment of agricultural systems associated with disintegration of Classic Maya polities ca. A.D. 800-1000. We used lithological, geochemical, magnetic, and palynological data from sediment cores of Lake Pet \' e n Itz \' a in the Maya Lowlands of northern Guatemala. Sediment core chronology was developed using radiocarbon dates on terrestrial wood and charcoal fragments. Our results indicate that in the absence of large human populations and extensive farming activities, Pet \' e n forests recovered under humid climate conditions within a span of 80-260 yr. Soil stabilization postdates pollen evidence of forest regrowth stratigraphically, and required between 120 and 280 yr. We conclude that the tropical forest ecosystem in the watershed of Lake Pet \' e n Itz \' a had been reestablished by the early Postclassic Period (A.D. 1000-1200). \textcopyright 2010 Geological Society of America."	38	6	523-526	Yes	Mueller2010_132.iii	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Lake Sediment Core	Magnetic Susceptibility	Not Reported	None	Not Reported	k	No		4							Terestrial wood and charcoal	880	1999	Neither	Not Reported	Not Reported	No		Depth	No	1738	1738	690	36	144	5677	131	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Mueller2010_132	2010	"Mueller, A. D.; Islebe, G. A.; Anselmetti, F. S.; Ariztegui, D.; Brenner, M.; Hodell, D. A.; Hajdas, I.; Hamann, Y.; Haug, G. H.; Kennett, D. J."	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	Geology	10.1130/G30797.1	"We employed paleolimnological methods to investigate tropical forest recovery and soil stabilization that followed abandonment of agricultural systems associated with disintegration of Classic Maya polities ca. A.D. 800-1000. We used lithological, geochemical, magnetic, and palynological data from sediment cores of Lake Pet \' e n Itz \' a in the Maya Lowlands of northern Guatemala. Sediment core chronology was developed using radiocarbon dates on terrestrial wood and charcoal fragments. Our results indicate that in the absence of large human populations and extensive farming activities, Pet \' e n forests recovered under humid climate conditions within a span of 80-260 yr. Soil stabilization postdates pollen evidence of forest regrowth stratigraphically, and required between 120 and 280 yr. We conclude that the tropical forest ecosystem in the watershed of Lake Pet \' e n Itz \' a had been reestablished by the early Postclassic Period (A.D. 1000-1200). \textcopyright 2010 Geological Society of America."	38	6	523-526	Yes	Mueller2010_132.iv	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Lake Sediment Core	Stratagraphic Description	Not Reported	None	Not Reported	Units	No		4							Terestrial wood and charcoal	880	1999	Neither	Not Reported	Not Reported	No		Depth	No	1738	1738	690	36	144	5677	131	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Mueller2010_132	2010	"Mueller, A. D.; Islebe, G. A.; Anselmetti, F. S.; Ariztegui, D.; Brenner, M.; Hodell, D. A.; Hajdas, I.; Hamann, Y.; Haug, G. H.; Kennett, D. J."	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	Geology	10.1130/G30797.1	"We employed paleolimnological methods to investigate tropical forest recovery and soil stabilization that followed abandonment of agricultural systems associated with disintegration of Classic Maya polities ca. A.D. 800-1000. We used lithological, geochemical, magnetic, and palynological data from sediment cores of Lake Pet \' e n Itz \' a in the Maya Lowlands of northern Guatemala. Sediment core chronology was developed using radiocarbon dates on terrestrial wood and charcoal fragments. Our results indicate that in the absence of large human populations and extensive farming activities, Pet \' e n forests recovered under humid climate conditions within a span of 80-260 yr. Soil stabilization postdates pollen evidence of forest regrowth stratigraphically, and required between 120 and 280 yr. We conclude that the tropical forest ecosystem in the watershed of Lake Pet \' e n Itz \' a had been reestablished by the early Postclassic Period (A.D. 1000-1200). \textcopyright 2010 Geological Society of America."	38	6	523-526	Yes	Mueller2010_132.v	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Lake Sediment Core	Organic Matter	Not Reported	None	"NR, LOI"	%	No		4							Terestrial wood and charcoal	880	1999	Neither	Not Reported	Not Reported	No		Depth	No	1738	1738	690	36	144	5677	131	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Perez2010_142	2010	"Perez, L.; Bugja, R.; Massaferro, J.; Steeb, P.; van Geldern, R.; Frenzel, P.; Brenner, M.; Scharf, B.; Schwalb, A."	"Post-Columbian environmental history of Lago PetÔö£┬«n ItzÔö£├¡, Guatemala"	Revista Mexicana De Ciencias Geologicas		"Two similar to 40-cm-long sediment cores, PI-SC-1-10m and PI-SC-2-40m"	27	3	490-507	Yes	Perez2010_142.i	English	Guatemala	Lago Peten Itza	17	-89.85	Lake Sediment Core	Stratagraphic Description	Not Reported	None	Stratigraphic description	Units	No	1								Not Reported	1480	2005	Top and Bottom	Not Reported	Not Reported	Not Applicable		Depth	No	1650	1650	672	36	131	5911	110	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xvi	English	Guatemala	Sipacate	13.941022	-90.629732	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		8							Not Reported	-3800	-2000	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1707	1707	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xvii	English	Guatemala	Sipacate	13.941022	-90.629732	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		6							Not Reported	-3600	1805	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1707	1707	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
Neff2006_134	2006	"Neff, H.; Pearsall, D. M.; Jones, J. G.; Arroyo, B.; Collins, S. K.; Freidel, D. E."	Early Maya adaptive patterns: Mid-late holocene paleoenvironmental evidence from Pacific Guatemala	Latin American Antiquity		"We summarize what is known about Archaic period occupation of southeastern Mesoamerica and Central America as background for presenting new paleoenvironmental evidence of pre-Early Formative human impacts on the landscape of Pacific coastal Guatemala. Our evidence comes from sediment cores in three locations, all of which are in the mangrove-estuary zone of the lower coast. Pollen and phytoliths from the cores document increased burning, decreased forest cover, the appearance of domesticates, and increased disturbance indicators at various times during the Archaic period, the earliest being around 3500 cal B.C. The available evidence demonstrates that shifting horticulture was an early and widespread adaptation to the southeastern Mesoamerican deciduous tropical forest and constituted the base from which later adaptations, including that of early Maya farmers, differentiated. Early Formative adaptive innovations may have been favored by shifts in return rates from various estuarine and terrestrial resources during a dry and variable interval 2000 and 1500 cal B.C. Copyright \textcopyright 2006 by the Society for American Archaeology."	17	3	287-315	Yes	Neff2006_134.xviii	English	Guatemala	Sipacate	13.941022	-90.629732	Salt Playa	Phytoliths	Climate;Vegetation;Agriculture	Forests;Land Use Change;Water	Not Reported	%	Agricultural Taxa;Weedy/Disturbance Taxa		5							Not Reported	-1998	-1000	Bottom	Not Reported	Stuiver and Reimer 1993	Not Reported		Depth	No	1707	1707	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
Perez2010_142	2010	"Perez, L.; Bugja, R.; Massaferro, J.; Steeb, P.; van Geldern, R.; Frenzel, P.; Brenner, M.; Scharf, B.; Schwalb, A."	"Post-Columbian environmental history of Lago PetÔö£┬«n ItzÔö£├¡, Guatemala"	Revista Mexicana De Ciencias Geologicas		"Two similar to 40-cm-long sediment cores, PI-SC-1-10m and PI-SC-2-40m"	27	3	490-507	Yes	Perez2010_142.v	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Lake Sediment Core	Chironomids	Redox Conditions	None	KOH	Not Reported	No				15						1880	2005	Top and Bottom	Not Reported	Not Reported	Not Applicable		Depth	No	1738	1738	690	36	144	5677	131	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2007_194	2007	"Wahl, D.; Schreiner, T.; Byrne, R.; Hansen, R."	A Paleoecological record from a Late Classic Maya reservoir in the north Peten	Latin American Antiquity	10.2307/25063105	"Aguada Zacatal is a reservoir located within a bajo 4 kin west of Nakbe, Peten, Guatemala. It is 100 in in diameter and the surrounding berm is approximately I in tall. The small Classic period site of Zacatal is adjacent to the aguada. The reservoir's artificial lining prevents dry season desiccation and enhances microfossil preservation. In 1998 a 335 cm sediment core was taken from the center of the reservoir and analyzed for pollen, microscopic charcoal, and total organic matter Core chronology, based on two AMS radiocarbon determinations, shows the record covers the period from A.D. 695 to present. Only the upper 113 cm contained well-preserved microfossils. The pollen record clearly documents a period of agricultural activity followed by abandonment and forest succession. In the agricultural period (A.D. 695-840), earn pollen is found in conjunction with disturbance indicators. After the abandonment at approximately, A.D. 840, the record is dominated by aquatic pollen types and corn pollen is absent. This shift in pollen spectra represents the end of the Classic period."	18	2	212-222	Yes	Wahl2007_194.i	English	Guatemala	Aguada Zacatal Nakbe	17.669071	-89.792832	Lake Sediment Core	Pollen	Vegetation;Agriculture	Forests;Land Use Change;Water	"Faegri and Iverson, 1989"	%	Agricultural Taxa;Weedy/Disturbance Taxa;Decrease in Arboreal Taxa		2							Not Reported	1690	1988	Neither	No	INTCAL04	No		Depth	No	1436	1436	608	34	112	5881	298	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2007_194	2007	"Wahl, D.; Schreiner, T.; Byrne, R.; Hansen, R."	A Paleoecological record from a Late Classic Maya reservoir in the north Peten	Latin American Antiquity	10.2307/25063105	"Aguada Zacatal is a reservoir located within a bajo 4 kin west of Nakbe, Peten, Guatemala. It is 100 in in diameter and the surrounding berm is approximately I in tall. The small Classic period site of Zacatal is adjacent to the aguada. The reservoir's artificial lining prevents dry season desiccation and enhances microfossil preservation. In 1998 a 335 cm sediment core was taken from the center of the reservoir and analyzed for pollen, microscopic charcoal, and total organic matter Core chronology, based on two AMS radiocarbon determinations, shows the record covers the period from A.D. 695 to present. Only the upper 113 cm contained well-preserved microfossils. The pollen record clearly documents a period of agricultural activity followed by abandonment and forest succession. In the agricultural period (A.D. 695-840), earn pollen is found in conjunction with disturbance indicators. After the abandonment at approximately, A.D. 840, the record is dominated by aquatic pollen types and corn pollen is absent. This shift in pollen spectra represents the end of the Classic period."	18	2	212-222	Yes	Wahl2007_194.ii	English	Guatemala	Aguada Zacatal Nakbe	17.669071	-89.792832	Lake Sediment Core	Charcoal (Microscopic)	Fire;Agriculture	Forests;Land Use Change	Automated charcoal scanner developed in the Uni versity of California Museum of Paleontology pollen lab	mm-2;cm-3	Burning		2							Not Reported	690	1988	Neither	No	INTCAL04	No		Depth	No	1436	1436	608	34	112	5881	298	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2007_194	2007	"Wahl, D.; Schreiner, T.; Byrne, R.; Hansen, R."	A Paleoecological record from a Late Classic Maya reservoir in the north Peten	Latin American Antiquity	10.2307/25063105	"Aguada Zacatal is a reservoir located within a bajo 4 kin west of Nakbe, Peten, Guatemala. It is 100 in in diameter and the surrounding berm is approximately I in tall. The small Classic period site of Zacatal is adjacent to the aguada. The reservoir's artificial lining prevents dry season desiccation and enhances microfossil preservation. In 1998 a 335 cm sediment core was taken from the center of the reservoir and analyzed for pollen, microscopic charcoal, and total organic matter Core chronology, based on two AMS radiocarbon determinations, shows the record covers the period from A.D. 695 to present. Only the upper 113 cm contained well-preserved microfossils. The pollen record clearly documents a period of agricultural activity followed by abandonment and forest succession. In the agricultural period (A.D. 695-840), earn pollen is found in conjunction with disturbance indicators. After the abandonment at approximately, A.D. 840, the record is dominated by aquatic pollen types and corn pollen is absent. This shift in pollen spectra represents the end of the Classic period."	18	2	212-222	Yes	Wahl2007_194.iv	English	Guatemala	Aguada Zacatal Nakbe	17.669071	-89.792832	Lake Sediment Core	Organic Matter	Productivity	Land Use Change	"550 ◦C, LOI"	%	Catchment Erosion		2							Not Reported	1690	1988	Neither	No	INTCAL04	No		Depth	No	1436	1436	608	34	112	5881	298	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Rue1987_162	1987	"Rue, D. J."	Early agriculture and early Postclassic Maya occupation in western Honduras	Nature		"Evidence of the origins, intensification and end of cultivation can be obtained from pollen profiles indicating forest clearance. Independent archaeological data1,2 (the first occurrences of ceramics and village settlement) have yielded a date of ∼3,000 yr BP for the onset of agriculture in western Honduras. Recent research on early Postclassic Maya demography3,4 has identified much regional variation in settlement densities, contrary to an earlier view, based on limited data, of immediate pan-southern Maya abandonment or depopulation after ∼1,050 yr BP (ref. 5). Here I present pollen profiles which provide evidence of early slash-and-burn maize agriculture at Lake Yojoa, probably part of an Archaic hunting and gathering strategy, from ∼4,500 yr BP or earlier. Slash-and-burn agriculture intensified at ∼3,000 yr BP at Lake Yojoa, and stabilized thereafter. At Petapilla Swamp, 5 km north-east of the major Maya centre of Copan, the pollen sequence began at ∼1,000 yr BP and suggests terminal Classic-early Postclassic (AD 950-1200) agricultural activity. The present pollen evidence of occupation until ∼AD 1200 and subsequent abandonment of the Copan region reinforces recent archaeological settlement data6. \textcopyright 1987 Nature Publishing Group."	326	6110	285-286	Yes	Rue1987_162.i	English	Honduras	Lago Yojoa	14.873719	-87.983813	Lake Sediment Core	Pollen	Vegetation; Agriculture	Forests;Land Use Change	Not Reported	%	Agricultural Taxa; Weedy/Disturbance Taxa		1							Burned wood fragments	-2820	1950	Bottom	Not Reported	Not Reported	Yes		Depth	No	2246	2246	1016	45	160	6470	635	Central American Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
Rue1987_162	1987	"Rue, D. J."	Early agriculture and early Postclassic Maya occupation in western Honduras	Nature		"Evidence of the origins, intensification and end of cultivation can be obtained from pollen profiles indicating forest clearance. Independent archaeological data1,2 (the first occurrences of ceramics and village settlement) have yielded a date of ∼3,000 yr BP for the onset of agriculture in western Honduras. Recent research on early Postclassic Maya demography3,4 has identified much regional variation in settlement densities, contrary to an earlier view, based on limited data, of immediate pan-southern Maya abandonment or depopulation after ∼1,050 yr BP (ref. 5). Here I present pollen profiles which provide evidence of early slash-and-burn maize agriculture at Lake Yojoa, probably part of an Archaic hunting and gathering strategy, from ∼4,500 yr BP or earlier. Slash-and-burn agriculture intensified at ∼3,000 yr BP at Lake Yojoa, and stabilized thereafter. At Petapilla Swamp, 5 km north-east of the major Maya centre of Copan, the pollen sequence began at ∼1,000 yr BP and suggests terminal Classic-early Postclassic (AD 950-1200) agricultural activity. The present pollen evidence of occupation until ∼AD 1200 and subsequent abandonment of the Copan region reinforces recent archaeological settlement data6. \textcopyright 1987 Nature Publishing Group."	326	6110	285-286	Yes	Rue1987_162.ii	English	Honduras	Petapilla	14.867	-89.125	Swamp Sediment Core	Pollen	Vegetation; Agriculture	Forests;Land Use Change	Not Reported	%	Agricultural Taxa; Weedy/Disturbance Taxa		2							Peat	1010	1950	Bottom	Not Reported	Not Reported	Yes		Depth	No	1510	1510	719	20	74	7799	784	Central American pine-oak forests	Tropical & Subtropical Coniferous Forests
