Unique study ID	Unique article ID	Authors	Year of publication	Title	Abstract	Journal	Volume	Pages	Study Country	Location	LatDD	LonDD	Intervention	Outcomes measured	Productivity outcome data location	Intervention started	Intervention ended or last sampled	Grazing/growing seasons sampled (years)	Grazing period per year (days)	Experimental design	Spatial replicates	Study validity (critical appraisal score)	Extra calculations performed
2021RGHLsnow123	2021RGHLsnow123	"S. Athanasiadou, D. Gray, D. Younie, O. Tzamaloukas, F. Jackson, I. Kyriazakis"	2007	The use of chicory for parasite control in organic ewes and their lambs 	"The aim of the present study was to investigate the potential benefits of grazing lactating ewes and their lambs on chicory (Cichorium intybus). Fifty-six certified organic twin-rearing ewes were either drenched with an anthelmintic or not, within 2 days after parturition and were grazed upon either grass/clover or chicory pastures. Around 12 weeks after parturition a subset of 12 lambs per treatment was slaughtered for worm number and parasite species determination. The faecal egg counts of lambs from undrenched ewes grazing on chicory were significantly lower than those of lambs from undrenched ewes grazing on grass. Lambs grazing on chicory had similar abomasal worm counts as those grazing on grass at 12 weeks of age; the predominant species was Teladorsagia circumcincta. There was no difference between the intestinal worm counts in lambs grazing on grass or chicory, with Trichostrongylus vitrinus being the predominant species. Liveweight gains over the 126-day experimental period were significantly higher in lambs from drenched than those from undrenched ewes. Lambs from undrenched ewes grazing on chicory had higher liveweight gains compared to those from undrenched ewes grazing on grass. Although chicory grazing did not affect ewe nematode egg excretion, it resulted in lower egg counts in lambs and improved their liveweight gains to the same level as those deriving from drenched ewes."	Parasitology	134	299-307	Scotland	"SAC, Craibstone"	57.186	-2.213	Herbal leys	"LWG, Faecel egg count (FEC)"	Table 2	2003	2003	1	112	Purposive	2	Low	Averaged LWG across drench treatment
2021RGHLsnow124	2021RGHLsnow124	"D.E. Hume, T.B. Lyons, R.J.M. Hay"	1995	Evaluation of 'Grasslands Puna' chicory (Cichorium intybus L.) in various grass mixtures under sheep grazing 	"Growth of chicory (Cichorium intybus) in mixtures with different companion grass species and white clover (Trifolium repens) was examined over 4 years in a trial rotationally grazed by sheep. A mixture containing red clover (T. pratense) instead of chicory, and ryegrass (Lolium perenne), was also included. Over summer and autumn, pastures were either grazed frequently (every 3-4 weeks) or infrequently (4-6 weeks), and at other times of the year every 4 weeks. Chicory establishment was high (82% of viable seed sown), 22
with 46 plants/m , declining to 15/m by Year 4,
whereas red clover plant numbers declined from 22
101/m to 13/m . Dry matter (DM) yields of chicory and red clover increased from Year 1 to Year 3, then declined in Year 4. Over the 4 years, chicory contributed 34, 80, 85, and 57%, respectively, to green DM yield; red clover contributed 9, 24, 77, and 13%. Yields of sown grass were inversely related to chicory or red clover yields (P < 0.001, r= 0.82), particularly for chicory-based pasture mixtures. Chicory and red clover both displayed a strong pattern of seasonal growth in response to temperature. This distinct pattern of growth for chicory-based pastures was greatest for mixtures with tall fescue (Festuca arundinacea) and prairie grass (Bromus willdenowii), grasses that were low- yielding. In contrast, phalaris (Phalaris aquatica)- chicory pastures had high grass growth in all seasons, resulting in the highest total annual DM yields and a more even seasonal spread of production. Ryegrass-chicory pastures were intermediate and ryegrass/cocksfoot (Dactylis glomerata)-chicory pastures were lower-yielding. Red clover/ryegrass pastures had a more even seasonal spread of production, through greater winter and lower summer yields, than the chicory- based pastures. Frequent grazing significantly decreased DM yields of chicory (-19%), red clover (-61%), and total green herbage (-11%) compared with infrequent grazing, whereas there was no effect of grazing frequency on plant numbers of chicory or red clover."	New Zealand Journal of Agricultural Research	38	317-328	New Zealand	"Aorangi Research Station, AgResearch, Manawatu"	-40.338	175.471	Herbal leys	Herbage dry matter (HDM)	Table 4	1987	1991	4		Randomised block factorial	3	High	
2021RGHLsnow126a	2021RGHLsnow126	"J.H. Niezen, T.S. Waghorn, G.C. Waghorn, W.A.G. Charleston"	1993	Internal parasites and lamb production - a role for plants containing condensed tannins	"Three experiments were undertaken to investigate the possibility that forages containing condensed tannins (CT) may affect nematode parasite burdens and their significance in lambs. In the first trial, lambs were infected with a single dose of 15000 Osrertugiu circumcincra and 15OGQTrichosfrongylus colubriformis infective larvae. Those fed L&us pedunculatus with or without polyethylene glycol (PEG) had lower faecal egg counts, higher liveweight gains and higherfaecaldrymattersthanlambsfedryegrasswithorwithoutPEG(PcO.05).Inthe secondexperiment,lambswithalow,mixednaturalwormburdenweregrazedonsulla(Hedysurium coronurium), aCTcontaining legume, or luceme, for 28 days. Lambs drenched with anthelmintic and fed sulla grew faster than those fed luceme (32 1 v 2 iS g/day PcO.05) whilst undrenched lambs had similar growth rates on both species (250 v 220 g/day). In the third experiment, heavily parasitized lambs sired by rams selected for low faecal egg count (resistant) or conventional rams (non-resistant) were grazed on luceme or sulla for 28 days. When anthelmintic drenches were withheld, the non-resistant sired lambs grew faster on sulla than luceme (23 1 v 28 g/day; P40001), as did the resistantsiredlambs(181v72g/day;P4.00 1)respectively.Drenchednon-resistant siredlambsgrewfasteronthesullathanonlucemeand faster than the resistant sired lambs. These results suggest that forages containing condensed tannins may have an important role to play in developing lamb production systems with less reliance on anthelmintic use for parasite control. "	Proceedings of the New Zealand Society of Animal Production	53	235-238	New Zealand	"Flock House Agricultural Centre, AgResearch, Bulls"	-40.265	175.287	Herbal leys	"LWG, Faecel egg count (FEC)"	Table 1			1	28	Randomised	1	Low	Averaged LWG across non-interest treatments
2021RGHLsnow126b	2021RGHLsnow126	"J.H. Niezen, T.S. Waghorn, G.C. Waghorn, W.A.G. Charleston"	1993	Internal parasites and lamb production - a role for plants containing condensed tannins	"Three experiments were undertaken to investigate the possibility that forages containing condensed tannins (CT) may affect nematode parasite burdens and their significance in lambs. In the first trial, lambs were infected with a single dose of 15000 Osrertugiu circumcincra and 15OGQTrichosfrongylus colubriformis infective larvae. Those fed L&us pedunculatus with or without polyethylene glycol (PEG) had lower faecal egg counts, higher liveweight gains and higherfaecaldrymattersthanlambsfedryegrasswithorwithoutPEG(PcO.05).Inthe secondexperiment,lambswithalow,mixednaturalwormburdenweregrazedonsulla(Hedysurium coronurium), aCTcontaining legume, or luceme, for 28 days. Lambs drenched with anthelmintic and fed sulla grew faster than those fed luceme (32 1 v 2 iS g/day PcO.05) whilst undrenched lambs had similar growth rates on both species (250 v 220 g/day). In the third experiment, heavily parasitized lambs sired by rams selected for low faecal egg count (resistant) or conventional rams (non-resistant) were grazed on luceme or sulla for 28 days. When anthelmintic drenches were withheld, the non-resistant sired lambs grew faster on sulla than luceme (23 1 v 28 g/day; P40001), as did the resistantsiredlambs(181v72g/day;P4.00 1)respectively.Drenchednon-resistant siredlambsgrewfasteronthesullathanonlucemeand faster than the resistant sired lambs. These results suggest that forages containing condensed tannins may have an important role to play in developing lamb production systems with less reliance on anthelmintic use for parasite control. "	Proceedings of the New Zealand Society of Animal Production	53	235-238	New Zealand	"Flock House Agricultural Centre, AgResearch, Bulls"	-40.265	175.287	Herbal leys	"LWG, Faecel egg count (FEC)"	Table 2			1	28	Randomised	1	Low	Averaged LWG across non-interest treatments
2021RGHLsnow126c	2021RGHLsnow126	"J.H. Niezen, T.S. Waghorn, G.C. Waghorn, W.A.G. Charleston"	1993	Internal parasites and lamb production - a role for plants containing condensed tannins	"Three experiments were undertaken to investigate the possibility that forages containing condensed tannins (CT) may affect nematode parasite burdens and their significance in lambs. In the first trial, lambs were infected with a single dose of 15000 Osrertugiu circumcincra and 15OGQTrichosfrongylus colubriformis infective larvae. Those fed L&us pedunculatus with or without polyethylene glycol (PEG) had lower faecal egg counts, higher liveweight gains and higherfaecaldrymattersthanlambsfedryegrasswithorwithoutPEG(PcO.05).Inthe secondexperiment,lambswithalow,mixednaturalwormburdenweregrazedonsulla(Hedysurium coronurium), aCTcontaining legume, or luceme, for 28 days. Lambs drenched with anthelmintic and fed sulla grew faster than those fed luceme (32 1 v 2 iS g/day PcO.05) whilst undrenched lambs had similar growth rates on both species (250 v 220 g/day). In the third experiment, heavily parasitized lambs sired by rams selected for low faecal egg count (resistant) or conventional rams (non-resistant) were grazed on luceme or sulla for 28 days. When anthelmintic drenches were withheld, the non-resistant sired lambs grew faster on sulla than luceme (23 1 v 28 g/day; P40001), as did the resistantsiredlambs(181v72g/day;P4.00 1)respectively.Drenchednon-resistant siredlambsgrewfasteronthesullathanonlucemeand faster than the resistant sired lambs. These results suggest that forages containing condensed tannins may have an important role to play in developing lamb production systems with less reliance on anthelmintic use for parasite control. "	Proceedings of the New Zealand Society of Animal Production	53	235-238	New Zealand	"Flock House Agricultural Centre, AgResearch, Bulls"	-40.265	175.287	Herbal leys	"LWG, Faecel egg count (FEC)"	Table 3&4	1991	1991	1	28	Randomised	1	Low	Averaged LWG across non-interest treatments
2021RGHLsnow127	2021RGHLsnow127	"J.H. Niezen, T.S. Waghorn, K. Raufaut, H.A. Robertson, R.G. McFarlane"	1994	Lamb weight gain and faecal egg count when grazing one of seven herbages and dosed with larvae for six weeks	"One hundred and forty Polled Dorset lambs were randomly allocated to graze one of seven herbages (n = 2O/herbage) and either trickle dosed (n=12) with a total of 108,000 third stage gastrointestinal nematode larvae (50% Trichostrongylus colubriformis and 50% Ostertugiu circumcinctu) over 6 weeks, or undosed (n=8) and allowed to ingest any nematode larvae on pasture. After 28 days on the trial lambs dosed with larvae had higher (P-zO.OOI)faecal egg counts @EC’s) than undosed lambs but after 42 days egg counts did not differ pO.05) between dosed and undosed groups. Dosing with larvae did not significantly alter the liveweight gain (LWG). Herbage species affected LWG, being highest on lotus (Lotuspedunculutuscv Maku) and lowest on ryegrassjwhite clover(Loliumperenne/Trifolium repens), with other treatments being intermediate.
Dosed lambs grazing chicory (Chicorium intybus) had more faecal dags than any other group of lambs. Those grazing G27 redclover (Trifoliumprufense) were worst afflicted by a dermatitis type condition commonly referred to as trefoil dermatitis. Plasma pepsinogen levels differed significantly (P-&05) only between dosed and undosed groups grazing pawera red clover, ryegrass/white clover and sulla (Hedysurium coronarium).
Worm counts were undertaken on ryegrass/white cloverand sullagrazed lambs. Both dosed and undosedgroups grazing ryegrass’white clover had higher (7~0.05) abomasal worm counts than sulla grazed lambs, Intestinal worm counts were highest in dosed lambs grazing ryegrass/white clover, intermediate in the dosed lambs grazing sulla and in undosed lambs grazing ryegrasslwhite clover, and lowest in the undosed lambs grazing sulla."	Proceedings of the New Zealand Society of Animal Production	54	15-18	New Zealand	"Flock House Agricultural Centre, AgResearch, Bulls"	-40.265	175.287	Herbal leys	"LWG, Faecel egg count (FEC)"	Table 2			1	42	Randomised	1	Low	
2021RGHLsnow128	2021RGHLsnow128	"J.H. Niezen, T.S. Waghorn, W.A.G. Charleston, G.C. Waghorn"	1995	Growth and gastrointestinal nematode parasitism in lambs grazing either luceme (Medicago sativa) or sulla (Hedysarium coronarium) which contains condensed tannins	"Two grazing experiments were undertaken to evaluate the effects of sulla {Hedysarum coronarium) which contains condensed tannins (CT) and lucerne (Medicago sativa), which does not contain CT, on the performance of parasitized and non-parasitized lambs. The work was carried out near Palmerston North, New Zealand in 1992 and 1993.
Experiment 1 used lambs which were either genetically 'conventional' or 'resistant' to gastrointestinal nematodes and which had a naturally acquired heavy parasite burden (faecal egg count (FEC) 1300-2500 eggs per gram faeces (epg)). They were either drenched to remove all the parasites or remained undrenched when allocated to pure swards of either sulla or lucerne for the 28- day experimental period. Liveweight gains of drenched lambs were higher with sulla (mean 302 g/day) than with lucerne (mean 245 g/day; P < 002) and rates of gain were not reduced (P = 0-10) by genetic resistance to nematodes. Undrenched lambs had mean faecal egg counts of 1090-2220 epg after 28 days, with higher counts in lambs grazing lucerne than in those grazing sulla (P < 0-05). Lambs grazing lucerne also had a much lower average daily gain (ADG) (mean 50 g/day) than those grazing sulla (mean 206 g/day; P < 00001). Resistant lambs had reduced (P = 007) ADG in the sulla treatment only.
In Expt 2, lambs with a relatively low worm burden (average FEC 250 epg) were either drenched
to remove all worms or dosed with 20 000 Trichostrongylus colubriformis infective larvae and grazed on pure sulla or lucerne swards for 42 days. Drenched lambs had a similar liveweight gain (mean 190 g/day) and wool growth when grazing either sulla or lucerne. Undrenched lambs grazing sulla had
a greater ADG (mean 129 g/day) than those grazing lucerne (mean - 3 9 g/day; P < 00001) and a higher rate of wool growth from mid-side patches (P < 0009) and larger wool fibre diameter (P < 005) than those grazing lucerne. Undrenched lambs grazing sulla had lower FECs (P < 0'05) on days 14, 21, 35 and 42 than those grazing lucerne and lower (P < 005) Trichostrongylus colubriformis worm burdens at slaughter. Undrenched lambs had less perineal faecal contamination when grazing sulla rather than lucerne. Parasite-induced anorexia was evident in the lambs grazing lucerne but not in those grazing sulla.
These findings demonstrate that the performance of lambs infected with nematode parasites can vary substantially when given feeds of a similar chemical composition. The superior performance of lambs grazing sulla was probably caused by condensed tannins, which decrease protein degradation in the rumen and can increase post-ruminal protein availability."	Journal of Agricultural Science	125	281-289	New Zealand	"Flock House Agricultural Centre, AgResearch, Bulls"	-40.265	175.287	Herbal leys	"LWG, WG, FEC"	Table 4	1992	1992	1	42	Randomised	1	Low	Extracted lamb FEC data from figure and averaged across sampling
2021RGHLsnow129a	2021RGHLsnow129	"T.H. Terrill, G.B.Douglas, A.G. Foote, R.W. Purchas, G.F. Wilson, T.N. Barry"	1992	"Effect of condensed tannins upon body growth, wool growth and rumen metabolism in sheep grazing sulla (Hedysarum coronarium) and perennial pasture"	"Areas of sulla {Hedysarum coronarium) and pasture (Lolium perenne/Trifolium repens/Holcus lanatus) were grazed by young sheep (29-5-34-8 kg initial liveweight) in four experiments, and effects upon body growth, wool growth and rumen metabolism were measured.
Sulla contained 40-50 g condensed tannins (CT)/kg DM, whilst the pasture contained small amounts of CT (2-6 g/kg DM). After chewing during eating, a lower proportion of total CT was readily extractable and greater proportions were protein-bound and fibre-bound. Nutritional effects attributable to CT were assessed by oral administration of polyethylene glycol (PEG), which binds and inactivates CT, to half the animals grazing each forage. Rates of body growth were consistently higher for lambs grazing sulla than those grazing pasture, with the CT concentration in sulla being neither stimulatory or inhibitory to body growth or voluntary feed intake (VFI). The action of CT reduced carcass fatness in sheep fed both diets, in the one experiment where this was measured. CT present in both sulla and pasture decreased rumen ammonia concentration and decreased molar proportions of iso-butyrate and iso and w-valerate. During spring and early summer, when wool growth rates were highest, CT present in both pasture and sulla increased wool growth rate; when wool growth rates were low during winter, CT had no effect upon the wool growth of sheep grazing either forage. Numbers of protozoa and molar proportions of w-butyrate in rumen fluid were increased by CT in sheep grazing sulla but not pasture.
It was concluded that the higher rates of body growth and VFI in lambs grazing sulla was most likely to be due to its very high ratio of readily fermentable: structural carbohydrate. Nutritional effects due to CT need to be established using plants with intermediate CT concentrations (10-20 g/kg DM), when grazed by sheep in physiological states where protein supply is more likely to limit productivity."	Journal of Agricultural Science	119	265-273	New Zealand	"Soil Conservation Centre, DSIR, Aokautere, Palmerston North"	-40.37	175.661	Herbal leys	Liveweight gain (LWG)	Table 3	1989	1989	1	25	Not specified	1	Low	Averaged yield across non-interest treatments
2021RGHLsnow129b	2021RGHLsnow129	"T.H. Terrill, G.B.Douglas, A.G. Foote, R.W. Purchas, G.F. Wilson, T.N. Barry"	1992	"Effect of condensed tannins upon body growth, wool growth and rumen metabolism in sheep grazing sulla (Hedysarum coronarium) and perennial pasture"	"Areas of sulla {Hedysarum coronarium) and pasture (Lolium perenne/Trifolium repens/Holcus lanatus) were grazed by young sheep (29-5-34-8 kg initial liveweight) in four experiments, and effects upon body growth, wool growth and rumen metabolism were measured.
Sulla contained 40-50 g condensed tannins (CT)/kg DM, whilst the pasture contained small amounts of CT (2-6 g/kg DM). After chewing during eating, a lower proportion of total CT was readily extractable and greater proportions were protein-bound and fibre-bound. Nutritional effects attributable to CT were assessed by oral administration of polyethylene glycol (PEG), which binds and inactivates CT, to half the animals grazing each forage. Rates of body growth were consistently higher for lambs grazing sulla than those grazing pasture, with the CT concentration in sulla being neither stimulatory or inhibitory to body growth or voluntary feed intake (VFI). The action of CT reduced carcass fatness in sheep fed both diets, in the one experiment where this was measured. CT present in both sulla and pasture decreased rumen ammonia concentration and decreased molar proportions of iso-butyrate and iso and w-valerate. During spring and early summer, when wool growth rates were highest, CT present in both pasture and sulla increased wool growth rate; when wool growth rates were low during winter, CT had no effect upon the wool growth of sheep grazing either forage. Numbers of protozoa and molar proportions of w-butyrate in rumen fluid were increased by CT in sheep grazing sulla but not pasture.
It was concluded that the higher rates of body growth and VFI in lambs grazing sulla was most likely to be due to its very high ratio of readily fermentable: structural carbohydrate. Nutritional effects due to CT need to be established using plants with intermediate CT concentrations (10-20 g/kg DM), when grazed by sheep in physiological states where protein supply is more likely to limit productivity."	Journal of Agricultural Science	119	265-273	New Zealand	"Soil Conservation Centre, DSIR, Aokautere, Palmerston North"	-40.37	175.661	Herbal leys	"LWG, WG"	Table 3	1989	1989	1	70	Not specified	1	Low	Averaged yield across non-interest treatments
2021RGHLsnow129c	2021RGHLsnow129	"T.H. Terrill, G.B.Douglas, A.G. Foote, R.W. Purchas, G.F. Wilson, T.N. Barry"	1992	"Effect of condensed tannins upon body growth, wool growth and rumen metabolism in sheep grazing sulla (Hedysarum coronarium) and perennial pasture"	"Areas of sulla {Hedysarum coronarium) and pasture (Lolium perenne/Trifolium repens/Holcus lanatus) were grazed by young sheep (29-5-34-8 kg initial liveweight) in four experiments, and effects upon body growth, wool growth and rumen metabolism were measured.
Sulla contained 40-50 g condensed tannins (CT)/kg DM, whilst the pasture contained small amounts of CT (2-6 g/kg DM). After chewing during eating, a lower proportion of total CT was readily extractable and greater proportions were protein-bound and fibre-bound. Nutritional effects attributable to CT were assessed by oral administration of polyethylene glycol (PEG), which binds and inactivates CT, to half the animals grazing each forage. Rates of body growth were consistently higher for lambs grazing sulla than those grazing pasture, with the CT concentration in sulla being neither stimulatory or inhibitory to body growth or voluntary feed intake (VFI). The action of CT reduced carcass fatness in sheep fed both diets, in the one experiment where this was measured. CT present in both sulla and pasture decreased rumen ammonia concentration and decreased molar proportions of iso-butyrate and iso and w-valerate. During spring and early summer, when wool growth rates were highest, CT present in both pasture and sulla increased wool growth rate; when wool growth rates were low during winter, CT had no effect upon the wool growth of sheep grazing either forage. Numbers of protozoa and molar proportions of w-butyrate in rumen fluid were increased by CT in sheep grazing sulla but not pasture.
It was concluded that the higher rates of body growth and VFI in lambs grazing sulla was most likely to be due to its very high ratio of readily fermentable: structural carbohydrate. Nutritional effects due to CT need to be established using plants with intermediate CT concentrations (10-20 g/kg DM), when grazed by sheep in physiological states where protein supply is more likely to limit productivity."	Journal of Agricultural Science	119	265-273	New Zealand	"Soil Conservation Centre, DSIR, Aokautere, Palmerston North"	-40.37	175.661	Herbal leys	"LWG, WG"	Table 3	1990	1990	1	53	Not specified	1	Low	Averaged yield across non-interest treatments
2021RGHLsnow130	2021RGHLsnow130	"B.R. Min, W.C. McNabb, T.N. Barry, P.D. Kemp, G.C. Waghorn, M.F. McDonald"	1999	The effect of condensed tannins in Lotus cornioculatus upon reproductive efficiency and wool production in sheep during late summer and autumn 	"A grazing experiment, conducted for 55 days (from 4 March to 29 April) in the late summerautumn of 1997, at Massey University, Palmerston North, New Zealand, compared the reproductive efficiency and wool growth of ewes grazing Lotus corniculatus (birdsfoot trefoil) or perennial ryegrass (Lolium perenne)white clover (Trifolium repens) dominant pasture (pasture). Half the ewes grazing each forage were given daily oral polyethylene glycol (PEG : molecular weight 3500) supplementation to inactivate the condensed tannins (CT) in lotus. A rotational grazing system with 200 mixed age ewes (54n2p0n88 kgewe; 50 ewestreatment) was used.
The effect of forage species and PEG supplementation upon voluntary feed intake (VFI), concentration of plasma metabolites, reproductive efficiency, wool production and wool charac- teristics was measured during two synchronized oestrous cycles. The ewes were restricted to maintenance feeding for the first 12 days of each oestrous cycle and then increased to ad libitum for the 6 days prior to and including ovulation. Lotus contained 17 g total CTkg dry matter (DM) in the diet selected. There were only trace amounts of total CT in pasture. In vitro organic matter digestibility (OMD) was higher for lotus (0n82 v. 0n74) than for pasture, whilst lotus contained less nitrogen (N; 37n8 v. 44n5 gkg OM).
Mean ovulation rates (OR) for CT-acting and PEG sheep grazing pasture and lotus were respectively 1n33 v. 1n35 and 1n78 v. 1n56, with corresponding lambing percentages being 1n36 v. 1n36 and 1n70 v. 1n42. Fecundity (number of corpora luteaewe ovulating) was greater for ewes grazing lotus than pasture (P 􏰊 0n01), and tended to be greater for CT-acting than for PEG sheep grazing lotus (P l 0n06). In unsupplemented sheep, ewes grazing lotus had increased plasma concentrations of branched chain amino acids (BCAA; 57%) and essential amino acids (EAA; 52%) compared to ewes grazing pasture.
In ewes grazing pasture, PEG administration had no effect on plasma concentrations of urea and free amino acids, VFI, reproductive efficiency and wool production. However, in sheep grazing lotus, plasma concentrations of urea were significantly lower and concentrations of most amino acids were significantly higher for CT-acting than for PEG supplemented ewes (CT not acting); there was no difference in VFI between these two groups. Compared to ewes grazing pasture, ewes grazing lotus had similar VFI but produced more wool with longer staples and thicker fibre diameter, with there being no effect of PEG supplementation.
It was concluded that feeding lotus increased the efficiency of both reproduction and wool production without an increase in VFI, and that a possible cause was the action of CT in increasing plasma EAA and especially BCAA concentration."	Journal of Agricultural Science	132	323-334	New Zealand	"Massey University, Palmerston North "	-40.381	175.614	Herbal leys	"LWG, WG"	Table 7	1997	1997	1	85	Factorial	1	Low	Averaged yield across non-interest treatments
2021RGHLsnow132	2021RGHLsnow132	"Y. Wang, G.B.Douglas, G.C. Waghorn, T.N. Barry, A.G. Foote, R.W. Purchas"	1996	Effect of condensed tannins upon the performance of lambs grazing Lotus corniculatus and lucerne (Medicago sativa) 	"A grazing experiment, conducted for 22 weeks in 1992/93 at Aorangi Research Station, AgResearch Grasslands, Manawatu, New Zealand, compared the productivity of weaned lambs grazing Lotus corniculatus (birdsfoot trefoil) and lucerne {Medicago sativa). Effects of condensed tannins (CT) in lotus were evaluated by studying the responses of lambs to twice daily oral supplementation with polyethylene glycol (PEG). A rotational grazing system with restricted feed allowance was used. Measurements were made of pre- and post-grazing herbage mass, the composition of the feed on offer and diet selected, voluntary feed intake (VFI), liveweight gain (LWG), carcass growth, wool growth and the concentration of metabolites in rumen fluid. For both lotus and lucerne swards, the diet selected was mainly leaf. Lotus contained 34 g total CT/kg dry matter in the diet selected, whilst there were essentially no CT in lucerne. Compared to lambs grazing lucerne, lambs grazing lotus had slightly lower VFI, and higher LWG, carcass weight gain, carcass dressing-out percentage and wool growth. PEG supplementation had no effect on these measurements or upon the composition of rumen fluid in lambs grazing lucerne. However, in lambs grazing lotus, PEG supplementation reduced wool growth (109 v. 121 g/day), slightly reduced LWG (188 v. 203 g/day), increased rumen ammonia concentration, and increased the molar proportions of /.so-butyric, iso- valeric and n-valeric acids and protozoa numbers in rumen fluid. PEG supplementation did not affect carcass gain, carcass fatness or the molar proportion of rumen acetic, propionic or n-butyric acids in lambs grazing lotus. It was concluded that the principal effect of CT in growing lambs grazing lotus was to increase wool growth without affecting VFI, thereby increasing the efficiency of wool production, that the greater rate of carcass gain of lambs grazing lotus than those grazing lucerne was mainly caused by factors other than CT and that CT did not affect the rumen fermentation of carbohydrate to major volatile fatty acids."	Journal of Agricultural Science	126	87-98	New Zealand	"Aorangi Research Station, AgResearch, Manawatu"	-40.338	175.471	Herbal leys	"LWG, WG"	Table 4	1992	1993	1	154	Factorial	1	Low	Averaged yield across non-interest treatments
2021RGHLsnow133	2021RGHLsnow133	N.A. Cullen	1965	A comparison of the yield and composition of various mixtures of lucerne and grass sown in alternate rows with lucerne sown as a pure stand	"Various lucerne (Medicago sativa L.)/grass associations were com- pared with lucerne sown alone over a three-year period on high-fertility soil at Invermay Research Station. Companion grasses induded cocks- foot (Dactylis glomerata L.). timothy (Phlellm pratellse L.), perennial ryegrass (Lo/illm perelllle L.), short-rotation ryegrass (Lotillm perenne
X L. milltijlorum). phalaris (Phalaris tllberosa L.), meadow fescue (Festllca pratellsis Huds.), tall fescue (Festllca arundinacea Schreb.),
and prairie grass (Bronllls catharticlls V ah!.).
All mixtures out-yielded lucerne sown alone in the first year, but differe:1ces in yield were small thereafter. The inclusion of a companion grass helped to control weeds except in the phalaris treatment.
Although all the grasses had some merit, cocksfoot and tall fescue were considered superior to the others. Mixtures of lucerne with cocks- foot and tall fescue were more productive in winter than lucerne alone, weed control was good, and the balance of lucerne and grass was satis- factory. In the first year the grass was the dominant component of both mixtures: in the second year ""yields were similar from lucerne and grass, while in the final year lucerne contributed the greater portion of the herbage.
It is considered that more use could be made of these mixtures where conditions are similar to those of Invermay Research Station."	New Zealand Journal of Agricultural Research	8	613-624	New Zealand	"Invermay Research Station (now AgResearch Invermay), Mosgiel, Otago"	-45.859	170.387	Herbal leys	Herbage dry matter (HDM)	Table 3	1957	1960	3		Randomised block	3	High	Averaged yield across years
2021RGHLsnow134	2021RGHLsnow134	N.A. Thomson	1977	Factors affecting animal production: intake and utilization by ewes grazing grass/clover and lucerne pastures 	"The total productivity from a ewe/lamb system on grass/clover and luccrne pastures stocked at 15 and 20 ewes/ha, respectively, over a 12-month period was compared. Intensive monitoring of yield, botanical, and chemical composition of total available and residual pasture enabled factors associated with production efficiency -
      i.e., intake and utilization - to be determined and factors critically affecting these identified.
  Lucerne pastures produced iess iiveweighr of iambihecrare at weaning (lucerne 552 and grass/clover 583 kg/ha) but more wool (lucerne 95 and grass/clover 70 kg greasy wool/ha) from an in- creased annual DM production of 7000 kg/ha above 13 040 kg DM/ ha produced from grass/clover.
The single grazing utilization of pasture during lactation (grass/ clover 53%, lucerne 63%) was relatively high compared with utiliza- tion recorded during maintenance (grass/clover 61%, lucerne 57%) considering the apparent intakes (grass/clover 2 x and lucerne 2.2~ maintenance) and lamb growth recorded. High utilization of pastures whilst meeting the high nutrient rcquircments of lacta- tion was attributed to the high digestibility and proportion of green matter of pasture during this period compared with low values during maintenance.
Apparent intake of ewes grazing grass/clover pasture was corre- lated with yield of green matter (r = 0.85) and percentage green (r = 0.57) in available pasture. On lucerne, apparent intake was
not correlated with green vield but vield of DOM (r = 0.61) and % DOM (r = 0.61) .- .
High selection by ewes for green matter resulted in the composi- tion of intakes being similar in percentage green matter on both pasture types irrespective of physiological state of the animal or composition of available pasture.
The composition of pasture and the percentages of DOM and of green matter were found to be critical factors all’ccting intake and utilization and the overall production eficiency of ewe/lamb pas- toral system."	Proceedings of the New Zealand Grassland Association	39	86-97	New Zealand	"Lincoln University, Canterbury "	-43.639	172.457	Herbal leys	"HDM, LWG, WG"	Table 1	1975	1976	1	365	Factorial	1	Low	Convert liveweight gain from kg/head to g/day. Convert wool production from kg/ha to g/day
2021RGHLsnow136a	2021RGHLsnow136	"K.T. Jagusch, D.M. Duganzich, G.W. Winn, P.V. Rattray"	1981	The effect of season of the year and pasture allowance on the growth of lambs fed different pasture species 		Proceedings of the New Zealand Society of Animal Production	41	117-118	New Zealand	"Ruakura Agricultural Research Station (now AgResearch Ruakura Research Centre), Hamilton"	-37.774	175.309	Herbal leys	Liveweight gain (LWG)	Table 1	1979	1979	1	28	Not specified	1	Low	
2021RGHLsnow136b	2021RGHLsnow136	"K.T. Jagusch, D.M. Duganzich, G.W. Winn, P.V. Rattray"	1981	The effect of season of the year and pasture allowance on the growth of lambs fed different pasture species 		Proceedings of the New Zealand Society of Animal Production	41	117-118	New Zealand	"Ruakura Agricultural Research Station (now AgResearch Ruakura Research Centre), Hamilton"	-37.774	175.309	Herbal leys	Liveweight gain (LWG)	Table 1	1980	1980	1	28	Not specified	1	Low	
