UID	Source Availability	Reference Type	Citation	Year	Author/Creator	Title	Journal Title/Series Title/Book/Conference	Place Published	Publisher	Thesis - Type of Qualification	Doi	ISSN/ISBN	URL	Volume	Issue	Pages	Abstract/Study Aims	University of Oxford Estate Area(s)	University of Oxford Estate Area(s) Specific	Habitat	Number of Study Sites	Coodinates (DD)	Study Start Date	Study End Date	Study Season(s) (If Applicable)	Biodiversity Measurement Indicator	Biodiversity Measurement (Taxon)	Type of Biodiversity Measurement	Time Series Data Set (2+)	Soil organic carbon
Thomas_1987_WDA	Oxford University (Other)	Miscellaneous	Thomas, D.E. (1987). Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976. Evaluative Report for Wytham Management Committee, 23 pp.. 	1987	Thomas, D.E.	Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976	Evaluative Report for Wytham Management Committee		Unpublished							23 pp.	This report examines recent (1976-87) ecological research carried out in Wytham Woods. It concentrates on how this work has increased understanding of communities and shows that Wytham Woods is, and is likely to remain, a focus for this type of study.  Whether communities consist of tightly linked groups of species or not is a major ecological controversy Work In Vytham Woods has not looked at communities specifically but rather has concentrated on certain species and habitats. Nevertheless it is possible to analyse the results for the type and extent of linkages found within communities. The type of linkages observed include competition, herbivory, scavenging, predation and parasitism, whilst their strength varies from hardly detectable to strong enough to regulate populations.  The most intensively studied species, such as the winter moth and great tit, have revealed the greatest number and strongest links. This suggests that the more a community is studied, the more links will be found. Results also show that mere assemblages are rare occurrences if in fact they exist at all. The report therefore recommends further studies on community structure and suggests that all communities consist of groups of species which interact to varying degrees.  	Wytham Estate	Wytham Wood (unspecified);Brogden's Belt	Woodland		51.76980382,-1.329488932	1976	1987	Not Reported	Birds	Operophtera brumata;Parus palustris;Parus ater;Parus montanus;Parus major;Cyanistes caeruleus;Tawny owl	Community Composition	No	No
Thomas_1987_WDA	Oxford University (Other)	Miscellaneous	Thomas, D.E. (1987). Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976. Evaluative Report for Wytham Management Committee, 23 pp.. 	1987	Thomas, D.E.	Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976	Evaluative Report for Wytham Management Committee		Unpublished							23 pp.	This report examines recent (1976-87) ecological research carried out in Wytham Woods. It concentrates on how this work has increased understanding of communities and shows that Wytham Woods is, and is likely to remain, a focus for this type of study.  Whether communities consist of tightly linked groups of species or not is a major ecological controversy Work In Vytham Woods has not looked at communities specifically but rather has concentrated on certain species and habitats. Nevertheless it is possible to analyse the results for the type and extent of linkages found within communities. The type of linkages observed include competition, herbivory, scavenging, predation and parasitism, whilst their strength varies from hardly detectable to strong enough to regulate populations.  The most intensively studied species, such as the winter moth and great tit, have revealed the greatest number and strongest links. This suggests that the more a community is studied, the more links will be found. Results also show that mere assemblages are rare occurrences if in fact they exist at all. The report therefore recommends further studies on community structure and suggests that all communities consist of groups of species which interact to varying degrees.  	Wytham Estate	Wytham Wood (unspecified);Brogden's Belt	Woodland		51.768935,-1.329199	1976	1987	Not Reported	Insects	Operophtera brumata;Parus palustris;Parus ater;Parus montanus;Parus major;Cyanistes caeruleus;Tawny owl	Community Composition	No	No
Thomas_1987_WDA	Oxford University (Other)	Miscellaneous	Thomas, D.E. (1987). Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976. Evaluative Report for Wytham Management Committee, 23 pp.. 	1987	Thomas, D.E.	Developments in the study of community structure in Wytham Woods, Oxfordshire since 1976	Evaluative Report for Wytham Management Committee		Unpublished							23 pp.	This report examines recent (1976-87) ecological research carried out in Wytham Woods. It concentrates on how this work has increased understanding of communities and shows that Wytham Woods is, and is likely to remain, a focus for this type of study.  Whether communities consist of tightly linked groups of species or not is a major ecological controversy Work In Vytham Woods has not looked at communities specifically but rather has concentrated on certain species and habitats. Nevertheless it is possible to analyse the results for the type and extent of linkages found within communities. The type of linkages observed include competition, herbivory, scavenging, predation and parasitism, whilst their strength varies from hardly detectable to strong enough to regulate populations.  The most intensively studied species, such as the winter moth and great tit, have revealed the greatest number and strongest links. This suggests that the more a community is studied, the more links will be found. Results also show that mere assemblages are rare occurrences if in fact they exist at all. The report therefore recommends further studies on community structure and suggests that all communities consist of groups of species which interact to varying degrees.  	Wytham Estate	Wytham Wood (unspecified);Brogden's Belt	Woodland		51.76980382,-1.329488932	1976	1987	Not Reported	Insects	Operophtera brumata;Parus palustris;Parus ater;Parus montanus;Parus major;Cyanistes caeruleus;Tawny owl	Community Composition	No	No
Thomas_1992_WDA	Oxford University (Other)	Dataset	Thomas, R., Porter, K., Garnett, S., Gibson, C., Savill, P. (1992). Tree survey 1991-1992 	1992	Thomas, R., Porter, K., Garnett, S., Gibson, C., Savill, P.	Tree survey 1991-1992 												Wytham Estate	Wytham Wood (unspecified)	Grassland;Woodland		51.768935,-1.329199	1991	1991	Summer	Non-Vascular plants		Other	No	Yes
Thomas_1992_WDA	Oxford University (Other)	Dataset	Thomas, R., Porter, K., Garnett, S., Gibson, C., Savill, P. (1992). Tree survey 1991-1992 	1992	Thomas, R., Porter, K., Garnett, S., Gibson, C., Savill, P.	Tree survey 1991-1992 												Wytham Estate	Wytham Wood (unspecified)	Grassland;Woodland		51.768935,-1.329199	1991	1991	Summer	Vascular plants		Other	No	Yes
Thomas_1992_WDA	Solo (Print)	Journal Article	Thomas, R.C., Kirby, K.J. (1992). Seventeen years of change in the structure and composition of Wytham Woods (Oxfordshire). Aspects of applied biology, 29(49-55. 	1992	Thomas, R.C., Kirby, K.J.	Seventeen years of change in the structure and composition of Wytham Woods (Oxfordshire)	Aspects of Applied Biology							29		49-55	Preliminary results from re-recording 164 permanent 10 x 10 m plots in Wytham Woods (Oxfordshire, established between 1973-1976 ( the Dawkins plots)) in 1991 show changes in tree, shrub and ground layers since establishment of the plots in 1974. Rubus fruticosus agg. (bramble) has declined greatly in abundance, probably because of browsing by deer. Some plots show large declines in ground flora diversity as plantations have grown and the canopy has closed; other plots have increased in richness where rides have been widened. There is a need for more long-term studies of woodland to separate cyclical changes in local species occurrence from long-term changes in a wood as a whole.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1991	1991	Not Reported	Vascular plants	Rubus fruticosus;Urtica dioica	Abundance;Richness	Not Reported	Not Reported
Todd_1949_WDA	Solo (Digital)	Journal Article	Todd, V. (1949). The habits and ecology of the British harvestmen (Arachnida, Opiliones), with special reference to those of the Oxford district. Journal of Animal Ecology, 209-229. 10.2307/1600	1949	Todd, V.	The habits and ecology of the British harvestmen (Arachnida, Opiliones), with special reference to those of the Oxford district	Journal of Animal Ecology				10.2307/1600					209-229	1. The twenty-one British species of harvestmen have all been found in the Oxford district with the exception of Nelima silvatica. Seventeen of them have been found in Wytham Woods, Berkshire, where the main research was done. 2. There are three main types of life history found among the harvestmen. They may be found all the year round and have an overlap of the generations (e.g. Nemastoma lugubre); or they may be annuals which die before their eggs hatch. Of the annuals some hatch in the autumn and overwinter as immature forms (e.g. Platybunus triangularis and Megabunus diadema); others, including the majority of species, emerge in the spring and die off at the end of the autumn. 3. The numbers of harvestmen are never very large. In June, a maximum number of approximately 50 may be found in a square metre ground layer in deciduous woodland. The maximum biomass is found in July when there were more than 200 mg. of harvestmen per square metre in this habitat. 4. There are three main woodland species in Wytham Woods: Nemastoma lugubre found on the ground layer, Oligolophus tridens on the ground and field layer and Leiobunum rotundum on the tree trunks. 5. There is usually microhabitat separation in space and time, or both, of closely allied species of the same genus. 6. Harvestmen are most active at night. This activity is correlated with the decrease in light intensity, increase in relative humidity and decrease in temperature in the wood. 7. L. rotundum leaves the tree trunks at night and feeds on the field layer. It hunts on the under surface of Mercurialis perennis leaves. 8. There was found to be a strong correlation between the humidity preference of the species as tested in the laboratory and their stratification in oak woodland.	Wytham Estate	Wytham Wood (unspecified)	Wetlands;Grassland;Parks and Gardens;Woodland		51.768935,-1.329199	1946	1947	All Year	Arachnids	Trogulus tricarinatus;Anelasmocephalus cambridgei;Nemastoma lugubre;Nemastoma chrysomelas;Homalenotus quadridentatus;Leiobunum rotundum;Leiobunum blackwalli;Nelima silvatica;Mitopus morio;Oligolophus tridens;Oligolophus agrestis;Oligolophus hanseni;Oligolophus meadei;Odiellus palpinalis;Odiellus spinosus;Lacinius ephippiatus;Phalangium opilio;Opilio parietinus;Opilio saxatilis;Platybunus triangularis;Megabunus diadema	Abundance	Yes	No
Varley_1974_WDA	Solo (Print)	Book	Varley, G.C., Gradwell, G.R., Hassell, M.P. (1973). Insect population ecology: an analytical approach, 212 pp.. 	1973	Varley, G.C., Gradwell, G.R., Hassell, M.P.	Insect population ecology: an analytical approach		Oxford	Blackwell Scientific Publications			632080507				212 pp.	Expressing propulation changes; density dependent processes affecting cultures of single species; composititions between species for a limited resouce; parasites and predatrs; climate and weather; life tables and their use in population chages of some forest insects; biological control.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1950	1956	Spring;Summer;Winter	Insects	Operophtera brumata	Community Composition;Other	No	No
Watt_1983	External	Miscellaneous	Watt, T.A., Kirby, K.J. (1983). Wytham Meads SSSI.  21 pp.. 	1983	Watt, T.A., Kirby, K.J.	Wytham Meads SSSI			Unpublished							21 pp.	A survey of ditches of Wytham Hill SSSI. 1. The survey has confirmed that the botanical interest of the fields is restricted to 5a and 13a. The justification for including other fields within the SSSI is their value as a "buffer zone" protecting the quality of the water flowing into the ditches. 2. The western boundary is illogical: ditch section la contains Hottonia and many of the other species found further east within the SSSI. The boundary cats straight across a field. We suggest that all of ditch 1 should be included. If Field 2a on the eastern edge is also to be included a detailed survey of this is required, but the information presently available suggests that the field is of only limited interest. 3. There is variation in the composition and structure of the plant communities found along different ditch sections which is related to the ditch size and its recent management history. 4. We believe that there is a case for cleaning out Ditch 4 to maintain the cyclical succession from open conditions to dense emergents which is a feature of ditch systems. The best way and time to do this would need to be discussed as well as whether some of the tributary ditches should be cleaned at the same time. 5. We cannot say whether management of the fields or ditches and particularly any recent changes in management have had a significant effect on the nature conservation value of the site. We did note minor damage to a thirty metre section of the north bank of Ditch 5 resulting from careless straw burning in field 4. This field has now been sown to grass but may be returned to cereals in a few years time	Wytham Estate	Wytham Hill	Grassland;Stream		51.77104859,-1.336246161	1983	1983	Summer	Vascular plants	Agtrostis stolonifera var. palustri;Alisma plantago-aquatica;Angelica sylvestris;Apium nodiflorum;Berula erecta;Callitriche;Caltha palustris;Carex riparia ;Eleocharis palustris;Epilobium hirsutum;Equisetum  fluviatile ;Equisetum palustre;Eupatorium cannabinun;Fillipendula ulmaria;Glyceria maxima;Hottonia palustris;Hypericum tetrapterum ;Iris pseudacorus;Juncus inflexus;Lychnis flos-cuculi;Lycopus europaeus;Lysimachia vulgaris ;Lythrum salicaria;Mentha aquatica;Myosotis scorpiodes;Myosoton aquaticum ;Myriophyllum sp.;Nuphar lutea;Nymphaea alba;Oenanthe fistulosa;Phalaris arundinacea;Phragmites communis;Ranunculus Batrachtum?tricophyllus;Ranunculus lingua;Rorippa nasturtium aquaticum;Rumex hydrolapathum;Sagittaria sagittifolia;Salix cinerea;Salix fragilis;Schoenoplectus lacustris;Scrophularia aquatica;Scutellaria alerteulata;Sium latifolium;Solanum dulcamara;Sparganium erectum ;Stachys palustris;Typha latifolia;Valeriana afficinalis ;Veronica beccabunga;;Achillea ptarmica;Alliaria petiolata;Alopecurus pratensis ;Anthriscus rlvestris;Arctium sp.;Arrhenatherus elattus;Bellis perennis;Bromus mollis;Bromus sterilis;Bryonia dioica;Cardamine pratensis;Carex flacca;Carex ?obtrubas;Carex pendula;Cerastium halosteoides;Cirsium arvense;Cirsium vulgare;Crataegus monogyna;Dactylis glomerata;Deschampsia cespitosa;Festuca arundinacea ;Festuca rubra;Fraxinus excelsior;Galium aparine;Galium ?uliginosum;Glechoma hederaces;Holcus lanatus;Humulus lupulus;Juncus effusus;Lamium album;Lysimachia nummularia;Matricaria matricarioides;Plantago major;Poa annua;Poa trivialis ;Polygonum convoluta;Potentilla anserina;Potentilla reptans;Primula veris;Prunus spinosa;Ranunculus acris;Ranunculus ficaria;Ranunculus repens;Ribes sp.;Rosa sp.;Rubus fruticosus ;Rumex acetosa;Rumes crispus;Senecio jacobaea;Senecio squalidus;Sonchus ? arvensis;Stachys sylvatica;Stellaria graminea;Symphytum officinale;Taraxacum officinale;Thalictrum flavum;Thelycrania sanguinea;Trifolium pratense;Trifolium repens;Urtica dioica;Vicia cracca	Community Composition	No	No
Watts_1970_WDAa	Solo (Digital)	Journal Article	Watts, C.H.S. (1970). Long distance movement of Bank voles and Wood mice. Journal of Zoology, 161(2) 247-256. 10.1111/j.1469-7998.1970.tb02039.x	1970	Watts, C.H.S.	Long distance movement of Bank voles and Wood mice	Journal of Zoology				10.1111/j.1469-7998.1970.tb02039.x			161	2	247-256	Between November 1963 and October 1965 the long distance movements of Bank voles and Wood mice within an almost isolated 26 ha deciduous woodlot were studied by live trapping at approximately monthly intervals. Dispersal was most marked in juvenile Bank voles where most of the males and about half the females under 13 g, when released and later recaptured, had dispersed. Dispersal of juvenile Wood mice did not occur after September, before which time the evidence was sparse and inconclusive. It was estimated that about 6% of adult maleand 2% of adult female Bank voles dispersed. Little dispersal of adult Wood mice took place. The term `transient' is discussed. True transients in the ‚Äúonce‚Äêcaught' category are thought to be few. There was no evidence that the trappable population of either species included a significant number of non‚Äêresident individuals.	Wytham Estate	Marley Plantation/Marley Wood	Woodland		51.76190392,-1.3003382	1963	1965	All Year	Mammals	Clethrionomys glareolus	Population Density	Yes	No
Whittaker_1969_WDA	Solo (Print)	Journal Article	Whittaker, J.B. (1969). Quantitative and habitat studies of the frog-hoppers and leaf-hoppers (Homoptera, Auchenorhyncha) of Wytham Woods, Berkshire. The Entomologist's monthly magazine, 105(27-37. 	1969	Whittaker, J.B.	Quantitative and habitat studies of the frog-hoppers and leaf-hoppers (Homoptera, Auchenorhyncha) of Wytham Woods, Berkshire	The Entomologist'S Monthly Magazine							105		27-37		Wytham Estate	Upper Seeds	Grassland		51.77012495,-1.332787491	1964	1965	Summer	Insects	Stenocranus minutus;Laodelphax elegantulus;Neophilaenus lineatus ;Philaenus spumarius;Cicaduta persimilis;Arthaldeus pascuellus;Aphrodes albifrons;Dikraneura mollicula ;Mocydia crocea;Megophthalmus scanicus;Erythroneura parvula;Deltocephalus coronifer ;Aphrophora alni;Javesella pellucida;Evacanthus interruptus;Zygina scutellaris ;Aphrodes bicinctus;Agallia consobrina;Rhopalopyx adumbrata;Dicranotropis hamata;Macropsis ?fuscula ;Doratura stylata;Adarrus multinotatus;Diplocolenus abdominalis ;Allygidius commutatus;Macustus grisescens;Eupteryx notata;Ribautiana tenerrima;Evacanthus acuminatus	Abundance	No	No
Whittaker_1971_WDA	Solo (Digital)	Journal Article	Whittaker, J.B. (1971). Population changes in Neophilaenus lineatus (L.)(Homoptera: Cercopidae) in different parts of its range. Journal of Animal Ecology, 425-443. 10.2307/3253	1971	Whittaker, J.B.	Population changes in Neophilaenus lineatus (L.)(Homoptera: Cercopidae) in different parts of its range	Journal of Animal Ecology				10.2307/3253					425-443	(1) Changes in two populations of Neophilaenus lineatus (L.) near to the edge of their range in the Pennine Hills (Moor House) are compared with those in a population in lowland, southern England (Upper Seeds, Wytham Woods). The upland populations have been studied for 9 years and the lowland one for 6. (2) The Upper Seeds population was more stable (coefficient of variation 47.5) than the Moor House ones (coefficient of variation 91.5). (3) The techniques of Morris (1963) and Varley & Gradwell (1960) were used to detect regulatory processes in the populations. (4) The nymphal mortality at Moor House was not detectably density-dependent. In the Upper Seeds population it was inversely density-dependent. (5) The adult mortality at Moor House was not detectably density-dependent. At Upper Seeds it was directly density-dependent. Verrallia aucta, a dipteran parasitoid, increased this density-dependence. (6) At Moor House, the generation mortality was not detectably density-dependent. At Upper Seeds, the directly density-dependent mortality of the adults more than compensated for the inverse density-dependent mortality of the nymphs so that the generation mortality was density-dependent. (7) Major changes from one generation to the next were caused by the weather conditions at the end of the season. At Moor House, these could prevent the complete laying of one batch of eggs; at Upper Seeds they determined whether one, two or three batches were laid. (8) The two Moor House populations showed parallel changes in every year from 1961 to 1967. In 1967 the density of one of them was experimentally reduced. In the subsequent 2 years the two populations have remained significantly different in density. The low density population has not yet adjusted to the effects of being disturbed. (9) The fringe population at Moor House was poorly regulated. Local extinctions of N. lineatus occur here. The population of N. lineatus at Upper Seeds is well within the range of the species and appears to be well regulated.	Wytham Estate	Upper Seeds	Grassland		51.77012495,-1.332787491	1964	1969	Not Reported	Insects	Neophilaenus lineatus	Population Density	Yes	No
Williams_1991_WDA	Solo (Digital)	Journal Article	Williams, T. (1991). Ubiquitous occurrence of Simulium posticatum (Diptera) in rivers around Oxford. Entomologist, 110(1) 33-36. 	1991	Williams, T.	Ubiquitous occurrence of Simulium posticatum (Diptera) in rivers around Oxford	Entomologist							110	1	33-36	The distribution of Simulium posticatum larvae in 10 rivers around Oxford was investigated in April, 1990. Samples of aquatic vegetation were taken and all blackfly stages present were identified. S. posticatum was detected at 18 of the 21 sites sampled and was usually dominant over all other blackfly species during this springtime period.	Wytham Estate	Wytham Estate	Stream		51.782138 ,-1.3099472	1990	1990	Spring	Insects	Simulium posticatum (	Abundance	No	No
Woodcock_2005_WDA	Solo (Digital)	Journal Article	Woodcock, B.A., Mann, D.J., Mirieless, C., McGavin, G.C., McDonald, A.W. (2005). Re-creation of a lowland flood-plain meadow: management implications for invertebrate communities. Journal of Insect Conservation, 9(3) 207-218. 10.1007/s10841-005-6608-x	2005	Woodcock, B.A., Mann, D.J., Mirieless, C., McGavin, G.C., McDonald, A.W.	Re-creation of a lowland flood-plain meadow: management implications for invertebrate communities	Journal of Insect Conservation				10.1007/s10841-005-6608-x			9	3	207-218	Intensification of framing practices after the Second World War has led to wide scale loss of semi-natural grasslands throughout the UK. Flood-plain meadows (NVC MG4 Alopecurus pratensis-Sanguisorba officinalis grassland) suffered under these changes in agricultural management, and now cover an area of <1500 ha in England and Wales. In 1985, an experiment was initiated at Somerford Mead, Oxford, with the target of re-creating MG4 grassland. The grassland was established with a sown seed mixture harvested from local MG4 grassland. A replicated block experiment was set up to look at the effects of sheep, cattle and no grazing on the establishment of the target floral community. In 2002, the effects of these management regimes on beetle communities were investigated. Grazing regime was seen to be the primary determinant of abundance, species richness and species assemblage of the beetle population. Vegetation structure was also found to influence beetle diversity. The percentage cover of the legume Trifolium repens had important effects on beetle community assemblage, whilst Trifolium pratense was strongly correlated with the abundance of three common phytophagous beetles. This study provides a preliminary investigation into the responses of beetle communities to management intended for the re-creation of the plant communities of this threatened grassland habitat.	Wytham Estate	Somerford Mead	Pasture	1	51.78461503,-1.335164948	2002	2002	Summer	Insects	Coleoptera	Abundance;Diversity	No	No
Woodroffe_1995_WDAa	Solo (Digital)	Journal Article	Woodroffe, R., Macdonald, D.W., Silva, J. (1995). Dispersal and philopatry in the European badger, Meles meles. Journal of Zoology, 237(2) 227-239. 10.1111/j.1469-7998.1995.tb02760.x	1995	Woodroffe, R., Macdonald, D.W., Silva, J.	Dispersal and philopatry in the European badger, Meles meles	Journal of Zoology				10.1111/j.1469-7998.1995.tb02760.x			237	2	227-239	In comparison with other carnivores, European badgers, Meles meles L., show an unusually high degree of natal philopatry. In this paper, we present data on temporary and permanent movements between groups, in both male and female badgers, in a moderately high density population. A relatively small proportion of males dispersed, alone, to neighbouring territories. Dispersing males were larger than those remaining in their natal groups, and following dispersal they had higher testosterone titres and maintained testicular activity for a greater part of the year. Circumstantial evidence suggests that immigrants were the principal breeding males in their new territories. Dispersal was slightly more common in females, which dispersed away from large groups, where their chances of breeding were relatively low. Females dispersed in coalitions of 2-3, over longer distances, to territories occupied by single females. Resident females disappeared following the arrival of the immigrants, suggesting that territory `takeovers' may have occurred. Members of both sexes also made temporary `visits' to neighbouring territories, probably to obtain extra‚Äêgroup matings. Comparison with other badger populations suggests that the frequency of male dispersal declines at high population densities. In contrast, there is no effect of density on female dispersal, which occurs only rarely in some other populations. We suggest that the pattern of female/female competition is too complex to be explained solely in terms of variation in population density.	Wytham Estate	Wytham Wood (unspecified)	Farmland;Woodland		51.768935,-1.329199	1987	1992	Autumn;Spring;Summer;Winter	Mammals	Meles meles	Population Density	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Amphibians		Other	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Birds		Other	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Insects		Other	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Mammals		Other	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Reptiles		Other	No	No
Estates_2015a	Oxford University (Other)	Report	University of Oxford Estates Services (2015). Ecological Appraisal Report, Begbroke Science Park Accelerator Project. 	2015	University of Oxford Estates Services	Ecological Appraisal Report, Begbroke Science Park Accelerator Project											An ecology desk study was carried out by contacting Thames Valley Environmental Records Centre to obtain information on designated sites and records of and protected and notable species up to 1 km from the Site. A check was also made for water bodies within 0.5 km of the Site using the MAGIC website, OS mapping and publicly available aerial imagery. 1.4 An extended Phase 1 habitat survey of the Site was carried out on 9 January 2015. The potential of the Site to support protected or otherwise notable species was also assessed by the surveyor during the survey. The survey was carried out outside the optimal time of year for Phase 1 habitat survey, but given the habitats present, this constraint is not considered to be significant in assessing the ecological value of the Site. There are no statutory wildlife sites within the Site, which comprises amenity grassland (i.e. lawns), hardstanding (i.e. paved pedestrian paths), small areas of introduced shrub, and the existing building.	Begbroke Science Park	Begbroke Science Park	Parks and Gardens		51.817858,-1.306539	2014	2015	Summer;Winter	Vascular plants		Other	No	No
Estates_2017	Oxford University (Other)	Report	University of Oxford Estates Services (2017). Project 622, University of Oxford – Ecology Report and BREEAM Assessment. 	2017	University of Oxford Estates Services	Project 622, University of Oxford – Ecology Report and BREEAM Assessment.											A desk-based information search recommended to inform a PEA was restricted to a search for nearby statutory designated wildlife sites and Ancient Woodland using the online Magic Map application and a search for non-statutory wildlife sites using the ‘Living List’ of Local Wildlife Sites available on the Thames Valley Environmental Records Centre (TVERC) website . An Extended Phase 1 Habitat Survey was undertaken for the Site on 4 April 2017. The methodology adopted followed the standard JNCC approach to Phase 1 Habitat Survey by which all habitats present within the site were classified and mapped according to standard categories. Target notes were used to describe areas of both typical and unique botanical character. Habitat patches were mapped as polygon features, and if sufficient space on the map linear features (such as walls and fences) as lines where this provided added value. Point features were recorded where there were notable isolated trees or scrub. Plant species abundance was noted using the DAFOR4 system.	John Radcliffe Hospital	John Radcliffe Hospital	Grassland;Parks and Gardens		51.764672,-1.220363	2017	2017	Spring	Vascular plants	Epilobium hirsutum;Buddleja davidii;Anisantha sterilis;Lolium perenne;Plantago lanceolata;Achillea millefolium; Prunus sp,;Betula pendula;Rosa rugosa;Ribes sanguineum	Other	No	No
