Resource Type	Continent	Country	LatDD	LonDD	Division Tags	Unit Tags	Link	Title	Description	Member	Date
Event	Asia	India	26.54	80.49	Division 4 – Forest Assessment, Modelling and Management ;Division 9 – Forest Policy and Economics		https://www.sciencedirect.com/science/article/pii/S0301421517304676; https://www.sciencedirect.com/science/article/pii/S0301421517304676?via%3Dihub	Can product demonstrations create markets for sustainable energy technology? A randomized controlled trial in rural India	"The literature on sustainable energy technology sees informational barriers as a major obstacle to technology adoption. In the case of solar home systems, recent studies report positive socio-economic effects on households, but technology adoption remains underwhelming. In collaboration with a local solar technology provider, we conduct a randomized controlled trial in 75 large villages in the state of Uttar Pradesh, India to examine the ability of village solar demonstrations to create markets for solar home systems. We find no effect of such demonstrations on technology sales, awareness, or perceptions of solar technology. Technology adopters report high levels of satisfaction with product quality and service, suggesting that the null finding cannot be attributed to poor technology. These findings suggest that lack of awareness is not a binding constraint on the growth of solar technology markets in the study area. Based on additional surveys, we find evidence suggesting that access to credit from rural banks is an important explanation for variation in sales across villages. These results do not prove that information and awareness are irrelevant in general, but they show that even carefully designed marketing campaigns cannot increase demand for new products in the presence of a binding credit constraint."		1971
Event	South America	Mexico	17.294847	-93.0107957	Division 5 – Forest Products;Division 7 – Forest Health		http://www.sciencedirect.com/science/article/pii/S0301421519305129; https://www.sciencedirect.com/science/article/pii/S0301421519305129?via%3Dihub	"Adoption of LPG for cooking in two rural communities of Chiapas, Mexico"	"In 2011, a government initiative provided Liquefied Petroleum Gas (LPG) stoves and cylinders to almost 1000 rural families in Chiapas, Mexico. In 2017, the Pan-American Health Organization (PAHO) conducted an evaluation of cooking practices among the beneficiaries of these stoves. Although almost 100% of households continue to use firewood for cooking, they cook an average of 58% of their food with LPG. Of the families that used to rely exclusively on firewood before 2011, 32% have now started to use LPG. Primary cooks _‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬®almost entirely women_‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬® recognize the advantages of cooking with LPG and the health Problems associated with firewood use, with the primary barrier to using LPG being its high cost. Women spend 35-65_‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬£h a month preparing tortillas _‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬®the main food cooked with firewood. The alternative store-bought tortillas are up to three times costlier. When given the opportunity to cook with LPG, families recognize its advantages and are incentivized to continue using it, despite its cost. The higher the socioeconomic status, the higher LPG use is. The authors suggest that subsidizing tortilla production could facilitate the exclusive use of LPG, avoiding the negative health impacts of firewood use and saving more than 25% of women's productive time."		1972
Event	Europe	UK	52.483151	-1.895084	Division 6 – Social Aspects of Forests and Forestry		https://www.sciencedirect.com/science/article/pii/S0301421512005538?via%3Dihub	A comparison of the drivers influencing farmers' adoption of enterprises associated with renewable energy	"A declared target of both the UK government and the European Union is to produce 15% of energy requirements from renewable sources by the year 2020; however the UK is very unlikely to achieve this. The Department for the Environment, Food and Rural Affairs (Defra) has identified the potential amongst the farming industry to help meet this objective (DEFRA, 2007) but there is little published research on how organisations can successfully interact with farmers to achieve structural change. This paper reports the findings of a postal questionnaire survey of farmers in the West Midlands Region of the UK where principal component analysis revealed that personal, farm business, regulatory and behavioural drivers affected the rate of adoption of renewable energy (RE) enterprises. Of the 393 farmers who responded, 14% had adopted one or more enterprises associated with RE with solar energy production the most popular of the RE technologies available to farmers. The study found that the most influential personal level factors contributing to the adoption of RE and associated technologies were cognitive, such as level of education, but not administrative, such as the attractiveness of government schemes supporting RE and associated enterprises. Adopters also tended to be younger than non-adopters, perhaps reflecting the impact of long investment payback periods typically found with RE enterprises, they were involved with larger and more financially viable businesses that were more likely to trade as limited companies or family partnerships. Of current non adopters, 66% might decide to invest in RE technologies over the next five years. For these potential adopters, it emerged that personal, farm business and behavioural factors were the most significant drivers though contrary to expectation current non adopters assessed the policy support framework more favourably than current adopters. The explanation of this seems to be connected with timing, in that two very positive and encouraging signals in relation to Feed in Tariffs (2010) and the Renewable Heat Incentive (2011) were underway or near introduction before this research took place. The policy implications of these research findings are discussed. (C) 2012 Elsevier Ltd. All rights reserved."		1973
Event	Asia	Thailand	19.36	98.4	Division 7 – Forest Health		http://www.ijee.ieefoundation.org/vol4/issue1/IJEE_04_v4n1.pdf	Diffusion of photovoltaic systems for rural electrification in Thailand	"This paper studies a pilot project in which photovoltaic systems were installed in thirty-six places in the remote areas of Thailand with no access to electricity. One sub-project out of thirty-six was chosen for in-depth investigation. We discuss the appropriateness of solar energy for Thailand context. The diffusion process of PV systems is analyzed on four elements: innovation, communication channel, time and social system. This project is an extreme case as the PV systems and services were provided for free of charge. Even so, there are still some challenges to get acceptance for this sustainable form of energy."		1974
Event	Asia	Thailand	18.7	98.96	Division 8 – Forest Environment		http://www.ijee.ieefoundation.org/vol4/issue1/IJEE_04_v4n1.pdf	Diffusion of photovoltaic systems for rural electrification in Thailand	"This paper studies a pilot project in which photovoltaic systems were installed in thirty-six places in the remote areas of Thailand with no access to electricity. One sub-project out of thirty-six was chosen for in-depth investigation. We discuss the appropriateness of solar energy for Thailand context. The diffusion process of PV systems is analyzed on four elements: innovation, communication channel, time and social system. This project is an extreme case as the PV systems and services were provided for free of charge. Even so, there are still some challenges to get acceptance for this sustainable form of energy."		1975
Event	Asia	Thailand	17.41	98.51	Division 9 – Forest Policy and Economics		http://www.ijee.ieefoundation.org/vol4/issue1/IJEE_04_v4n1.pdf	Diffusion of photovoltaic systems for rural electrification in Thailand	"This paper studies a pilot project in which photovoltaic systems were installed in thirty-six places in the remote areas of Thailand with no access to electricity. One sub-project out of thirty-six was chosen for in-depth investigation. We discuss the appropriateness of solar energy for Thailand context. The diffusion process of PV systems is analyzed on four elements: innovation, communication channel, time and social system. This project is an extreme case as the PV systems and services were provided for free of charge. Even so, there are still some challenges to get acceptance for this sustainable form of energy."		1976
Event	Asia	India	28.620739	77.20761	Division 1 – Silviculture		http://www.sciencedirect.com/science/article/pii/S0301421512002352; https://www.sciencedirect.com/science/article/pii/S0301421512002352?via%3Dihub	Energy access: Revelations from energy consumption patterns in rural India	"After decades of research on the subject of energy poverty and access and its impact on human development, the issue has finally gained global attention and commitment through the UN Secretary General's initiative on Sustainable Energy for All. However, the issue of what constitutes energy access and how such access can be supported by efficient subsidies remains a key question that does not have simple answers. At what point along the energy consumption and income spectrum does the energy access problem cease to be one of public policy, thereby letting the market take over? Using data from an extensive survey carried out by the Government of India, this paper highlights the complexities and inadequacies of using a normative consumption based approach to determine the scope and scale of interventions required. Factoring in the environmental and social pillars of sustainable development when defining access to modern energy forms would also significantly inform the level of effort involved in meeting the goal of energy access to all."		1977
Event	Asia	Vietnam	10.83	106.66	Division 2 – Physiology and Genetics;Division 4 – Forest Assessment, Modelling and Management 			Dissemination of solar home systems in Vietnam: a case study of successful partnership	"This paper describes the two phases of a programme in Vietnam where solar home systems were disseminated to rural communities: Phase I was implemented between 1995 and 1998, while Phase II was started in 1998. The programme demonstrates how photovoltaic systems can contribute to sustainable development in remote rural communities."		1978
Event	Africa	Kenya	0.13	34.23	Division 5 – Forest Products;Division 6 – Social Aspects of Forests and Forestry		http://www.sciencedirect.com/science/article/pii/S0301421512003631; https://www.sciencedirect.com/science/article/pii/S0301421512003631?via%3Dihub	Navigating the limitations of energy poverty: Lessons from the promotion of improved cooking technologies in Kenya	"Energy poverty has been defined as the lack of access of households in developing countries to modern energy sources, and their consequent reliance on solid biomass fuels for cooking. Improved stoves have been promoted by development actors since the 1970s to alleviate various environmental and health problems associated with biomass use, with largely disappointing outcomes. Against this background, this paper examines the intervention of an international development organisation - Practical Action - in West Kochieng, Kenya, where the organisation's energy poverty alleviation efforts are aimed at addressing the health hazards of biomass smoke with six _‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬¢low-cost' improved cooking technologies. The study reveals that the cooking technology most valued by poor West Kochieng households is the one which most reflects their priorities, rather than those expressed by Practical Action. The findings point to three aspects of appropriateness of energy poverty alleviation interventions - technological, economic and cultural - which combine to influence acceptance and uptake of such interventions. The evidence highlights some of the limitations inherent in the generic policy recommendation to _‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö¬¢leapfrog' towards the resolution of energy poverty-related problems, and suggests that more measured steps which respond to the socio-economic realities of poor households are likely to engender more appropriate solutions."		1979
Event	Asia	India	23.26623	77.412062	Division 4 – Forest Assessment, Modelling and Management 		http://www.sciencedirect.com/science/article/pii/S0360544214000930; https://www.sciencedirect.com/science/article/abs/pii/S0360544214000930?via%3Dihub	Going beyond incomes: Dimensions of cooking energy transitions in rural India	"Most studies on household energy choices have considered income and education as suitable proxies for socio-cultural contexts, primarily because the available data on household energy is from census surveys which are mainly household consumption surveys, not focused energy surveys. Acknowledging the existing data constraints, a more focussed household energy survey was designed for rural India with the aim of better understanding determinants of current energy use patterns, energy choices, to measure the impacts of these factors, and importantly, arrive at key policy insights. This paper revisits the definition of access to include for reliability and quality going beyond conventional understanding. It also relooks at the role of gender in household energy choices. Having established that apart from income, socio-cultural factors may have a greater role in determining household energy choices, the model results indicate electricity access would have a positive impact on cooking energy choices only after meeting a minimum threshold requirement. As women move towards more formal employment, the odds of choosing cleaner fuels increase significantly. Thus, while macro-policies may provide important guidelines and the necessary framework, implementation strategies need to be designed at the local level through a participatory approach making energy an integral part of the development paradigm."		1980
Event	Europe	Netherlands	51.3258929	9.1189017	Division 5 – Forest Products		https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988976412&partnerID=40&md5=f87f1884265ba492721e7f525d844a92	Energetic communities: Planning support for sustainable energy transition in small- and medium-sized communities	"The necessity for transition in the energy sector is beyond dispute and high on the political agendas. Climate change, the depletion of fossil fuels and the vulnerability of economies to resource speculation and unreliable political systems in the producing countries lay path for a broad implementation of smart alternative solutions. This means the integration of more sustainable renewable energy sources in the existing supply structures or the displacement of existing systems by new ones. Cities and communities are central players in the energy transition process. Energy demand is determined by the built environment. Renewable energy production needs space. The conflicts between different interest groups often break out in the context of local implementation measures that affect urban planning and the appearance of landscapes. Small- and medium-sized communities might prove to be game-changers in the overall energy transition because many problems have to be solved within their ambit. Urban planning is dealing with the numerous processes of urban change. Energy is a fairly new task to be addressed and many stakeholders lack experience and criteria for strategic decision making. After a period of fierce determination to turn the wheel against climate change, it seems that there is a growing resignation among politicians, planners and the public because some things have not turned out the way we'd expected and the hope for quick solutions fades. Rebound-effects seem to eat up the savings to a good extent, and alternative ideas of how sustainable energy systems may be put into place have not yet been persuasive in many cases. Energy systems have proved to be complex. They are still perceived to be important but in practice there is a growing uneasiness about the right steps to take. The overarching research question of this thesis is: What do decision makers in smalland medium-sized communities need to become more successful in implementing energy transition processes? For the research project this general question was broken down into four primary research questions: - How can communities anchor and monitor long-term energy transition visions in their communal development plans? - What tools and models are available for urban energy system analysis? - How can tools and models be adapted to the specific demands and boundary conditions in the case study communities to ensure long-term implementation of appropriate technologies and measures? - How does the practical implementation of the adapted tools work in the case study and what barriers must be overcome for long-term success? To answer these questions a combination of review of the current state of scientific literature of the thematic field with a practical application and evaluation of 'real' implementation projects was chosen. This appears to be a beneficial approach to scientific research in planning disciplines. The first research question is closely connected to urban planning and strategy. To anchor energy transition goals in these disciplines the potentials and consequences of political energy visions were studied. To monitor developments and progress existing indicator systems were reviewed and adapted to the needs of small- and medium-sized communities. For this overall target-definition the question of 'Exergy Thinking' in planning urban environments and energy systems was discussed. This basically means to create a deep understanding of the quality aspects in energy demand and supply systems and to be aware for better matching solutions. This approach opens many options for the integration of renewables in the heating and cooling supply. It showed that the definition of a clear long-term target or 'energy vision' supports the implementation of measures because it facilitates communication and controversy. The large number of available tools and scientific methods for the analysis and optimization of communal energy systems was reviewed to answer the second research question. The results from this work mainly led to the one central challenge that has to be solved whenever complex modelling and strategic decision making are affected: Data. Data describes the status-quo and gives necessary information on the complex system interactions and influence factors. The options to create a concise data framework for the central objective were addressed in two steps. From literature, existing models and approaches general data frameworks were collected and summarized. Since the method was to be applied to the test case study the data was validated and tested under the case study conditions. This showed deviations and necessary specifications but as well a good analogy to the default data. From this a transparent and adjustable spreadsheet-model was developed to create scenarios for the case study and to answer the fourth research question. To create a holistic picture of the communal energy system and the effects of increased exploitation of renewables geographic information systems (GIS) show very valuable functionalities. Especially since the processing and interpretation of geographic information is anchored in urban planning disciplines and creates an easy access if energy system information is integrated. The open data architecture of GIS allows the integration of different data types as long as they have a spatial correlation. This enables to retrieve valuable results from a scenario model even with rather fragmented and incomplete data. To show the effects of different implementation strategies represented by the different 'energy visions' three energy scenarios were run for the case study. These three scenarios represent central 'beliefs' or 'approaches' in energy transition as well as overall development indicators and specific local aspects. Therefore the success of energy transition measures remains limited if not all essential development parameters take a favorable course. The scenario evaluation shows some interesting results and shows the principal usability of the approach and the model. The base-case scenario shows that the community already reaches good results for the global energy indicators because of the existing measures. On a medium and long-term these measures are not sufficient though to stay on a good course. Especially the long-term developments in some cases produce unexpected results. For instance the rather unfavourable development of CO2-emissions in the renewable energies scenario was not a predictable result at first glance. Here the effects of the chosen technologies and the effects of superior developments show their impact. As well the huge impact of the assumed efficiency measures was somewhat unexpected. Even though the assumed refurbishment rates do not exceed national recommendations and the efficiency qualities are far from passive-house standard, the efficiency scenario shows the fastest and best results for the global environment indicators. This can be explained by the fact that the demand reduction optimally complements the existing renewable energy strategy and can show its full potential in this combination. The results of the smart-city scenario show the expected and desired trends of a moderate and balanced long-term strategy that leads to a slower but continuous positive development in all the analysed energy system indicators. The long-term trends of the scenarios and the effects of following 'plain' strategies can be visualised well with the model and the developed scheme. Therefore the initial research questions can be answered positively. The framework gives good and useful results and offers many options for future extension. Certainly the next and most important aspect to include into the framework is the question of costs and economic effects. The overall investment and operational costs for the measures in the different scenarios will be very different. Efficiency measures especially in the existing building stock are costly while the costs for PV-plants will most probably further decline. This is certainly a shortcoming for the efficiency scenario. A future study could as well look at overall economic effects of the diffe ent strategies for the benefit of the community. Basic figures on the economic effects of renewable energy systems are already available (Hirschl et al. 2010) and could be implemented. This would certainly make the framework more beneficial for communal stakeholders. The model is transparent and simple enough to go this way in the near future and the achieved results of this thesis project are a good basis for this. The realisation of energy systems as sketched in the smart cities scenario still demands some changes in the regulatory boundary conditions and some new technologies mainly in the information and communication technologies. Smart and electricity grid compatible buildings which can contribute services in grid stability are an issue still to come and contribute to the integration of renewable electricity. The integration of renewable heat in communal supply systems is a big future opportunity to realise LowEx potentials in the heating and cooling sector. Stakeholders in small- and medium-sized communities should be encouraged by the outcomes of the thesis to take initial steps on the energy transition path, since the results that can be reached with state-of-the-art technologies are very encouraging. Energy transition on a large scale depends on the local implementation. Despite the fact that public and scientific focus and attention is mostly on the megacities, it will be the countless small initiatives that will turn the tide."		1981
Event	Europe	UK	54.41	-3.39	Division 6 – Social Aspects of Forests and Forestry;Division 3 – Forest Operations Engineering and Management		http://www.sciencedirect.com/science/article/pii/S0301421511009797; https://www.sciencedirect.com/science/article/pii/S0301421511009797?via%3Dihub	Social impacts of community renewable energy projects: findings from a woodfuel case study	"There is much current interest in the potential of community-based renewable energy projects to contribute to transition towards low carbon energy systems. As well as displacing fossil fuel consumption by increasing renewable energy generation, projects are expected to have a range of social impacts which may result in additional positive sustainability outcomes. These include potential to increase: acceptance of renewable energy developments; awareness of renewable and sustainable energy technologies and issues; uptake of low carbon technologies; and sustainable/pro-environmental behaviours. To date however, there has been little investigation of whether and how these impacts occur. This paper presents results from qualitative research investigating the social impacts of a community woodfuel project as experienced by project participants and other local stakeholders. Findings show projects can raise awareness of renewable energy technologies and increase uptake of renewables. Overall the case study project successfully changed the local social context for development of woodfuel heating, reducing risk for all involved in the future development of this sector, particularly in the immediate locality. There was some evidence of increased engagement with wider sustainability issues but this was limited to direct participants, suggesting local projects need to be supported by wider systemic change to maximise impacts."		1982
Event	Asia	India	28.620739	77.20761	Division 8 – Forest Environment;Division 9 – Forest Policy and Economics		https://www.sciencedirect.com/science/article/abs/pii/S0360544209000048?via%3Dihub	"Sustainable bioenergy for India: Technical, economic and policy analysis"	"When facing the challenge of restructuring the energy system, bottom-up initiatives can aid the diffusion of decentralized and clean energy technologies. We focused here on a bottom-up initiative of citizen-funded and citizen-operated photovoltaic power plants. The project follows a case study-based approach and examines two different community initiatives. The aim is to investigate the potential incentives and barriers relating to participation or non-participation in predefined community PV projects. Qualitative, as well as quantitative empirical research was used to examine the key factors in the further development of bottom-up initiatives as contributors to a general energy transition. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© 2014, International Centre for Sustainable Development of Energy, Water and Environment Systems SDEWES. All right reserved."		1983
Event	Asia	India	25.34	74.56	Division 9 – Forest Policy and Economics;Division 4 – Forest Assessment, Modelling and Management 		http://download.springer.com/static/pdf/480/art%253A10.1186%252Fs12939-016-0356-2.pdf?originUrl=http%3A%2F%2Fequityhealthj.biomedcentral.com%2Farticle%2F10.1186%2Fs12939-016-0356-2&token2=exp=1463540959~acl=%2Fstatic%2Fpdf%2F480%2Fart%25253A10.1186%25252Fs12939-016-0356-2.pdf*~hmac=66a7ca5fedcaad8b4e56a03ca660b7a1b296828d71a3ac7310de4deb79e22901	Dynamics of sustained use and abandonment of clean cooking systems: study protocol for community-based system dynamics modeling	"India's energy challenges are multi-pronged. They are manifested through growing demand for modern energy carriers, a fossil fuel dominated energy system facing a severe resource crunch, the need for creating access to quality energy for the large section of deprived population, vulnerable energy security, local and global pollution regimes and the need for sustaining economic development. Renewable energy is considered as one of the most promising alternatives. Recognizing this potential, India has been implementing one of the largest renewable energy programmes in the world. Among the renewable energy technologies. bioenergy has a large diverse portfolio including efficient biomass stoves, biogas, biomass combustion and gasification and process heat and liquid fuels. India has also formulated and implemented a number of innovative policies and programmes to promote bioenergy technologies. However, according to some preliminary studies, the success rate is marginal compared to the potential available. This limited success is a clear indicator of the need for a serious reassessment of the bioenergy programme. Further, a realization of the need for adopting a sustainable energy path to address the above challenges will be the guiding force in this reassessment. In this paper an attempt is made to consider the potential of bioenergy to meet the rural energy needs: (I) biomass combustion and gasification for electricity; (2) biomethanation for cooking energy (gas) and electricity; and (3) efficient wood-burning devices for cooking. The paper focuses on analysing the effectiveness of bioenergy in creating this rural energy access and its sustainability in the long run through assessing: the demand for bioenergy and potential that could be created; technologies, status of commercialization and technology transfer and dissemination in India; economic and environmental performance and impacts: bioenergy policies, regulatory measures and barrier analysis. The whole assessment aims at presenting bioenergy as an integral part of a sustainable energy strategy for India. The results show that bioenergy technology (BET) alternatives compare favourably with the conventional ones. The cost comparisons show that the unit costs of BET alternatives are in the range of 15-187% of the conventional alternatives. The climate change benefits in terms of carbon emission reductions are to the tune of 110 T C per year provided the available potential of BETs are utilized. (C) 2009 Elsevier Ltd. All rights reserved."		1984
Event	Asia	India	25.34	74.56	Division 1 – Silviculture;Division 6 – Social Aspects of Forests and Forestry		http://download.springer.com/static/pdf/480/art%253A10.1186%252Fs12939-016-0356-2.pdf?originUrl=http%3A%2F%2Fequityhealthj.biomedcentral.com%2Farticle%2F10.1186%2Fs12939-016-0356-2&token2=exp=1463540959~acl=%2Fstatic%2Fpdf%2F480%2Fart%25253A10.1186%25252Fs12939-016-0356-2.pdf*~hmac=66a7ca5fedcaad8b4e56a03ca660b7a1b296828d71a3ac7310de4deb79e22901	Dynamics of sustained use and abandonment of clean cooking systems: study protocol for community-based system dynamics modeling	"Background: More than 3 billion of the world's population are affected by household air pollution from relying on unprocessed solid fuels for heating and cooking. Household air pollution is harmful to human health, climate, and environment. Sustained uptake and use of cleaner cooking technologies and fuels are proposed as solutions to this problem. In this paper, we present our study protocol aimed at understanding multiple interacting feedback mechanisms involved in the dynamic behavior between social, ecological, and technological systems driving sustained use or abandonment of cleaner cooking technologies among the rural poor in India. Methods/Design: This study uses a comparative case study design to understand the dynamics of sustained use or abandonment of cleaner cooking technologies and fuels in four rural communities of Rajasthan, India. The study adopts a community based system dynamics modeling approach. We describe our approach of using community based system dynamics with rural communities to delineate the feedback mechanisms involved in the uptake and sustainment of clean cooking technologies. We develop a reference mode with communities showing the trend over time of use or abandonment of cleaner cooking technologies and fuels in these communities. Subsequently, the study develops a system dynamics model with communities to understand the complex sub-systems driving the behavior in these communities as reflected in the reference mode. We use group model building techniques to facilitate participation of relevant stakeholders in the four communities and elicit a narrative describing the feedback mechanisms underlying sustained adoption or abandonment of cleaner cooking technologies. Discussion: In understanding the dynamics of feedback mechanisms in the uptake and exclusive use of cleaner cooking systems, we increase the likelihood of dissemination and implementation of efficacious interventions into everyday settings to improve the health and wellbeing of women and children most affected by household air pollution. The challenge is not confined to developing robust technical solutions to reduce household air pollution and exposure to improve respiratory health, and prevent associated diseases. The bigger challenge is to disseminate and implement cleaner cooking technologies and fuels in the context of various social, behavioral, and economic constraints faced by poor households and communities."		1985
Event	Asia	India	24.61	73.64	Division 2 – Physiology and Genetics;Division 3 – Forest Operations Engineering and Management		http://download.springer.com/static/pdf/480/art%253A10.1186%252Fs12939-016-0356-2.pdf?originUrl=http%3A%2F%2Fequityhealthj.biomedcentral.com%2Farticle%2F10.1186%2Fs12939-016-0356-2&token2=exp=1463540959~acl=%2Fstatic%2Fpdf%2F480%2Fart%25253A10.1186%25252Fs12939-016-0356-2.pdf*~hmac=66a7ca5fedcaad8b4e56a03ca660b7a1b296828d71a3ac7310de4deb79e22901	Dynamics of sustained use and abandonment of clean cooking systems: study protocol for community-based system dynamics modeling	"Background: More than 3 billion of the world's population are affected by household air pollution from relying on unprocessed solid fuels for heating and cooking. Household air pollution is harmful to human health, climate, and environment. Sustained uptake and use of cleaner cooking technologies and fuels are proposed as solutions to this problem. In this paper, we present our study protocol aimed at understanding multiple interacting feedback mechanisms involved in the dynamic behavior between social, ecological, and technological systems driving sustained use or abandonment of cleaner cooking technologies among the rural poor in India. Methods/Design: This study uses a comparative case study design to understand the dynamics of sustained use or abandonment of cleaner cooking technologies and fuels in four rural communities of Rajasthan, India. The study adopts a community based system dynamics modeling approach. We describe our approach of using community based system dynamics with rural communities to delineate the feedback mechanisms involved in the uptake and sustainment of clean cooking technologies. We develop a reference mode with communities showing the trend over time of use or abandonment of cleaner cooking technologies and fuels in these communities. Subsequently, the study develops a system dynamics model with communities to understand the complex sub-systems driving the behavior in these communities as reflected in the reference mode. We use group model building techniques to facilitate participation of relevant stakeholders in the four communities and elicit a narrative describing the feedback mechanisms underlying sustained adoption or abandonment of cleaner cooking technologies. Discussion: In understanding the dynamics of feedback mechanisms in the uptake and exclusive use of cleaner cooking systems, we increase the likelihood of dissemination and implementation of efficacious interventions into everyday settings to improve the health and wellbeing of women and children most affected by household air pollution. The challenge is not confined to developing robust technical solutions to reduce household air pollution and exposure to improve respiratory health, and prevent associated diseases. The bigger challenge is to disseminate and implement cleaner cooking technologies and fuels in the context of various social, behavioral, and economic constraints faced by poor households and communities."		1986
Event	Asia	India	24.61	73.64	Division 3 – Forest Operations Engineering and Management;Division 1 – Silviculture;Division 6 – Social Aspects of Forests and Forestry		http://download.springer.com/static/pdf/480/art%253A10.1186%252Fs12939-016-0356-2.pdf?originUrl=http%3A%2F%2Fequityhealthj.biomedcentral.com%2Farticle%2F10.1186%2Fs12939-016-0356-2&token2=exp=1463540959~acl=%2Fstatic%2Fpdf%2F480%2Fart%25253A10.1186%25252Fs12939-016-0356-2.pdf*~hmac=66a7ca5fedcaad8b4e56a03ca660b7a1b296828d71a3ac7310de4deb79e22901	Dynamics of sustained use and abandonment of clean cooking systems: study protocol for community-based system dynamics modeling	"Background: More than 3 billion of the world's population are affected by household air pollution from relying on unprocessed solid fuels for heating and cooking. Household air pollution is harmful to human health, climate, and environment. Sustained uptake and use of cleaner cooking technologies and fuels are proposed as solutions to this problem. In this paper, we present our study protocol aimed at understanding multiple interacting feedback mechanisms involved in the dynamic behavior between social, ecological, and technological systems driving sustained use or abandonment of cleaner cooking technologies among the rural poor in India. Methods/Design: This study uses a comparative case study design to understand the dynamics of sustained use or abandonment of cleaner cooking technologies and fuels in four rural communities of Rajasthan, India. The study adopts a community based system dynamics modeling approach. We describe our approach of using community based system dynamics with rural communities to delineate the feedback mechanisms involved in the uptake and sustainment of clean cooking technologies. We develop a reference mode with communities showing the trend over time of use or abandonment of cleaner cooking technologies and fuels in these communities. Subsequently, the study develops a system dynamics model with communities to understand the complex sub-systems driving the behavior in these communities as reflected in the reference mode. We use group model building techniques to facilitate participation of relevant stakeholders in the four communities and elicit a narrative describing the feedback mechanisms underlying sustained adoption or abandonment of cleaner cooking technologies. Discussion: In understanding the dynamics of feedback mechanisms in the uptake and exclusive use of cleaner cooking systems, we increase the likelihood of dissemination and implementation of efficacious interventions into everyday settings to improve the health and wellbeing of women and children most affected by household air pollution. The challenge is not confined to developing robust technical solutions to reduce household air pollution and exposure to improve respiratory health, and prevent associated diseases. The bigger challenge is to disseminate and implement cleaner cooking technologies and fuels in the context of various social, behavioral, and economic constraints faced by poor households and communities."		1987
Event	Africa	Kenya	-0.5	34.67	Division 4 – Forest Assessment, Modelling and Management 		https://res.mdpi.com/d_attachment/ijerph/ijerph-09-01566/article_deploy/ijerph-09-01566.pdf	It Is Good for My Family's Health and Cooks Food in a Way That My Heart Loves: Qualitative Findings and Implications for Scaling Up an Improved Cookstove Project in Rural Kenya	"Background: More than 3 billion of the world's population are affected by household air pollution from relying on unprocessed solid fuels for heating and cooking. Household air pollution is harmful to human health, climate, and environment. Sustained uptake and use of cleaner cooking technologies and fuels are proposed as solutions to this problem. In this paper, we present our study protocol aimed at understanding multiple interacting feedback mechanisms involved in the dynamic behavior between social, ecological, and technological systems driving sustained use or abandonment of cleaner cooking technologies among the rural poor in India. Methods/Design: This study uses a comparative case study design to understand the dynamics of sustained use or abandonment of cleaner cooking technologies and fuels in four rural communities of Rajasthan, India. The study adopts a community based system dynamics modeling approach. We describe our approach of using community based system dynamics with rural communities to delineate the feedback mechanisms involved in the uptake and sustainment of clean cooking technologies. We develop a reference mode with communities showing the trend over time of use or abandonment of cleaner cooking technologies and fuels in these communities. Subsequently, the study develops a system dynamics model with communities to understand the complex sub-systems driving the behavior in these communities as reflected in the reference mode. We use group model building techniques to facilitate participation of relevant stakeholders in the four communities and elicit a narrative describing the feedback mechanisms underlying sustained adoption or abandonment of cleaner cooking technologies. Discussion: In understanding the dynamics of feedback mechanisms in the uptake and exclusive use of cleaner cooking systems, we increase the likelihood of dissemination and implementation of efficacious interventions into everyday settings to improve the health and wellbeing of women and children most affected by household air pollution. The challenge is not confined to developing robust technical solutions to reduce household air pollution and exposure to improve respiratory health, and prevent associated diseases. The bigger challenge is to disseminate and implement cleaner cooking technologies and fuels in the context of various social, behavioral, and economic constraints faced by poor households and communities."		1988
Event	Asia	Afghanistan	34.560413	69.20047	Division 5 – Forest Products		http://www.sciencedirect.com/science/article/pii/S0360544218309058; https://www.sciencedirect.com/science/article/abs/pii/S0360544218309058?via%3Dihub	Understanding the determinants of household cooking fuel choice in Afghanistan: A multinomial logit estimation	"The use of indoor, three-stone fire pits in resource-poor countries is a substantial burden on human health and the environment. We conducted a pilot intervention promoting the purchase and use of an improved cookstove in rural Kenya. The goals of this qualitative inquiry were to understand the motivation to purchase and use; perceived benefits and challenges of cookstove use; and the most influential promotion activities for scaling up future cookstove promotion. Purposive sampling was used to recruit 10 cookstove promoters and 30 cookstove purchasers in the Luo community. Qualitative semi-structured interviews were transcribed and a thematic analysis conducted. Women reported the need for less firewood, fuel cost savings, reduced smoke, improved cooking efficiency, reduced eye irritation, lung congestion and coughing as major benefits of the cookstove. Cost appeared to be a barrier to wider adoption. The most persuasive promotion strategies were interpersonal communication through social networks and cooking demonstrations. Despite this cost barrier, many women still considered the improved cookstove to be a great asset within their household. This inquiry provided important guidance for future cookstove implementation projects."		2018
